Villanova,108.7
W Virginia,108.7
Georgetown,108.6
Texas A&M,108.0
Connecticut,107.8
Louisville,107.7
Kansas St,107.7
Duke,107.7
Kansas,107.6
Cincinnati,107.5
Marquette,107.5
Pittsburgh,107.4
Texas,107.4
Syracuse,107.3
Maryland,107.3
Baylor,107.2
Wisconsin,107.1
Clemson,107.1
Seton Hall,107.0
Wake Forest,106.9
Florida St,106.9
N Carolina,106.9
GA Tech,106.8
St Johns,106.8
Missouri,106.8
Ohio State,106.8
Notre Dame,106.7
Oklahoma St,106.7
Illinois,106.7
Purdue,106.7
Michigan St,106.5
Tennessee,106.5
Vanderbilt,106.4
S Florida,106.3
Florida,106.3
Providence,106.2
Iowa State,106.0
Minnesota,106.0
Colorado,105.9
California,105.9
Michigan,105.9
Texas Tech,105.9
Boston Col,105.8
Xavier,105.8
VA Tech,105.7
Georgia,105.7
S Carolina,105.7
Oklahoma,105.6
NC State,105.6
Virginia,105.5
Kentucky,105.3
Mississippi,105.2
Arizona,105.2
Temple,105.2
Alabama,105.0
Dayton,105.0
Miami (FL),104.9
Penn State,104.9
USC,104.7
Richmond,104.7
Washington,104.6
Miss State,104.6
Arizona St,104.6
Nebraska,104.4
Northwestern,104.4
San Diego St,104.4
DePaul,104.3
Rhode Island,104.2
Rutgers,104.2
New Mexico,104.2
BYU,104.2
Charlotte,104.1
UCLA,104.0
UNLV,104.0
Stanford,103.9
Gonzaga,103.9
Iowa,103.8
Indiana,103.8
Arkansas,103.7
Auburn,103.6
Saint Louis,103.5
Tulsa,103.4
UAB,103.4
Butler,103.4
Old Dominion,103.4
Wash State,103.3
Wichita St,103.3
Nevada,103.3
Memphis,103.2
Bradley,103.2
Portland,103.1
Oregon,103.1
Oregon St,103.1
TX El Paso,103.1
N Iowa,103.0
Duquesne,102.9
U Mass,102.8
St Marys,102.8
Northeastrn,102.8
Creighton,102.7
St Josephs,102.7
Marshall,102.7
St Bonavent,102.7
Missouri St,102.7
LSU,102.6
Indiana St,102.6
Wm & Mary,102.6
Utah,102.6
N Mex State,102.6
Colorado St,102.5
Illinois St,102.4
Houston,102.3
S Mississippi,102.3
Miami (OH),102.3
Utah State,102.3
Kent State,102.3
S Illinois,102.2
Geo Wshgtn,102.1
VCU,102.0
LA Tech,102.0
Wright State,102.0
Fordham,101.9
Drake,101.9
TX Christian,101.8
La Salle,101.8
San Fransco,101.7
Siena,101.7
Idaho,101.6
S Methodist,101.6
Lg Beach St,101.5
Central FL,101.5
Fresno St,101.5
Drexel,101.4
WI-Milwkee,101.4
San Diego,101.3
San Jose St,101.3
Ohio,101.3
Cleveland St,101.3
E Carolina,101.2
Iona,101.2
Weber State,101.2
Akron,101.2
Wyoming,101.1
Loyola Mymt,101.1
Valparaiso,101.1
Hofstra,101.0
Geo Mason,101.0
Niagara,101.0
NC-Wilmgton,100.9
Evansville,100.9
Bowling Grn,100.9
WI-Grn Bay,100.8
Detroit,100.8
W Michigan,100.8
Buffalo,100.8
Pepperdine,100.7
IL-Chicago,100.7
Cornell,100.6
Boise State,100.5
Rider,100.5
Fairfield,100.5
Delaware,100.5
Santa Clara,100.4
Pacific,100.3
Wofford,100.3
Air Force,100.2
Portland St,100.2
UCSB,100.2
Hawaii,100.1
Loyola-Chi,100.1
Toledo,100.0
Col Charlestn,99.9
Idaho State,99.9
Tulane,99.9
Montana,99.9
Oral Roberts,99.9
Oakland,99.9
Youngs St,99.9
IUPUI,99.7
Montana St,99.7
Georgia St,99.6
Davidson,99.6
W Carolina,99.6
NC-Grnsboro,99.6
Central Mich,99.6
Marist,99.6
App State,99.6
Towson,99.6
James Mad,99.6
Manhattan,99.5
St Peters,99.4
Canisius,99.4
GA Southern,99.4
Morehead St,99.3
N Arizona,99.3
W Kentucky,99.3
E Michigan,99.3
Cal St Nrdge,99.3
E Tenn St,99.3
Harvard,99.3
E Washingtn,99.2
Seattle,99.2
Rice,99.2
Sac State,99.0
CS Fullerton,98.9
Ball State,98.9
Sam Hous St,98.9
Citadel,98.9
UC Davis,98.8
Jacksonville,98.8
CS Bakersfld,98.8
Troy,98.8
N Illinois,98.8
Samford,98.8
