Duke,109.0
Kentucky,108.9
N Carolina,108.8
Georgia,108.4
Wake Forest,108.2
Illinois,108.1
UCLA,108.0
Wisconsin,107.9
Maryland,107.9
GA Tech,107.7
Indiana,107.6
Tennessee,107.5
Virginia,107.4
Arizona,107.3
Stanford,107.0
Michigan St,107.0
Penn State,107.0
Florida,107.0
USC,106.8
Ohio State,106.7
Mississippi,106.7
Miss State,106.4
S Carolina,106.4
California,106.4
Kansas,106.3
Iowa,106.2
Arkansas,106.0
Temple,106.0
Purdue,106.0
NC State,105.9
Auburn,105.9
Minnesota,105.8
Texas,105.8
Missouri,105.7
Vanderbilt,105.7
U Mass,105.3
Alabama,105.3
St Johns,105.1
Villanova,105.1
Boston Col,105.0
Notre Dame,105.0
Iowa State,104.9
Florida St,104.8
Providence,104.8
Oregon,104.7
Syracuse,104.7
Connecticut,104.7
Oregon St,104.6
Nebraska,104.6
Charlotte,104.6
Cincinnati,104.6
Michigan,104.5
LSU,104.4
Arizona St,104.4
Oklahoma,104.4
Utah,104.4
Memphis,104.3
Xavier,104.1
Colorado,104.1
Miami (FL),104.1
Dayton,104.1
Louisville,104.0
Rutgers,104.0
Seton Hall,104.0
St Josephs,103.9
Washington,103.8
Tulsa,103.8
S Florida,103.8
Pittsburgh,103.8
Kansas St,103.8
Wyoming,103.7
Northwestern,103.6
W Virginia,103.6
Marquette,103.6
S Methodist,103.5
St Bonavent,103.5
S Mississippi,103.5
Oklahoma St,103.5
DePaul,103.4
Geo Wshgtn,103.4
Georgetown,103.3
Saint Louis,103.2
Clemson,103.0
BYU,103.0
UNLV,103.0
Hawaii,102.9
New Mexico,102.9
Fresno St,102.8
San Jose St,102.8
Creighton,102.7
Colorado St,102.7
Wash State,102.6
La Salle,102.6
Butler,102.6
TX Christian,102.6
UAB,102.5
TX El Paso,102.4
WI-Milwkee,102.3
Detroit,102.3
Fordham,102.1
Indiana St,102.0
Ohio,102.0
Houston,101.9
Duquesne,101.9
Nevada,101.8
Baylor,101.8
Pepperdine,101.8
IL-Chicago,101.8
Texas Tech,101.7
Santa Clara,101.6
Cleveland St,101.5
S Illinois,101.5
Marshall,101.5
Bradley,101.5
Miami (OH),101.5
Rice,101.5
