W Virginia,108.4
Georgetown,108.3
Wisconsin,108.1
Connecticut,108.1
St Johns,108.0
Purdue,107.9
Illinois,107.9
Michigan St,107.7
Notre Dame,107.6
Marquette,107.3
Syracuse,107.2
Ohio State,107.1
Michigan,107.1
Villanova,107.1
Penn State,107.1
Pittsburgh,107.0
Louisville,106.9
Seton Hall,106.9
Kansas St,106.9
N Carolina,106.8
Cincinnati,106.4
Minnesota,106.3
Texas,106.2
Missouri,106.2
Kentucky,106.1
Duke,105.9
Kansas,105.9
Northwestern,105.8
California,105.6
Florida,105.5
Tennessee,105.5
Boston Col,105.5
Vanderbilt,105.4
Colorado,105.3
UCLA,105.3
USC,105.3
Rutgers,105.3
Iowa,105.2
UNLV,105.1
BYU,105.1
Oklahoma St,105.1
Florida St,105.1
S Florida,105.1
Indiana,105.0
Texas A&M,105.0
VA Tech,105.0
Arizona,105.0
Washington,105.0
Clemson,104.9
San Diego St,104.9
Wash State,104.8
Maryland,104.7
Georgia,104.7
Nebraska,104.7
Providence,104.5
Miami (FL),104.5
Baylor,104.5
Colorado St,104.4
New Mexico,104.4
NC State,104.2
Iowa State,104.1
Arizona St,104.0
Virginia,103.9
Temple,103.9
Xavier,103.9
Oklahoma,103.8
Stanford,103.6
Texas Tech,103.6
DePaul,103.5
Oregon,103.4
GA Tech,103.4
Utah,103.2
S Carolina,103.2
Alabama,103.1
Butler,103.1
Gonzaga,103.0
St Marys,103.0
Air Force,102.9
VCU,102.9
Old Dominion,102.9
Duquesne,102.8
Richmond,102.7
Dayton,102.7
S Mississippi,102.6
UAB,102.6
Mississippi,102.5
Marshall,102.5
Oakland,102.4
St Josephs,102.3
Memphis,102.2
Oregon St,102.2
Cleveland St,102.2
Tulsa,102.1
Geo Mason,102.1
E Carolina,102.1
Arkansas,102.0
Miss State,102.0
TX Christian,101.9
Central FL,101.9
Saint Louis,101.9
Utah State,101.9
Valparaiso,101.8
WI-Milwkee,101.8
James Mad,101.8
Indiana St,101.7
N Iowa,101.6
Wright State,101.6
N Mex State,101.6
Lg Beach St,101.6
Rhode Island,101.6
TX El Paso,101.6
Harvard,101.6
St Bonavent,101.6
Hofstra,101.5
WI-Grn Bay,101.4
San Fransco,101.4
Drexel,101.3
Missouri St,101.3
Portland,101.2
U Mass,101.2
Wyoming,101.2
Detroit,101.1
Wake Forest,101.1
St Peters,101.1
Wichita St,101.1
Boise State,101.0
Nevada,101.0
Miami (OH),101.0
Creighton,101.0
Charlotte,101.0
Rice,101.0
La Salle,100.9
Geo Wshgtn,100.9
Northeastrn,100.8
Delaware,100.8
IUPUI,100.7
Idaho,100.7
Evansville,100.7
Princeton,100.6
Iona,100.6
IL-Chicago,100.6
Kent State,100.5
Wofford,100.4
Col Charlestn,100.4
San Diego,100.3
Santa Clara,100.3
Oral Roberts,100.3
Hawaii,100.3
Wm & Mary,100.3
Loyola-Chi,100.2
Rider,100.2
Fresno St,100.1
Youngs St,100.1
Fordham,100.1
Cornell,100.0
Auburn,99.9
S Methodist,99.9
U Penn,99.9
Towson,99.9
LSU,99.9
Pepperdine,99.8
S Illinois,99.8
Bradley,99.8
Houston,99.8
Pacific,99.8
Ohio,99.8
Drake,99.8
Bucknell,99.8
UCSB,99.8
Akron,99.7
Buffalo,99.7
Yale,99.7
E Tenn St,99.7
San Jose St,99.6
Rob Morris,99.6
Montana,99.6
Tulane,99.5
Loyola Mymt,99.5
N Colorado,99.4
S Dakota St,99.4
N Florida,99.3
Lipscomb,99.3
Cal Poly,99.2
LA Tech,99.2
Furman,99.2
Fairfield,99.2
Loyola-MD,99.1
Georgia St,99.1
Siena,99.1
NC-Wilmgton,99.1
Davidson,99.0
Dartmouth,99.0
Weber State,99.0
Morehead St,99.0
Wagner,99.0
Cal St Nrdge,98.9
N Arizona,98.9
N Dakota St,98.9
Marist,98.9
Manhattan,98.8
Canisius,98.8
NC-Asheville,98.8
Austin Peay,98.8
Belmont,98.8
Columbia,98.8
Fla Atlantic,98.7
Brown,98.7
Illinois St,98.7
Mt St Marys,98.6
Radford,98.6
Lafayette,98.6
Ball State,98.5
UC Davis,98.5
Bowling Grn,98.5
UC Riverside,98.5
W Carolina,98.5
Lehigh,98.4
American,98.4
W Michigan,98.4
SC Upstate,98.4
IPFW,98.4
Seattle,98.4
Jacksonville,98.4
App State,98.4
Bryant,98.4
Central Conn,98.4
Montana St,98.3
Gard-Webb,98.3
St Fran (PA),98.3
Mercer,98.3
Savannah St,98.2
Holy Cross,98.2
Vermont,98.2
Troy,98.2
E Washingtn,98.2
Idaho State,98.2
Presbyterian,98.1
UC Irvine,98.1
NC-Grnsboro,98.1
Boston U,98.1
CS Fullerton,98.1
Winthrop,98.1
St Fran (NY),98.1
Chattanooga,98.1
Niagara,98.0
Charl South,98.0
LIU-Brooklyn,98.0
Arkansas St,98.0
Toledo,97.9
AR Lit Rock,97.9
W Kentucky,97.8
Murray St,97.8
Liberty,97.8
Central Mich,97.8
Sam Hous St,97.7
VA Military,97.7
CS Bakersfld,97.6
(1-27),97.6
Sac State,97.5
N Illinois,97.5
Monmouth,97.5
Middle Tenn,97.5
Quinnipiac,97.5
Coastal Car,97.4
Citadel,97.4
Denver,97.4
S Utah,97.4
Elon,97.4
Navy,97.4
LA Lafayette,97.4
Stetson,97.3
Maine,97.3
North Texas,97.3
High Point,97.3
Army,97.3
Colgate,97.2
Sacred Hrt,97.2
Samford,97.1
Kennesaw St,97.1
TX A&M-CC,97.1
Albany,97.1
E Michigan,97.1
Maryland BC,97.1
LA Monroe,97.0
Binghamton,97.0
Portland St,97.0
GA Southern,97.0
TN Tech,97.0
McNeese St,96.9
TN State,96.9
Campbell,96.9
Nicholls St,96.9
Hartford,96.8
TX-San Ant,96.8
Florida Intl,96.8
Stony Brook,96.8
F Dickinson,96.8
UMKC,96.8
Jksnville St,96.7
Fla Gulf Cst,96.7
N Hampshire,96.7
SIU Edward,96.6
E Illinois,96.4
Lamar,96.4
SE Missouri,96.4
TX-Arlington,96.3
TN Martin,96.3
SE Louisiana,96.3
S Alabama,96.2
E Kentucky,96.2
W Illinois,96.1
Delaware St,96.1
Texas State,96.0
Ste F Austin,96.0
NC A&T,95.9
Longwood,95.8
NW State,95.8
Central Ark,95.8
Hampton,95.7
Morgan St,95.6
Norfolk St,95.5
Coppin State,95.3
Maryland ES,95.0
NC Central,94.9
Beth-Cook,94.8
Howard,94.8
S Car State,94.7
Florida A&M,94.5
Utah Val St,94.3
Chicago St,94.2
TX Southern,94.2
North Dakota,94.0
TX-Pan Am,93.8
Miss Val St,93.5
Houston Bap,93.4
NJIT,93.3
Jackson St,93.3
South Dakota,92.8
Ark Pine Bl,92.8
Alabama St,92.8
Alcorn State,92.3
Prairie View,91.9
Grambling St,91.9
Southern,91.8
Alab A&M,91.8
