Duke,108.3
Wake Forest,108.1
N Carolina,107.7
Kansas,107.0
Oklahoma St,106.9
GA Tech,106.9
Wisconsin,106.7
Connecticut,106.7
Oklahoma,106.5
NC State,106.5
Indiana,106.4
Iowa,106.4
Washington,106.4
Kentucky,106.3
Illinois,106.2
Maryland,106.2
Texas,106.1
Ohio State,106.0
Texas Tech,105.9
Notre Dame,105.8
Michigan St,105.8
Syracuse,105.8
Arizona,105.8
Wash State,105.8
Stanford,105.7
UCLA,105.7
Providence,105.7
Alabama,105.6
Villanova,105.6
Pittsburgh,105.5
Virginia,105.4
LSU,105.4
Boston Col,105.3
Purdue,105.3
Minnesota,105.3
Clemson,105.3
Iowa State,105.3
Florida St,105.2
Florida,105.1
Miami (FL),105.1
Miss State,105.0
Texas A&M,105.0
Oregon,105.0
S Carolina,105.0
W Virginia,105.0
Vanderbilt,104.9
Rutgers,104.9
Cincinnati,104.9
Georgetown,104.8
Missouri,104.8
Tennessee,104.7
Nebraska,104.6
VA Tech,104.5
St Johns,104.5
Kansas St,104.5
USC,104.4
Arizona St,104.4
Colorado,104.3
Louisville,104.3
Missouri St,104.3
S Illinois,104.1
N Iowa,104.1
Arkansas,104.0
Gonzaga,104.0
Creighton,104.0
Wichita St,104.0
Memphis,103.9
DePaul,103.8
Miami (OH),103.7
Michigan,103.7
Seton Hall,103.6
Charlotte,103.6
Northwestern,103.6
Oregon St,103.6
California,103.6
Air Force,103.5
UNLV,103.5
Mississippi,103.5
Houston,103.4
St Marys,103.3
Kent State,103.3
Penn State,103.3
Utah,103.3
UAB,103.2
Auburn,103.1
Marquette,103.1
BYU,103.0
Wyoming,103.0
Illinois St,103.0
E Carolina,102.9
Bradley,102.9
Toledo,102.8
San Fransco,102.8
Ball State,102.8
Temple,102.7
Indiana St,102.7
W Michigan,102.7
Drake,102.7
San Diego St,102.7
San Diego,102.6
Saint Louis,102.6
Akron,102.5
TX Christian,102.4
Marshall,102.4
Buffalo,102.4
Santa Clara,102.3
N Illinois,102.2
Pepperdine,102.1
Georgia,102.1
Portland,102.1
Loyola Mymt,102.0
Colorado St,102.0
St Josephs,101.9
New Mexico,101.9
Bowling Grn,101.9
Xavier,101.9
LA Lafayette,101.8
Evansville,101.8
Rice,101.8
Ohio,101.8
WI-Milwkee,101.6
Central Mich,101.6
Nevada,101.6
Geo Wshgtn,101.6
Richmond,101.3
S Methodist,101.3
Pacific,101.2
S Florida,101.2
AR Lit Rock,101.1
Hawaii,101.1
TX El Paso,101.1
IL-Chicago,101.0
Loyola-Chi,101.0
Dayton,100.9
Detroit,100.8
Drexel,100.7
Denver,100.7
Baylor,100.6
E Michigan,100.6
Cal St Nrdge,100.6
LA Tech,100.6
S Mississippi,100.4
San Jose St,100.4
W Kentucky,100.4
Fresno St,100.4
U Mass,100.4
U Penn,100.4
Vermont,100.4
Wright State,100.3
WI-Grn Bay,100.1
Arkansas St,100.1
Middle Tenn,100.1
Cleveland St,100.1
VCU,100.1
Florida Intl,100.0
New Orleans,100.0
Butler,100.0
Tulsa,100.0
Oakland,100.0
Hofstra,99.9
N Mex State,99.9
Utah State,99.8
CS Fullerton,99.8
Oral Roberts,99.8
IUPUI,99.7
La Salle,99.7
Davidson,99.7
Tulane,99.7
S Alabama,99.6
Princeton,99.6
Old Dominion,99.6
Austin Peay,99.5
Boston U,99.4
TN State,99.4
Northeastrn,99.4
Fordham,99.3
Geo Mason,99.3
Duquesne,99.3
Valparaiso,99.3
UCSB,99.3
Murray St,99.3
SE Missouri,99.3
NC-Wilmgton,99.3
UC Irvine,99.3
Rhode Island,99.2
NW State,99.1
Lg Beach St,99.1
Bucknell,99.1
Youngs St,99.0
Binghamton,98.9
Idaho,98.9
Chicago St,98.9
North Texas,98.9
St Bonavent,98.8
W Illinois,98.8
Cal Poly,98.8
Manhattan,98.8
UMKC,98.7
Boise State,98.7
Niagara,98.6
Chattanooga,98.6
NC-Grnsboro,98.5
TN Martin,98.5
Fairfield,98.5
Holy Cross,98.5
Yale,98.5
Sam Hous St,98.4
Albany,98.4
Furman,98.4
(2-24),98.4
E Kentucky,98.3
UC Riverside,98.3
E Illinois,98.3
GA Southern,98.3
Rider,98.3
St Peters,98.2
Maine,98.2
TN Tech,98.2
Lamar,98.2
Harvard,98.2
Iona,98.2
Elon,98.2
American,98.1
Delaware,98.1
Samford,98.1
W Carolina,98.0
TX-San Ant,98.0
Wofford,98.0
E Tenn St,97.9
Siena,97.9
SE Louisiana,97.9
Montana,97.9
App State,97.9
Col Charlestn,97.8
S Utah,97.8
E Washingtn,97.8
IPFW,97.8
TX A&M-CC,97.6
McNeese St,97.6
N Colorado,97.6
N Hampshire,97.5
Dartmouth,97.5
Lafayette,97.5
Jksnville St,97.5
UC Davis,97.5
Winthrop,97.4
Cornell,97.4
Stony Brook,97.3
Brown,97.3
Towson,97.2
Colgate,97.1
Marist,97.1
TX-Pan Am,97.0
TX-Arlington,96.9
Montana St,96.8
Georgia St,96.7
Morehead St,96.7
Hartford,96.7
NC-Asheville,96.7
Wm & Mary,96.7
Canisius,96.7
Lehigh,96.6
LA Monroe,96.6
N Arizona,96.6
James Mad,96.6
Maryland BC,96.5
Sac State,96.5
Coastal Car,96.4
Weber State,96.4
(15-14),96.4
Troy,96.4
Columbia,96.4
Texas State,96.4
Liberty,96.3
Portland St,96.3
Belmont,96.3
Loyola-MD,96.3
Idaho State,96.3
Utah Val St,96.2
Gard-Webb,96.2
Army,96.2
F Dickinson,96.2
Charl South,96.2
Monmouth,96.1
High Point,96.1
Stetson,96.1
Wagner,96.0
Coppin State,96.0
Nicholls St,96.0
Fla Atlantic,96.0
Citadel,95.8
Campbell,95.8
Delaware St,95.8
Central FL,95.8
Ste F Austin,95.7
Central Conn,95.6
St Fran (NY),95.5
Navy,95.5
Radford,95.5
Rob Morris,95.4
St Fran (PA),95.4
Mercer,95.2
Sacred Hrt,95.1
LIU-Brooklyn,95.0
Hampton,94.7
Savannah St,94.7
Longwood,94.7
Jacksonville,94.7
VA Military,94.5
Lipscomb,94.5
Quinnipiac,94.4
Mt St Marys,94.3
S Car State,94.3
Miss Val St,93.5
NC A&T,93.5
Norfolk St,93.5
Morgan St,93.2
Maryland ES,93.0
Florida A&M,93.0
Alab A&M,92.7
Prairie View,92.6
Jackson St,92.5
Alabama St,92.5
Ark Pine Bl,92.4
Beth-Cook,92.4
Grambling St,92.3
Alcorn State,92.1
Southern,92.0
Howard,92.0
TX Southern,91.7
