,Team,RPI
160,Arkansas,0.6069
161,Massachusetts,0.6027
162,Rhode Island,0.5984
163,Tennessee,0.5980
164,Temple,0.5974
165,Clemson,0.5963
166,Utah,0.5958
167,St. John's,0.5936
168,George Washington,0.5894
169,Oklahoma State,0.5872
170,Detroit,0.5844
171,Iona,0.5772
172,UNLV,0.5732
173,Vanderbilt,0.5729
174,West Virginia,0.5717
175,Utah State,0.5700
176,Butler,0.5687
177,Wyoming,0.5661
178,Georgia,0.5635
179,Arizona State,0.5600
180,Western Michigan,0.5595
181,Eastern Michigan,0.5588
182,Georgia Tech,0.5580
183,Colorado State,0.5577
184,Memphis,0.5569
185,Gonzaga,0.5534
186,Ball State,0.5511
187,Rutgers,0.5500
188,Kansas State,0.5489
189,Fresno State,0.5466
190,Pacific,0.5437
191,Santa Clara,0.5433
192,Creighton,0.5401
193,Arkansas State,0.5394
194,Alabama,0.5380
195,LIU-Brooklyn,0.5371
196,Boston University,0.5360
197,Baylor,0.5349
198,Davidson,0.5341
199,Fairleigh Dickinson,0.5332
200,Tulsa,0.5324
201,Delaware,0.5309
202,Southern Methodist,0.5285
203,William &amp; Mary,0.5268
204,Rider,0.5248
205,South Carolina State,0.5246
206,St. Bonaventure,0.5237
207,Indiana State,0.5223
208,Colorado,0.5218
209,Missouri State,0.5203
210,Mississippi State,0.5193
211,South Florida,0.5182
212,Penn State,0.5177
213,Pennsylvania,0.5159
214,Niagara,0.5146
215,Iowa State,0.5134
216,Northern Arizona,0.5125
217,Louisiana-Lafayette,0.5121
218,Saint Joseph's,0.5094
219,Canisius,0.5084
220,Bradley,0.5076
221,Hofstra,0.5033
222,Idaho,0.5020
223,Nicholls State,0.5012
224,Toledo,0.4999
225,Oral Roberts,0.4990
226,Texas-El Paso,0.4986
227,Weber State,0.4946
228,Texas State-San Marcos,0.4932
229,Southern Illinois,0.4927
230,Arkansas-Little Rock,0.4914
231,San Diego State,0.4912
232,Loyola-Chicago,0.4890
233,Manhattan,0.4879
234,San Diego,0.4871
235,UCF,0.4855
236,St. Francis (Pa.),0.4831
237,Old Dominion,0.4812
238,Wright State,0.4800
239,La Salle,0.4798
240,Lamar,0.4797
241,Western Illinois,0.4790
242,Ohio State,0.4773
243,Washington State,0.4758
244,St. Francis (N.Y.),0.4755
245,Northeastern,0.4754
246,Northwestern,0.4717
247,DePaul,0.4696
248,St. Mary's,0.4680
249,Tennessee State,0.4653
250,Southeast Missouri State,0.4635
251,Rice,0.4615
252,Air Force,0.4601
253,Bowling Green,0.4599
254,Kent State,0.4595
255,Chattanooga,0.4582
256,Eastern Kentucky,0.4572
257,American,0.4563
258,Texas Southern,0.4537
259,Morgan State,0.4525
260,East Carolina,0.4515
261,Bucknell,0.4499
262,Tulane,0.4492
263,Northern Iowa,0.4465
264,Samford,0.4446
265,Cal Poly,0.4438
266,Grambling,0.4430
267,Northwestern State,0.4421
268,Northern Illinois,0.4407
269,Wagner,0.4396
270,Columbia,0.4376
271,Texas-Arlington,0.4370
272,California Irvine,0.4354
273,Wisconsin-Milwaukee,0.4345
274,Colgate,0.4324
275,Jacksonville,0.4283
276,Stephen F. Austin,0.4269
277,San Jose State,0.4235
278,Maryland-Baltimore County,0.4206
279,Cornell,0.4198
280,Maine,0.4173
281,UMKC,0.4160
282,Sam Houston State,0.4154
283,Florida A&M;,0.4146
284,Campbell,0.4130
285,Norfolk State,0.4122
286,Dartmouth,0.4095
287,Wofford,0.4060
288,Jacksonville State,0.4040
289,Brown,0.4031
290,Delaware State,0.4009
291,Southern,0.3999
292,Robert Morris,0.3925
293,McNeese State,0.3902
294,Southern Utah,0.3898
295,Idaho State,0.3888
296,Holy Cross,0.3838
297,Howard,0.3823
298,Winthrop,0.3808
299,Mississippi Valley State,0.3752
300,Coastal Carolina,0.3695
301,Southeastern Louisiana,0.3548
302,Mercer,0.3503
303,Sacramento State,0.3418
