,Team,RPI
196,Rutgers,0.5358
197,Penn State,0.5344
198,Towson,0.5340
199,Illinois-Chicago,0.5331
200,Georgia,0.5291
201,Idaho State,0.5265
202,Notre Dame,0.5253
203,Mississippi,0.5238
204,Iowa,0.5226
205,Coppin State,0.5219
206,Arkansas State,0.5206
207,St. John's,0.5194
208,Valparaiso,0.5183
209,San Francisco,0.5171
210,South Florida,0.5164
211,Evansville,0.5155
212,North Carolina State,0.5144
213,Hartford,0.5130
214,Campbell,0.5120
215,NC-Wilmington,0.5096
216,Baylor,0.5090
217,Butler,0.5085
218,Texas-Pan American,0.5076
219,Montana,0.5068
220,Richmond,0.5064
221,Tennessee State,0.5062
222,Wyoming,0.5058
223,Long Beach State,0.5051
224,South Alabama,0.5043
225,UCF,0.5034
226,Utah,0.5026
227,Eastern Michigan,0.5020
228,Wagner,0.5010
229,Jackson State,0.4991
230,Radford,0.4980
231,St. Bonaventure,0.4963
232,St. Peter's,0.4952
233,Santa Clara,0.4945
234,Nicholls State,0.4935
235,Robert Morris,0.4922
236,Missouri State,0.4880
237,Cleveland State,0.4864
238,Oregon,0.4839
239,Portland,0.4808
240,Washington,0.4775
241,UMKC,0.4762
242,Brown,0.4711
243,Oregon State,0.4696
244,Alabama State,0.4680
245,St. Francis (Pa.),0.4666
246,NC-Greensboro,0.4652
247,North Texas,0.4646
248,Holy Cross,0.4632
249,Florida International,0.4628
250,Drake,0.4610
251,North Carolina A&T;,0.4599
252,Vermont,0.4583
253,Nevada,0.4564
254,Navy,0.4553
255,Furman,0.4550
256,Georgia State,0.4545
257,South Carolina State,0.4520
258,Boston University,0.4486
259,American,0.4472
260,Loyola-Chicago,0.4444
261,Miami (Fla.),0.4436
262,Air Force,0.4434
263,The Citadel,0.4416
264,Southeastern Louisiana,0.4406
265,Austin Peay,0.4383
266,Tennessee,0.4372
267,Maryland-Eastern Shore,0.4358
268,TCU,0.4336
269,Stephen F. Austin,0.4312
270,Yale,0.4279
271,McNeese State,0.4272
272,Loyola Marymount,0.4251
273,Cornell,0.4227
274,Bucknell,0.4202
275,Akron,0.4191
276,Samford,0.4182
277,Cal State Northridge,0.4167
278,Creighton,0.4161
279,Mercer,0.4150
280,Indiana State,0.4133
281,Lafayette,0.4116
282,Howard,0.4110
283,Iona,0.4090
284,Mississippi Valley State,0.4075
285,Winthrop,0.4059
286,Bethune-Cookman,0.4035
287,Oral Roberts,0.4003
288,Middle Tennessee,0.3961
289,Buffalo,0.3926
290,Louisiana Tech,0.3893
291,Hofstra,0.3872
292,Columbia,0.3852
293,Chicago State,0.3790
294,VMI,0.3787
295,Grambling,0.3740
296,Alcorn State,0.3643
297,Florida A&M;,0.3512
298,St. Francis (N.Y.),0.3431
