year,id,Team,RPI
0,2015,1246,Kentucky,0.6811
1,2015,1438,Virginia,0.6669
2,2015,1458,Wisconsin,0.6639
3,2015,1112,Arizona,0.6583
4,2015,1268,Maryland,0.6333
5,2015,1428,Utah,0.6265
6,2015,1314,North Carolina,0.6245
7,2015,1116,Arkansas,0.6184
8,2015,1433,VCU,0.6165
9,2015,1374,SMU,0.6156
10,2015,1207,Georgetown,0.6128
11,2015,1452,West Virginia,0.6107
12,2015,1323,Notre Dame,0.6007
13,2015,1161,Colorado State,0.5960
14,2015,1277,Michigan State,0.5934
15,2015,1138,Buffalo,0.5904
16,2015,1326,Ohio State,0.5891
17,2015,1208,Georgia,0.5868
18,2015,1396,Temple,0.5866
19,2015,1153,Cincinnati,0.5858
20,2015,1462,Xavier,0.5842
21,2015,1400,Texas,0.5837
22,2015,1401,Texas A&M;,0.5827
23,2015,1409,Tulsa,0.5816
24,2015,1459,Wofford,0.5773
25,2015,1417,UCLA,0.5750
26,2015,1231,Indiana,0.5735
27,2015,1261,LSU,0.5719
28,2015,1463,Yale,0.5698
29,2015,1228,Illinois,0.5686
30,2015,1338,Pittsburgh,0.5675
31,2015,1393,Syracuse,0.5652
32,2015,1390,Stanford,0.5651
33,2015,1434,Valparaiso,0.5641
34,2015,1348,Rhode Island,0.5626
35,2015,1229,Illinois State,0.5570
36,2015,1431,Texas-El Paso,0.5562
37,2015,1141,Central Michigan,0.5548
38,2015,1405,Toledo,0.5511
39,2015,1371,Seton Hall,0.5507
40,2015,1272,Memphis,0.5498
41,2015,1203,George Washington,0.5480
42,2015,1276,Michigan,0.5463
43,2015,1355,South Dakota State,0.5440
44,2015,1113,Arizona State,0.5434
45,2015,1104,Alabama,0.5418
46,2015,1186,Eastern Washington,0.5399
47,2015,1155,Clemson,0.5389
48,2015,1143,California,0.5381
49,2015,1456,William &amp; Mary,0.5362
50,2015,1151,Chattanooga,0.5358
51,2015,1376,South Carolina,0.5332
52,2015,1444,Western Michigan,0.5310
53,2015,1300,North Carolina Central,0.5306
54,2015,1253,Long Beach State,0.5300
55,2015,1448,Wake Forest,0.5291
56,2015,1382,St. Bonaventure,0.5285
57,2015,1392,Stony Brook,0.5284
58,2015,1191,Evansville,0.5279
59,2015,1260,Loyola-Chicago,0.5237
60,2015,1199,Florida State,0.5231
61,2015,1204,Georgia Southern,0.5226
62,2015,1449,Washington,0.5214
63,2015,1137,Bucknell,0.5210
64,2015,1351,Rider,0.5198
65,2015,1336,Penn State,0.5196
66,2015,1166,Creighton,0.5190
67,2015,1195,Florida Gulf Coast,0.5168
68,2015,1419,Louisiana-Monroe,0.5166
69,2015,1205,Gardner-Webb,0.5155
70,2015,1248,Lafayette,0.5147
71,2015,1337,Pepperdine,0.5133
72,2015,1157,Coastal Carolina,0.5122
73,2015,1347,Radford,0.5118
74,2015,1185,Eastern Michigan,0.5110
75,2015,1324,Oakland,0.5100
76,2015,1184,Eastern Kentucky,0.5087
77,2015,1266,Marquette,0.5079
78,2015,1418,UL Lafayette,0.5075
79,2015,1383,St. Francis (N.Y.),0.5063
80,2015,1120,Auburn,0.5058
81,2015,1130,Boston College,0.5054
82,2015,1412,UAB,0.5031
83,2015,1177,DePaul,0.5026
84,2015,1426,Texas-Arlington,0.5021
85,2015,1386,Saint Joseph's,0.5013
86,2015,1145,Canisius,0.4998
87,2015,1218,Hawaii,0.4993
88,2015,1404,UT Martin,0.4968
89,2015,1220,Hofstra,0.4966
90,2015,1384,St. Francis (Pa.),0.4962
91,2015,1190,E. Tennessee State,0.4954
92,2015,1201,Fresno State,0.4940
93,2015,1136,Bryant University,0.4939
94,2015,1292,Middle Tennessee,0.4924
95,2015,1264,Manhattan,0.4921
96,2015,1284,Monmouth,0.4917
97,2015,1362,San Francisco,0.4909
98,2015,1436,Vermont,0.4886
99,2015,1273,Mercer,0.4868
100,2015,1221,Holy Cross,0.4863
101,2015,1150,Charlotte,0.4857
102,2015,1287,Morehead State,0.4853
103,2015,1343,Princeton,0.4846
104,2015,1408,Tulane,0.4838
105,2015,1457,Winthrop,0.4821
106,2015,1367,South Carolina Upstate,0.4814
107,2015,1317,North Texas,0.4812
108,2015,1206,George Mason,0.4770
109,2015,1415,California Riverside,0.4766
110,2015,1175,Delaware State,0.4727
111,2015,1275,Miami (Ohio),0.4716
112,2015,1439,Virginia Tech,0.4689
113,2015,1249,Lamar,0.4682
114,2015,1325,Ohio,0.4680
115,2015,1176,Denver,0.4661
116,2015,1427,Texas-San Antonio,0.4645
117,2015,1416,UCF,0.4632
118,2015,1294,Northern Colorado,0.4624
119,2015,1283,Missouri State,0.4615
120,2015,1216,Hartford,0.4604
121,2015,1225,Idaho,0.4603
122,2015,1180,Drexel,0.4594
123,2015,1421,NC-Asheville,0.4583
124,2015,1254,LIU-Brooklyn,0.4573
125,2015,1174,Delaware,0.4568
126,2015,1189,Elon,0.4557
127,2015,1222,Houston,0.4557
128,2015,1451,Weber State,0.4539
129,2015,1297,Northern Kentucky,0.4534
130,2015,1335,Pennsylvania,0.4530
131,2015,1378,South Florida,0.4520
132,2015,1341,Prairie View A&M;,0.4513
133,2015,1349,Rice,0.4510
134,2015,1114,Arkansas-Little Rock,0.4499
135,2015,1106,Alabama State,0.4491
136,2015,1252,Lipscomb,0.4451
137,2015,1117,Arkansas State,0.4435
138,2015,1375,South Alabama,0.4392
139,2015,1123,Ball State,0.4388
140,2015,1282,UMKC,0.4382
141,2015,1369,Southeast Missouri State,0.4371
142,2015,1310,Niagara,0.4363
143,2015,1267,Marshall,0.4343
144,2015,1399,Tennessee Tech,0.4334
145,2015,1188,SIU-Edwardsville,0.4323
146,2015,1447,Wagner,0.4303
147,2015,1227,Illinois-Chicago,0.4293
148,2015,1194,Florida Atlantic,0.4273
149,2015,1303,Nebraska Omaha,0.4268
150,2015,1193,Fairfield,0.4259
151,2015,1167,Cal State Bakersfield,0.4243
152,2015,1240,Jacksonville State,0.4237
153,2015,1115,Arkansas-Pine Bluff,0.4205
154,2015,1407,Troy,0.4173
155,2015,1192,Fairleigh Dickinson,0.4142
156,2015,1255,Longwood,0.4124
157,2015,1122,Austin Peay,0.4109
158,2015,1238,Jackson State,0.4100
159,2015,1244,Kennesaw State,0.4095
160,2015,1164,Coppin State,0.4079
161,2015,1368,Southeastern Louisiana,0.4061
162,2015,1101,Abilene Christian,0.4050
163,2015,1309,New Orleans,0.4032
164,2015,1442,Western Illinois,0.3993
165,2015,1105,Alabama A&M;,0.3928
166,2015,1152,Chicago State,0.3887
167,2015,1363,San Jose State,0.3864
168,2015,1299,North Carolina A&T;,0.3830
169,2015,1288,Morgan State,0.3819
170,2015,1126,Bethune-Cookman,0.3762
171,2015,1398,Tennessee State,0.3711
172,2015,1290,Mississippi Valley State,0.3677
173,2015,1251,Liberty,0.3549
174,2015,1146,Central Arkansas,0.3397
175,2015,1212,Grambling,0.3136
176,2015,1242,Kansas,0.6783
177,2015,1437,Villanova,0.6665
178,2015,1181,Duke,0.6629
179,2015,1211,Gonzaga,0.6414
180,2015,1124,Baylor,0.6325
181,2015,1455,Wichita State,0.6254
182,2015,1235,Iowa State,0.6213
183,2015,1320,Northern Iowa,0.6180
184,2015,1328,Oklahoma,0.6158
185,2015,1344,Providence,0.6142
186,2015,1257,Louisville,0.6125
187,2015,1361,San Diego State,0.6022
188,2015,1139,Butler,0.5980
189,2015,1173,Dayton,0.5953
190,2015,1332,Oregon,0.5915
191,2015,1172,Davidson,0.5894
192,2015,1385,St. John's,0.5868
193,2015,1129,Boise State,0.5868
194,2015,1234,Iowa,0.5864
195,2015,1140,Brigham Young,0.5849
196,2015,1329,Oklahoma State,0.5838
197,2015,1330,Old Dominion,0.5833
198,2015,1279,Ole Miss,0.5827
199,2015,1301,NC State,0.5805
200,2015,1233,Iona,0.5756
201,2015,1372,Stephen F. Austin,0.5741
202,2015,1350,Richmond,0.5720
203,2015,1256,Louisiana Tech,0.5718
204,2015,1388,St. Mary's,0.5692
205,2015,1453,Green Bay,0.5678
206,2015,1345,Purdue,0.5672
207,2015,1217,Harvard,0.5651
208,2015,1293,Murray State,0.5649
209,2015,1274,Miami (Fla.),0.5639
210,2015,1413,UC Davis,0.5599
211,2015,1269,Massachusetts,0.5563
212,2015,1209,Georgia State,0.5556
213,2015,1163,Connecticut,0.5523
214,2015,1196,Florida,0.5508
215,2015,1278,Minnesota,0.5500
216,2015,1243,Kansas State,0.5491
217,2015,1364,Santa Barbara,0.5465
218,2015,1245,Kent State,0.5460
219,2015,1219,High Point,0.5437
220,2015,1461,Wyoming,0.5429
221,2015,1397,Tennessee,0.5417
222,2015,1424,UNLV,0.5396
223,2015,1132,Bowling Green,0.5388
224,2015,1358,Sam Houston State,0.5371
225,2015,1318,Northeastern,0.5359
226,2015,1435,Vanderbilt,0.5348
227,2015,1443,Western Kentucky,0.5332
228,2015,1160,Colorado,0.5308
229,2015,1414,UC Irvine,0.5305
230,2015,1308,New Mexico State,0.5299
231,2015,1247,La Salle,0.5288
232,2015,1107,Albany,0.5285
233,2015,1321,Northwestern,0.5282
234,2015,1333,Oregon State,0.5264
235,2015,1125,Belmont,0.5234
236,2015,1156,Cleveland State,0.5228
237,2015,1295,North Dakota State,0.5225
238,2015,1210,Georgia Tech,0.5213
239,2015,1395,TCU,0.5207
240,2015,1304,Nebraska,0.5196
241,2015,1429,Utah State,0.5192
242,2015,1241,James Madison,0.5170
243,2015,1423,NC-Wilmington,0.5167
244,2015,1411,Texas Southern,0.5160
245,2015,1360,San Diego,0.5150
246,2015,1230,Incarnate Word,0.5143
247,2015,1170,Sacramento State,0.5126
248,2015,1103,Akron,0.5122
249,2015,1110,American,0.5116
250,2015,1285,Montana,0.5102
251,2015,1450,Washington State,0.5099
252,2015,1339,Portland,0.5082
253,2015,1313,Norfolk State,0.5077
254,2015,1331,Oral Roberts,0.5073
255,2015,1353,Rutgers,0.5060
256,2015,1312,New Jersey Tech,0.5055
257,2015,1149,Charleston Southern,0.5053
258,2015,1322,Northwestern State,0.5030
259,2015,1316,North Florida,0.5025
260,2015,1307,New Mexico,0.5020
261,2015,1183,Eastern Illinois,0.5013
262,2015,1250,Lehigh,0.4994
263,2015,1403,Texas Tech,0.4993
264,2015,1159,Colgate,0.4968
265,2015,1319,Northern Arizona,0.4964
266,2015,1232,Indiana State,0.4957
267,2015,1296,Northern Illinois,0.4948
268,2015,1142,Cal Poly,0.4939
269,2015,1291,Mount St. Mary's,0.4936
270,2015,1162,Columbia,0.4923
271,2015,1271,Maryland-Eastern Shore,0.4921
272,2015,1352,Robert Morris,0.4916
273,2015,1306,New Hampshire,0.4895
274,2015,1281,Missouri,0.4870
275,2015,1365,Santa Clara,0.4865
276,2015,1131,Boston University,0.4859
277,2015,1171,Dartmouth,0.4855
278,2015,1280,Mississippi State,0.4853
279,2015,1178,Detroit,0.4841
280,2015,1454,Wisconsin-Milwaukee,0.4833
281,2015,1236,IPFW,0.4816
282,2015,1425,Southern California,0.4813
283,2015,1394,Texas A&amp;M-Corpus; Christi,0.4803
284,2015,1377,South Dakota,0.4768
285,2015,1165,Cornell,0.4735
286,2015,1187,East Carolina,0.4724
287,2015,1182,Duquesne,0.4711
288,2015,1346,Quinnipiac,0.4684
289,2015,1198,Florida International,0.4682
290,2015,1340,Portland State,0.4665
291,2015,1119,Army,0.4649
292,2015,1441,Western Carolina,0.4637
293,2015,1334,Pacific,0.4626
294,2015,1357,Sacred Heart,0.4621
295,2015,1200,Fordham,0.4604
296,2015,1389,St. Peter's,0.4604
297,2015,1402,Texas State-San Marcos,0.4596
298,2015,1135,Brown,0.4583
299,2015,1224,Howard,0.4576
300,2015,1298,Navy,0.4568
301,2015,1102,Air Force,0.4558
302,2015,1380,Southern,0.4557
303,2015,1237,IUPUI,0.4548
304,2015,1258,Loyola Marymount,0.4538
305,2015,1387,Saint Louis,0.4530
306,2015,1460,Wright State,0.4525
307,2015,1262,UMass Lowell,0.4517
308,2015,1111,Appalachian State,0.4512
309,2015,1179,Drake,0.4509
310,2015,1373,Siena,0.4495
311,2015,1259,Loyola-Maryland,0.4485
312,2015,1356,Southern Illinois,0.4437
313,2015,1270,McNeese State,0.4424
314,2015,1213,Grand Canyon,0.4390
315,2015,1440,VMI,0.4382
316,2015,1133,Bradley,0.4374
317,2015,1406,Towson,0.4367
318,2015,1169,Northridge,0.4345
319,2015,1214,Hampton,0.4336
320,2015,1379,Southern Miss,0.4330
321,2015,1464,Youngstown State,0.4322
322,2015,1158,College of Charleston,0.4299
323,2015,1370,Seattle,0.4291
324,2015,1223,Houston Baptist,0.4268
325,2015,1381,Southern Utah,0.4262
326,2015,1305,Nevada,0.4247
327,2015,1359,Samford,0.4241
328,2015,1430,Utah Valley,0.4210
329,2015,1315,North Dakota,0.4194
330,2015,1422,NC-Greensboro,0.4159
331,2015,1168,Cal State Fullerton,0.4141
332,2015,1342,Presbyterian,0.4111
333,2015,1265,Marist,0.4107
334,2015,1202,Furman,0.4098
335,2015,1311,Nicholls State,0.4081
336,2015,1144,Campbell,0.4074
337,2015,1354,South Carolina State,0.4053
338,2015,1286,Montana State,0.4044
339,2015,1154,The Citadel,0.4001
340,2015,1366,Savannah State,0.3974
341,2015,1127,Binghamton,0.3917
342,2015,1410,Texas-Pan American,0.3884
343,2015,1391,Stetson,0.3846
344,2015,1239,Jacksonville,0.3830
345,2015,1263,Maine,0.3810
346,2015,1148,Central Connecticut State,0.3738
347,2015,1420,Maryland-Baltimore County,0.3710
348,2015,1226,Idaho State,0.3659
349,2015,1108,Alcorn State,0.3471
350,2015,1197,Florida A&M;,0.3257
351,2014,1196,Florida,0.6764
352,2014,1242,Kansas,0.6610
353,2014,1437,Villanova,0.6455
354,2014,1235,Iowa State,0.6391
355,2014,1181,Duke,0.6371
356,2014,1276,Michigan,0.6329
357,2014,1433,Virginia Commonwealth,0.6258
358,2014,1361,San Diego State,0.6246
359,2014,1246,Kentucky,0.6200
360,2014,1257,Louisville,0.6191
361,2014,1153,Cincinnati,0.6172
362,2014,1269,Massachusetts,0.6138
363,2014,1314,North Carolina,0.6077
364,2014,1387,Saint Louis,0.6069
365,2014,1203,George Washington,0.6028
366,2014,1140,Brigham Young,0.6011
367,2014,1379,Southern Miss,0.5983
368,2014,1295,North Dakota State,0.5976
369,2014,1272,Memphis,0.5949
370,2014,1338,Pittsburgh,0.5895
371,2014,1390,Stanford,0.5868
372,2014,1173,Dayton,0.5837
373,2014,1329,Oklahoma State,0.5820
374,2014,1462,Xavier,0.5804
375,2014,1281,Missouri,0.5786
376,2014,1243,Kansas State,0.5772
377,2014,1374,Southern Methodist,0.5734
378,2014,1301,North Carolina State,0.5716
379,2014,1125,Belmont,0.5713
380,2014,1233,Iona,0.5690
381,2014,1388,St. Mary's,0.5685
382,2014,1143,California,0.5664
383,2014,1174,Delaware,0.5640
384,2014,1385,St. John's,0.5624
385,2014,1207,Georgetown,0.5624
386,2014,1232,Indiana State,0.5611
387,2014,1409,Tulsa,0.5603
388,2014,1350,Richmond,0.5589
389,2014,1116,Arkansas,0.5583
390,2014,1155,Clemson,0.5567
391,2014,1273,Mercer,0.5553
392,2014,1261,LSU,0.5546
393,2014,1283,Missouri State,0.5486
394,2014,1325,Ohio,0.5481
395,2014,1382,St. Bonaventure,0.5459
396,2014,1156,Cleveland State,0.5450
397,2014,1103,Akron,0.5430
398,2014,1406,Towson,0.5420
399,2014,1184,Eastern Kentucky,0.5393
400,2014,1300,North Carolina Central,0.5379
401,2014,1436,Vermont,0.5365
402,2014,1431,Texas-El Paso,0.5362
403,2014,1346,Quinnipiac,0.5360
404,2014,1364,Santa Barbara,0.5318
405,2014,1320,Northern Iowa,0.5301
406,2014,1414,California Irvine,0.5263
407,2014,1448,Wake Forest,0.5256
408,2014,1236,IPFW,0.5243
409,2014,1201,Fresno State,0.5241
410,2014,1456,William &amp; Mary,0.5231
411,2014,1403,Texas Tech,0.5223
412,2014,1321,Northwestern,0.5193
413,2014,1443,Western Kentucky,0.5187
414,2014,1221,Holy Cross,0.5177
415,2014,1352,Robert Morris,0.5173
416,2014,1454,Wisconsin-Milwaukee,0.5158
417,2014,1334,Pacific,0.5146
418,2014,1461,Wyoming,0.5142
419,2014,1305,Nevada,0.5123
420,2014,1176,Denver,0.5113
421,2014,1287,Morehead State,0.5105
422,2014,1222,Houston,0.5101
423,2014,1345,Purdue,0.5087
424,2014,1463,Yale,0.5082
425,2014,1451,Weber State,0.5070
426,2014,1150,Charlotte,0.5066
427,2014,1459,Wofford,0.5053
428,2014,1348,Rhode Island,0.5032
429,2014,1210,Georgia Tech,0.5017
430,2014,1337,Pepperdine,0.5012
431,2014,1275,Miami (Ohio),0.4987
432,2014,1367,South Carolina Upstate,0.4982
433,2014,1392,Stony Brook,0.4975
434,2014,1137,Bucknell,0.4960
435,2014,1120,Auburn,0.4958
436,2014,1380,Southern,0.4943
437,2014,1460,Wright State,0.4939
438,2014,1396,Temple,0.4922
439,2014,1136,Bryant University,0.4918
440,2014,1258,Loyola Marymount,0.4902
441,2014,1324,Oakland,0.4898
442,2014,1285,Montana,0.4891
443,2014,1107,Albany,0.4880
444,2014,1114,Arkansas-Little Rock,0.4874
445,2014,1291,Mount St. Mary's,0.4860
446,2014,1331,Oral Roberts,0.4851
447,2014,1373,Siena,0.4838
448,2014,1317,North Texas,0.4830
449,2014,1315,North Dakota,0.4812
450,2014,1426,Texas-Arlington,0.4808
451,2014,1421,NC-Asheville,0.4805
452,2014,1213,Grand Canyon,0.4805
453,2014,1294,Northern Colorado,0.4801
454,2014,1130,Boston College,0.4794
455,2014,1252,Lipscomb,0.4788
456,2014,1440,VMI,0.4787
457,2014,1245,Kent State,0.4784
458,2014,1399,Tennessee Tech,0.4774
459,2014,1296,Northern Illinois,0.4767
460,2014,1303,Nebraska Omaha,0.4756
461,2014,1441,Western Carolina,0.4753
462,2014,1408,Tulane,0.4747
463,2014,1288,Morgan State,0.4740
464,2014,1313,Norfolk State,0.4704
465,2014,1135,Brown,0.4696
466,2014,1389,St. Peter's,0.4683
467,2014,1241,James Madison,0.4662
468,2014,1119,Army,0.4649
469,2014,1464,Youngstown State,0.4641
470,2014,1411,Texas Southern,0.4622
471,2014,1205,Gardner-Webb,0.4609
472,2014,1151,Chattanooga,0.4606
473,2014,1280,Mississippi State,0.4604
474,2014,1319,Northern Arizona,0.4598
475,2014,1265,Marist,0.4596
476,2014,1282,UMKC,0.4562
477,2014,1169,Northridge,0.4537
478,2014,1377,South Dakota,0.4524
479,2014,1369,Southeast Missouri State,0.4522
480,2014,1152,Chicago State,0.4506
481,2014,1164,Coppin State,0.4469
482,2014,1170,Sacramento State,0.4452
483,2014,1133,Bradley,0.4443
484,2014,1370,Seattle,0.4432
485,2014,1192,Fairleigh Dickinson,0.4381
486,2014,1105,Alabama A&M;,0.4379
487,2014,1366,Savannah State,0.4364
488,2014,1286,Montana State,0.4351
489,2014,1220,Hofstra,0.4333
490,2014,1167,Cal State Bakersfield,0.4323
491,2014,1423,NC-Wilmington,0.4315
492,2014,1262,UMass-Lowell,0.4305
493,2014,1407,Troy,0.4273
494,2014,1226,Idaho State,0.4258
495,2014,1193,Fairfield,0.4246
496,2014,1183,Eastern Illinois,0.4238
497,2014,1148,Central Connecticut State,0.4236
498,2014,1197,Florida A&M;,0.4226
499,2014,1384,St. Francis (Pa.),0.4208
500,2014,1349,Rice,0.4190
501,2014,1422,NC-Greensboro,0.4180
502,2014,1204,Georgia Southern,0.4168
503,2014,1122,Austin Peay,0.4156
504,2014,1402,Texas State-San Marcos,0.4143
505,2014,1123,Ball State,0.4131
506,2014,1251,Liberty,0.4112
507,2014,1359,Samford,0.4108
508,2014,1227,Illinois-Chicago,0.4068
509,2014,1240,Jacksonville State,0.4045
510,2014,1415,California Riverside,0.4027
511,2014,1298,Navy,0.4001
512,2014,1224,Howard,0.3927
513,2014,1127,Binghamton,0.3917
514,2014,1420,Maryland-Baltimore County,0.3884
515,2014,1175,Delaware State,0.3876
516,2014,1354,South Carolina State,0.3872
517,2014,1391,Stetson,0.3856
518,2014,1111,Appalachian State,0.3830
519,2014,1255,Longwood,0.3787
520,2014,1202,Furman,0.3776
521,2014,1223,Houston Baptist,0.3679
522,2014,1126,Bethune-Cookman,0.3605
523,2014,1154,The Citadel,0.3562
524,2014,1271,Maryland-Eastern Shore,0.3531
525,2014,1342,Presbyterian,0.3415
526,2014,1112,Arizona,0.6731
527,2014,1455,Wichita State,0.6522
528,2014,1458,Wisconsin,0.6418
529,2014,1438,Virginia,0.6371
530,2014,1166,Creighton,0.6332
531,2014,1307,New Mexico,0.6279
532,2014,1417,UCLA,0.6247
533,2014,1393,Syracuse,0.6219
534,2014,1277,Michigan State,0.6199
535,2014,1211,Gonzaga,0.6181
536,2014,1163,Connecticut,0.6145
537,2014,1326,Ohio State,0.6111
538,2014,1328,Oklahoma,0.6076
539,2014,1332,Oregon,0.6069
540,2014,1124,Baylor,0.6019
541,2014,1386,Saint Joseph's,0.5988
542,2014,1160,Colorado,0.5981
543,2014,1400,Texas,0.5958
544,2014,1405,Toledo,0.5922
545,2014,1344,Providence,0.5873
546,2014,1397,Tennessee,0.5846
547,2014,1113,Arizona State,0.5828
548,2014,1217,Harvard,0.5818
549,2014,1304,Nebraska,0.5789
550,2014,1278,Minnesota,0.5778
551,2014,1372,Stephen F. Austin,0.5745
552,2014,1199,Florida State,0.5720
553,2014,1234,Iowa,0.5714
554,2014,1453,Green Bay,0.5701
555,2014,1264,Manhattan,0.5687
556,2014,1256,Louisiana Tech,0.5683
557,2014,1292,Middle Tennessee,0.5661
558,2014,1444,Western Michigan,0.5637
559,2014,1362,San Francisco,0.5624
560,2014,1228,Illinois,0.5615
561,2014,1308,New Mexico State,0.5611
562,2014,1208,Georgia,0.5594
563,2014,1209,Georgia State,0.5585
564,2014,1268,Maryland,0.5581
565,2014,1428,Utah,0.5558
566,2014,1129,Boise State,0.5552
567,2014,1131,Boston University,0.5492
568,2014,1185,Eastern Michigan,0.5482
569,2014,1452,West Virginia,0.5462
570,2014,1418,Louisiana-Lafayette,0.5454
571,2014,1266,Marquette,0.5449
572,2014,1279,Ole Miss,0.5423
573,2014,1145,Canisius,0.5401
574,2014,1247,La Salle,0.5391
575,2014,1333,Oregon State,0.5366
576,2014,1231,Indiana,0.5365
577,2014,1449,Washington,0.5361
578,2014,1138,Buffalo,0.5339
579,2014,1424,UNLV,0.5316
580,2014,1274,Miami (Fla.),0.5279
581,2014,1358,Sam Houston State,0.5260
582,2014,1336,Penn State,0.5252
583,2014,1429,Utah State,0.5242
584,2014,1110,American,0.5239
585,2014,1435,Vanderbilt,0.5228
586,2014,1343,Princeton,0.5203
587,2014,1104,Alabama,0.5192
588,2014,1172,Davidson,0.5179
589,2014,1371,Seton Hall,0.5177
590,2014,1162,Columbia,0.5167
591,2014,1180,Drexel,0.5151
592,2014,1229,Illinois State,0.5144
593,2014,1323,Notre Dame,0.5128
594,2014,1355,South Dakota State,0.5117
595,2014,1376,South Carolina,0.5113
596,2014,1293,Murray State,0.5102
597,2014,1430,Utah Valley,0.5093
598,2014,1195,Florida Gulf Coast,0.5082
599,2014,1401,Texas A&M;,0.5079
600,2014,1139,Butler,0.5069
601,2014,1412,UAB,0.5059
602,2014,1177,DePaul,0.5048
603,2014,1360,San Diego,0.5031
604,2014,1322,Northwestern State,0.5013
605,2014,1218,Hawaii,0.4991
606,2014,1189,Elon,0.4986
607,2014,1206,George Mason,0.4977
608,2014,1253,Long Beach State,0.4967
609,2014,1457,Winthrop,0.4958
610,2014,1330,Old Dominion,0.4950
611,2014,1219,High Point,0.4939
612,2014,1179,Drake,0.4935
613,2014,1425,Southern California,0.4921
614,2014,1339,Portland,0.4917
615,2014,1117,Arkansas State,0.4899
616,2014,1161,Colorado State,0.4897
617,2014,1434,Valparaiso,0.4885
618,2014,1383,St. Francis (N.Y.),0.4877
619,2014,1182,Duquesne,0.4867
620,2014,1316,North Florida,0.4859
621,2014,1353,Rutgers,0.4839
622,2014,1132,Bowling Green,0.4832
623,2014,1157,Coastal Carolina,0.4812
624,2014,1351,Rider,0.4810
625,2014,1356,Southern Illinois,0.4806
626,2014,1198,Florida International,0.4805
627,2014,1214,Hampton,0.4802
628,2014,1190,E. Tennessee State,0.4800
629,2014,1142,Cal Poly,0.4793
630,2014,1365,Santa Clara,0.4787
631,2014,1395,TCU,0.4787
632,2014,1191,Evansville,0.4784
633,2014,1187,East Carolina,0.4772
634,2014,1447,Wagner,0.4758
635,2014,1416,UCF,0.4755
636,2014,1318,Northeastern,0.4748
637,2014,1450,Washington State,0.4743
638,2014,1200,Fordham,0.4719
639,2014,1186,Eastern Washington,0.4699
640,2014,1178,Detroit,0.4685
641,2014,1378,South Florida,0.4683
642,2014,1216,Hartford,0.4656
643,2014,1250,Lehigh,0.4642
644,2014,1225,Idaho,0.4640
645,2014,1347,Radford,0.4613
646,2014,1158,College of Charleston,0.4607
647,2014,1419,Louisiana-Monroe,0.4605
648,2014,1439,Virginia Tech,0.4600
649,2014,1394,Texas A&amp;M-Corpus; Christi,0.4597
650,2014,1102,Air Force,0.4562
651,2014,1340,Portland State,0.4557
652,2014,1106,Alabama State,0.4536
653,2014,1159,Colgate,0.4523
654,2014,1248,Lafayette,0.4522
655,2014,1309,New Orleans,0.4502
656,2014,1311,Nicholls State,0.4455
657,2014,1115,Arkansas-Pine Bluff,0.4444
658,2014,1171,Dartmouth,0.4438
659,2014,1149,Charleston Southern,0.4411
660,2014,1194,Florida Atlantic,0.4379
661,2014,1270,McNeese State,0.4366
662,2014,1259,Loyola-Maryland,0.4364
663,2014,1267,Marshall,0.4350
664,2014,1363,San Jose State,0.4325
665,2014,1375,South Alabama,0.4321
666,2014,1239,Jacksonville,0.4307
667,2014,1335,Pennsylvania,0.4282
668,2014,1168,Cal State Fullerton,0.4269
669,2014,1260,Loyola-Chicago,0.4252
670,2014,1442,Western Illinois,0.4244
671,2014,1284,Monmouth,0.4236
672,2014,1141,Central Michigan,0.4226
673,2014,1238,Jackson State,0.4216
674,2014,1254,LIU-Brooklyn,0.4191
675,2014,1398,Tennessee State,0.4187
676,2014,1310,Niagara,0.4175
677,2014,1341,Prairie View A&M;,0.4168
678,2014,1427,Texas-San Antonio,0.4143
679,2014,1312,New Jersey Tech,0.4139
680,2014,1297,Northern Kentucky,0.4118
681,2014,1410,Texas-Pan American,0.4109
682,2014,1108,Alcorn State,0.4071
683,2014,1144,Campbell,0.4051
684,2014,1368,Southeastern Louisiana,0.4033
685,2014,1188,SIU-Edwardsville,0.4018
686,2014,1237,IUPUI,0.3965
687,2014,1244,Kennesaw State,0.3920
688,2014,1413,California Davis,0.3916
689,2014,1146,Central Arkansas,0.3883
690,2014,1263,Maine,0.3875
691,2014,1404,UT Martin,0.3858
692,2014,1165,Cornell,0.3846
693,2014,1299,North Carolina A&T;,0.3801
694,2014,1357,Sacred Heart,0.3780
695,2014,1306,New Hampshire,0.3747
696,2014,1290,Mississippi Valley State,0.3611
697,2014,1249,Lamar,0.3580
698,2014,1381,Southern Utah,0.3551
699,2014,1212,Grambling,0.3504
700,2013,1181,Duke,0.6724
701,2013,1257,Louisville,0.6610
702,2013,1242,Kansas,0.6477
703,2013,1196,Florida,0.6399
704,2013,1277,Michigan State,0.6369
705,2013,1207,Georgetown,0.6350
706,2013,1266,Marquette,0.6282
707,2013,1112,Arizona,0.6247
708,2013,1314,North Carolina,0.6185
709,2013,1125,Belmont,0.6181
710,2013,1276,Michigan,0.6176
711,2013,1424,UNLV,0.6124
712,2013,1166,Creighton,0.6091
713,2013,1329,Oklahoma State,0.6085
714,2013,1388,St. Mary's,0.6048
715,2013,1379,Southern Miss,0.6039
716,2013,1301,North Carolina State,0.6023
717,2013,1323,Notre Dame,0.5981
