num,year,id,team,RPI,SOS,PE
3924,2006,1420,Maryland-Baltimore County,0.4138,0.4456,0.3426899659959116
3925,2006,1298,Navy,0.4137,0.4494,0.22988333868452251
3926,2006,1187,East Carolina,0.4107,0.4844,0.19946438706543615
3927,2006,1108,Alcorn State,0.4065,0.4367,0.1953212834252301
3928,2006,1464,Youngstown State,0.4035,0.464,0.25943350314790525
3929,2006,1185,Eastern Michigan,0.4024,0.4532,0.21273363842289544
3930,2006,1182,Duquesne,0.3999,0.5015,0.10037133931110642
3931,2006,1392,Stony Brook,0.3957,0.4825,0.08811645388741594
3932,2006,1415,California Riverside,0.3926,0.464,0.08733453624921453
3933,2006,1255,Longwood,0.3886,0.4288,0.18552241074473672
3934,2006,1251,Liberty,0.3853,0.4783,0.07049652968259329
3935,2006,1440,VMI,0.3818,0.4516,0.14080429590292987
3936,2006,1154,The Citadel,0.3791,0.4277,0.06651817755811414
3937,2006,1119,Army,0.376,0.448,0.038350036375256955
3938,2006,1299,North Carolina A&T;,0.3722,0.4247,0.1211904994343365
3939,2006,1294,Northern Colorado,0.3699,0.4671,0.10648829340871876
3940,2006,1288,Morgan State,0.3656,0.4398,0.01434286122966724
3941,2006,1239,Jacksonville,0.3518,0.461,0.09857058729237439
3942,2006,1366,Savannah State,0.3315,0.4324,0.0033790496695349534
3943,2006,1437,Villanova,0.6662,0.5981,0.9111510033511155
3944,2006,1272,Memphis,0.6507,0.5683,0.945763565461472
3945,2006,1397,Tennessee,0.6329,0.5978,0.7978455401574034
3946,2006,1400,Texas,0.6299,0.5671,0.9640590568282676
3947,2006,1417,UCLA,0.6253,0.5719,0.8873085105996144
3948,2006,1314,North Carolina,0.6222,0.5898,0.8951289190670007
3949,2006,1228,Illinois,0.6202,0.5556,0.9299684720232256
3950,2006,1328,Oklahoma,0.6118,0.5744,0.7646078318165026
3951,2006,1277,Michigan State,0.6085,0.5917,0.7431746460185472
3952,2006,1242,Kansas,0.6057,0.5582,0.9392963188479819
3953,2006,1130,Boston College,0.6019,0.5436,0.8187276270442074
3954,2006,1458,Wisconsin,0.6,0.5923,0.7845698327503676
3955,2006,1206,George Mason,0.5984,0.5317,0.9086805557024455
3956,2006,1423,NC-Wilmington,0.5982,0.5229,0.871207819128667
3957,2006,1220,Hofstra,0.5971,0.5133,0.7731883151362693
3958,2006,1412,UAB,0.5943,0.5178,0.8458711069418057
3959,2006,1231,Indepenedent,0.5932,0.581,0.7448510601513707
3960,2006,1207,Georgetown,0.5920000000000001,0.548,0.82837819941367
3961,2006,1452,West Virginia,0.5918,0.5764,0.7600677822352198
3962,2006,1153,Cincinnati,0.5895,0.5979,0.7023588568403629
3963,2006,1137,Bucknell,0.5866,0.4877,0.9195780055727206
3964,2006,1401,Texas A&M;,0.5847,0.5449,0.8678632026970153
3965,2006,1429,Utah State,0.5815,0.524,0.811942471712733
3966,2006,1245,Kent State,0.5804,0.5182,0.8034572311183656
3967,2006,1102,Air Force,0.5791,0.4972,0.8916565352972573
3968,2006,1143,California,0.5776,0.5496,0.7166976013333148
3969,2006,1222,Houston,0.5773,0.532,0.7525431388264983
3970,2006,1361,San Diego State,0.5752,0.5194,0.8039738092270627
3971,2006,1371,Seton Hall,0.5725,0.566,0.5709634383599548
3972,2006,1322,Northwestern State,0.5684,0.4831,0.7653347828461038
3973,2006,1376,South Carolina,0.5671,0.5872,0.7199946045873643
3974,2006,1233,Iona,0.5656,0.5011,0.8237638260728102
3975,2006,1375,South Alabama,0.564,0.4819,0.8365391074125718
3976,2006,1256,Louisiana Tech,0.562,0.5311,0.6374746313478167
3977,2006,1103,Akron,0.5604,0.4972,0.7462734621268625
3978,2006,1435,Vanderbilt,0.5584,0.5646,0.6731543384563088
3979,2006,1396,Temple,0.5554,0.5599,0.6835415561303926
3980,2006,1431,Texas-El Paso,0.5526,0.5127,0.787487931788534
3981,2006,1274,Miami (Fla.),0.5519,0.5753,0.6567763239097688
3982,2006,1462,Xavier,0.551,0.5216,0.8538750576397521
3983,2006,1139,Butler,0.5506,0.5163,0.8244461333446264
3984,2006,1275,Miami (Ohio),0.5498,0.509,0.6555107134358669
3985,2006,1390,Stanford,0.5457,0.5496,0.5469191023229766
3986,2006,1334,Pacific,0.5455,0.472,0.8867291364922084
3987,2006,1318,Northeastern,0.5424,0.5045,0.6612734777245777
3988,2006,1424,UNLV,0.5419,0.54,0.6488702936831658
3989,2006,1172,Davidson,0.541,0.4959,0.7373837756587639
3990,2006,1304,Nebraska,0.5391,0.5399,0.5522261966772835
3991,2006,1335,Pennsylvania,0.539,0.492,0.8729088251479156
3992,2006,1218,Hawaii,0.5373,0.5255,0.6631959095153217
3993,2006,1321,Northwestern,0.536,0.5668,0.42857030673040747
3994,2006,1150,Charlotte,0.535,0.5142,0.6300519945866211
3995,2006,1336,Penn State,0.5338,0.5569,0.47867851520048754
3996,2006,1344,Providence,0.5331,0.5785,0.5068925289463415
3997,2006,1243,Kansas State,0.5316,0.5482,0.7161448199140228
3998,2006,1358,Sam Houston State,0.5285,0.4694,0.5053787572244991
3999,2006,1292,Middle Tennessee,0.5272,0.5106,0.4871129803233315
4000,2006,1120,Auburn,0.5264,0.5784,0.39000161658103305
4001,2006,1425,Southern California,0.5229,0.5293,0.5733468481483293
4002,2006,1307,New Mexico,0.5218,0.517,0.6181531318545207
4003,2006,1388,St. Mary's,0.5213,0.5156,0.6344256551788435
4004,2006,1201,Fresno State,0.5211,0.5155,0.5067356720869219
4005,2006,1269,Massachusetts,0.5205,0.537,0.5595905520251057
4006,2006,1389,St. Peter's,0.5195,0.511,0.46811281118454345
4007,2006,1138,Buffalo,0.5187,0.4932,0.5550135259567873
4008,2006,1380,Southern,0.5164,0.4565,0.5667575837884344
4009,2006,1200,Fordham,0.5162,0.5145,0.5176816792381035
4010,2006,1403,Texas Tech,0.5132,0.5432,0.487305316249408
4011,2006,1260,Loyola-Chicago,0.5121,0.4766,0.5472439350601853
4012,2006,1418,Louisiana-Lafayette,0.5107,0.5212,0.40379883032338687
4013,2006,1186,Eastern Washington,0.5103,0.5123,0.4611868782736447
4014,2006,1284,Monmouth,0.5097,0.4805,0.5454208074185212
4015,2006,1439,Virginia Tech,0.5084,0.5386,0.6743031244305421
4016,2006,1405,Toledo,0.5072,0.4624,0.7509978956505833
4017,2006,1250,Lehigh,0.5052,0.4725,0.5549764026950343
4018,2006,1348,Rhode Island,0.5032,0.5175,0.41584583407044334
4019,2006,1170,Sacramento State,0.5011,0.499,0.48847895217110104
4020,2006,1279,Mississippi,0.5007,0.5332,0.36378110923104334
4021,2006,1237,IUPUI,0.5,0.4416,0.6062385970584159
4022,2006,1210,Georgia Tech,0.4992,0.5535,0.4879246881077472
4023,2006,1232,Indiana State,0.4984,0.5282,0.24903366054884155
4024,2006,1148,Central Connecticut State,0.4946,0.4508,0.714281932439552
4025,2006,1124,Baylor,0.494,0.6007,0.1278149864680343
4026,2006,1151,Chattanooga,0.4927,0.4764,0.38741604141637587
4027,2006,1259,Loyola-Maryland,0.4917,0.4684,0.44256211074915847
4028,2006,1176,Denver,0.4894,0.4708,0.5253923786246728
4029,2006,1345,Purdue,0.4885,0.568,0.21821486935936116
4030,2006,1129,Boise State,0.4873,0.5025,0.5173113406969115
4031,2006,1460,Wright State,0.4866,0.4964,0.38301365091381745
4032,2006,1240,Jacksonville State,0.4847,0.4721,0.5
4033,2006,1173,Dayton,0.4835,0.5183,0.5569278587098644
4034,2006,1362,San Francisco,0.4823,0.524,0.3837911509449486
4035,2006,1127,Binghamton,0.4807,0.4565,0.5558712276223571
4036,2006,1368,Southeastern Louisiana,0.48,0.4545,0.562991804643385
4037,2006,1191,Evansville,0.4777,0.5319,0.24089210918909146
4038,2006,1347,Radford,0.4755,0.4526,0.4648426229645556
4039,2006,1444,Western Michigan,0.4738,0.4915,0.22330570426073945
4040,2006,1463,Yale,0.4735,0.4498,0.42602621682385144
4041,2006,1343,Princeton,0.4721,0.474,0.28440551998653474
4042,2006,1394,Texas A&amp;M-Corpus; Christi,0.4714,0.3885,0.8793169649321944
4043,2006,1409,Tulsa,0.4711,0.5064,0.26830318194053265
4044,2006,1350,Richmond,0.4709,0.5029,0.18829739296033565
4045,2006,1165,Cornell,0.4697,0.4691,0.41908253298182657
4046,2006,1131,Boston University,0.4682,0.4755,0.460268804613599
4047,2006,1436,Vermont,0.4675,0.475,0.48566370413882126
4048,2006,1352,Robert Morris,0.4671,0.4482,0.41526502874978044
4049,2006,1164,Coppin State,0.4663,0.4736,0.2663487808007826
4050,2006,1408,Tulane,0.4659,0.4801,0.2613036542206192
4051,2006,1364,Santa Barbara,0.4655,0.4486,0.5262072274928151
4052,2006,1406,Towson,0.4645,0.478,0.26698823663732696
4053,2006,1295,North Dakota State,0.4633,0.4359,0.6117622273979982
4054,2006,1190,E. Tennessee State,0.4625,0.437,0.6594896659850643
4055,2006,1152,Chicago State,0.4618,0.4773,0.2708591038277148
4056,2006,1117,Arkansas State,0.4611,0.4961,0.31870914183784826
4057,2006,1267,Marshall,0.4596,0.4774,0.338565601187192
4058,2006,1229,Illinois State,0.4595,0.5379,0.282425407468336
4059,2006,1111,Appalachian State,0.45899999999999996,0.4615,0.36254521939444767
4060,2006,1174,Delaware,0.4562,0.5093,0.2751649857179591
4061,2006,1421,NC-Asheville,0.4552,0.49,0.11901223537048494
4062,2006,1372,Stephen F. Austin,0.4539,0.4188,0.675574386659501
4063,2006,1351,Rider,0.4536,0.5134,0.2401804207281859
4064,2006,1156,Cleveland State,0.4523,0.5036,0.16618081265656395
4065,2006,1238,Jackson State,0.4505,0.438,0.3921943031642378
4066,2006,1244,Kennesaw State,0.45,0.4521,0.24108564925551101
4067,2006,1313,Norfolk State,0.4487,0.4494,0.3302706774773411
4068,2006,1197,Florida A&M;,0.44799999999999995,0.4406,0.249037714536351
4069,2006,1145,Canisius,0.4476,0.4918,0.30777958883787937
4070,2006,1427,Texas-San Antonio,0.4466,0.4853,0.3901559573544314
4071,2006,1419,Louisiana-Monroe,0.446,0.5026,0.12647109238036494
4072,2006,1248,Lafayette,0.4432,0.4714,0.1855102822881227
4073,2006,1451,Weber State,0.4426,0.4857,0.2574123910036005
4074,2006,1441,Western Carolina,0.442,0.464,0.3173097528752234
4075,2006,1391,Stetson,0.4406,0.4344,0.36131453710252887
4076,2006,1363,San Jose State,0.44,0.5179,0.2471398583865597
4077,2006,1383,St. Francis (N.Y.),0.4372,0.4667,0.3281151509880431
4078,2006,1135,Brown,0.4343,0.4515,0.25841377522326736
4079,2006,1126,Bethune-Cookman,0.4339,0.3989,0.341251088570817
4080,2006,1198,Florida International,0.4327,0.4958,0.13974117886389636
4081,2006,1430,Utah Valley,0.4301,0.3961,0.5314648103226443
4082,2006,1263,Maine,0.4292,0.4353,0.20556633175718803
4083,2006,1169,Cal State Northridge,0.4282,0.445,0.25729998932750603
4084,2006,1324,Oakland,0.4264,0.4541,0.27202004083917114
4085,2006,1395,TCU,0.4255,0.5225,0.1679409530674933
4086,2006,1162,Columbia,0.4223,0.4353,0.25792949760829204
4087,2006,1236,IPFW,0.4208,0.4441,0.17317384487871026
4088,2006,1144,Campbell,0.4188,0.4376,0.3719507518047743
4089,2006,1413,California Davis,0.4139,0.4691,0.15634900309906824
4090,2006,1290,Mississippi Valley State,0.4138,0.4353,0.1301349957095542
4091,2006,1241,James Madison,0.4119,0.4977,0.06814203601894654
4092,2006,1225,Idaho,0.4088,0.5208,0.06412381986208586
4093,2006,1381,Southern Utah,0.4036,0.4349,0.33304583343962996
4094,2006,1273,Mercer,0.4034,0.4244,0.21793270583201804
4095,2006,1411,Texas Southern,0.4007,0.4595,0.09427575631943515
4096,2006,1183,Eastern Illinois,0.3975,0.4525,0.12927860256606377
4097,2006,1171,Dartmouth,0.3956,0.4547,0.18567770471029946
4098,2006,1369,Southeast Missouri State,0.3901,0.4534,0.1707677018717571
4099,2006,1141,Central Michigan,0.3862,0.4803,0.079231219106471
4100,2006,1442,Western Illinois,0.3825,0.4486,0.15297976632386523
4101,2006,1271,Maryland-Eastern Shore,0.3802,0.4179,0.12331229011649508
4102,2006,1287,Morehead State,0.3761,0.4565,0.043537618640388964
4103,2006,1384,St. Francis (Pa.),0.3742,0.4642,0.0779206335108994
4104,2006,1224,Howard,0.3714,0.4166,0.23591725333339403
4105,2006,1402,Texas State-San Marcos,0.368,0.4609,0.07211458771060844
4106,2006,1410,Texas-Pan American,0.3618,0.441,0.03845955966538687
4107,2006,1316,North Florida,0.3414,0.4182,0.1871436311837828
4108,2006,1341,Prairie View A&M;,0.3302,0.4138,0.04746704475443923
4109,2005,1242,Kansas,0.6693,0.6252,0.8830738184303992
4110,2005,1449,Washington,0.6579,0.5826,0.9034776268704464
4111,2005,1329,Oklahoma State,0.6574,0.6052,0.9146092231322143
4112,2005,1448,Wake Forest,0.6534,0.5811,0.8797132822499858
4113,2005,1130,Boston College,0.6375,0.5666,0.8406967244997763
4114,2005,1246,Kentucky,0.6365,0.5684,0.9193347982498264
4115,2005,1163,Connecticut,0.6264,0.5909,0.9067853383427944
4116,2005,1437,Villanova,0.6251,0.5854,0.9063141921182885
4117,2005,1104,Alabama,0.6204,0.5682,0.891522007930941
4118,2005,1196,Florida,0.6191,0.5742,0.9440766409490928
4119,2005,1277,Michigan State,0.6109,0.5478,0.9480889079984653
4120,2005,1428,Utah,0.6042,0.521,0.912186287286385
4121,2005,1261,LSU,0.6015,0.5701,0.6994914164238091
4122,2005,1210,Georgia Tech,0.5917,0.5853,0.8367819144300588
4123,2005,1280,Mississippi State,0.5871,0.5513,0.7849239357041181
4124,2005,1150,Charlotte,0.5861,0.5261,0.7619039636279364
4125,2005,1431,Texas-El Paso,0.5849,0.5194,0.8574614412936845
4126,2005,1330,Old Dominion,0.5816,0.485,0.8900018136500739
4127,2005,1320,Northern Iowa,0.5804,0.5446,0.7574958481531747
4128,2005,1275,Miami (Ohio),0.5797,0.5383,0.7211025932553109
4129,2005,1390,Stanford,0.578,0.5716,0.6025872199044235
4130,2005,1234,Iowa,0.5775,0.5585,0.7734946459656833
4131,2005,1455,Wichita State,0.5757,0.5355,0.7416693272875124
4132,2005,1418,Louisiana-Lafayette,0.5711,0.5233,0.6940824274157482
4133,2005,1412,UAB,0.5692,0.5329,0.762486243665812
4134,2005,1326,Ohio State,0.5667,0.5534,0.806834829271626
4135,2005,1177,DePaul,0.565,0.536,0.7237653151836398
4136,2005,1335,Pennsylvania,0.5644,0.4958,0.8384211888375289
4137,2005,1268,Maryland,0.5637,0.573,0.7260723803633529
4138,2005,1349,Rice,0.5626,0.5474,0.6882383549935013
4139,2005,1245,Kent State,0.5611,0.5385,0.6517861806722367
4140,2005,1301,North Carolina State,0.5606,0.5585,0.8150608237778665
4141,2005,1386,Saint Joseph's,0.5579999999999999,0.5291,0.7488374033068498
4142,2005,1307,New Mexico,0.557,0.4689,0.8970576288356439
4143,2005,1274,Miami (Fla.),0.556,0.567,0.5921429720341785
4144,2005,1401,Texas A&M;,0.5545,0.5293,0.8533286168649363
4145,2005,1323,Notre Dame,0.5541,0.5495,0.6781958040407734
4146,2005,1443,Western Kentucky,0.5531,0.4904,0.7476673981413541
4147,2005,1207,Georgetown,0.5517,0.5526,0.6159387525762684
4148,2005,1114,Arkansas-Little Rock,0.5516,0.5234,0.43008079621254425
4149,2005,1332,Oregon,0.5502,0.5712,0.48912318803381283
4150,2005,1222,Houston,0.5494,0.5353,0.5631124573635241
4151,2005,1180,Drexel,0.5489,0.5154,0.6968038990909073
4152,2005,1155,Clemson,0.5459,0.5673,0.6310072467993113
4153,2005,1433,Virginia Commonwealth,0.545,0.5236,0.6989894190838777
4154,2005,1395,TCU,0.5419,0.5329,0.614817222535814
4155,2005,1344,Providence,0.5407,0.5908,0.5548161101563215
4156,2005,1310,Niagara,0.5404,0.4683,0.7672651180487878
4157,2005,1243,Kansas State,0.5387,0.553,0.61434612761695
4158,2005,1160,Colorado,0.5386,0.5731,0.33548463654571603
4159,2005,1176,Denver,0.5382,0.4859,0.7586509835367448
4160,2005,1423,NC-Wilmington,0.5368,0.4838,0.5850342100183176
4161,2005,1405,Toledo,0.5348,0.5248,0.5816378294104879
4162,2005,1132,Bowling Green,0.5308,0.5029,0.5107924345405453
4163,2005,1272,Memphis,0.5297,0.5397,0.743594994983236
4164,2005,1304,Nebraska,0.5283,0.551,0.7039388492527013
4165,2005,1168,Cal State Fullerton,0.5262,0.4777,0.6399395057252388
4166,2005,1368,Southeastern Louisiana,0.5229,0.4452,0.7655964992311904
4167,2005,1123,Ball State,0.522,0.525,0.5481752898202413
4168,2005,1321,Northwestern,0.5216,0.5519,0.3307630000056164
4169,2005,1461,Wyoming,0.5212,0.5224,0.5
4170,2005,1351,Rider,0.5211,0.479,0.612856215174802
4171,2005,1337,Pepperdine,0.5207,0.5148,0.5077703273214713
4172,2005,1425,Southern California,0.5195,0.5604,0.3923136899642582
4173,2005,1175,Delaware State,0.5182,0.4695,0.5314450780656043
4174,2005,1218,Hawaii,0.5163,0.5203,0.6117581408021333
4175,2005,1371,Seton Hall,0.5157,0.5606,0.44328397530940317
4176,2005,1151,Chattanooga,0.515,0.4691,0.6416351752065153
4177,2005,1120,Auburn,0.513,0.5461,0.2957660655300398
4178,2005,1462,Xavier,0.512,0.5011,0.7396222293698841
4179,2005,1293,Murray State,0.5096,0.4822,0.713686140052605
4180,2005,1110,American,0.5089,0.4763,0.5575328362420091
4181,2005,1158,College of Charleston,0.5083,0.4687,0.7026815975363373
4182,2005,1179,Drake,0.5075,0.5375,0.3879098910412179
4183,2005,1256,Louisiana Tech,0.5063,0.5097,0.49148796631064784
4184,2005,1164,Coppin State,0.5045,0.4895,0.3714868221223092
4185,2005,1201,Fresno State,0.5038,0.5063,0.5402708674781991
4186,2005,1227,Illinois-Chicago,0.5007,0.498,0.5019292553849263
4187,2005,1276,Michigan,0.4997,0.5502,0.3741509216423629
4188,2005,1358,Sam Houston State,0.4979,0.4734,0.5860059928735978
4189,2005,1398,Tennessee State,0.4961,0.5015,0.3549587207584215
4190,2005,1117,Arkansas State,0.4955,0.4908,0.5325895292729932
4191,2005,1385,St. John's,0.4939,0.576,0.3732158927530196
4192,2005,1249,Lamar,0.4929,0.4659,0.598200440982226
4193,2005,1192,Fairleigh Dickinson,0.4913,0.4465,0.6513380783391937
4194,2005,1282,UMKC,0.4897,0.4648,0.5259007704770894
4195,2005,1460,Wright State,0.489,0.4881,0.46398848728038317
4196,2005,1340,Portland State,0.488,0.4234,0.6684344708547181
4197,2005,1198,Florida International,0.4873,0.5194,0.2989902077320514
4198,2005,1345,Purdue,0.485,0.5858,0.25110422435804813
4199,2005,1387,Saint Louis,0.4841,0.5532,0.26178542435546015
4200,2005,1204,Georgia Southern,0.4836,0.4613,0.6305160700366252
4201,2005,1414,California Irvine,0.4825,0.4584,0.4852768666159142
4202,2005,1264,Manhattan,0.4816,0.4739,0.5624606712128942
4203,2005,1434,Valparaiso,0.4809,0.4758,0.36706630134554336
4204,2005,1200,Fordham,0.4808,0.4951,0.4216976698460573
4205,2005,1284,Monmouth,0.4797,0.4519,0.5245696370473519
4206,2005,1233,Iona,0.4795,0.4739,0.515687565511451
4207,2005,1217,Harvard,0.4782,0.4868,0.3869115205956215
4208,2005,1202,Furman,0.4768,0.4707,0.48769999281547227
4209,2005,1232,Indiana State,0.4767,0.5375,0.2995696112929615
4210,2005,1125,Belmont,0.4747,0.4787,0.5115648281751585
4211,2005,1354,South Carolina State,0.4744,0.4153,0.781967875296483
4212,2005,1273,Mercer,0.4732,0.4476,0.5537336385513866
4213,2005,1165,Cornell,0.4722,0.4629,0.3849701174464905
4214,2005,1208,Georgia,0.4704,0.5584,0.15811791122683946
4215,2005,1247,La Salle,0.4688,0.5055,0.2348811997146803
4216,2005,1140,Brigham Young,0.46799999999999997,0.5508,0.2338083744462415
4217,2005,1191,Evansville,0.46399999999999997,0.5086,0.399579292440966
4218,2005,1252,Lipscomb,0.4631,0.4316,0.4182657127775099
4219,2005,1251,Liberty,0.462,0.4617,0.20710471574158462
4220,2005,1352,Robert Morris,0.4614,0.4536,0.3659852976397749
4221,2005,1105,Alabama A&M;,0.4591,0.4136,0.5644770996385747
4222,2005,1459,Wofford,0.45799999999999996,0.4604,0.3733335129300523
4223,2005,1194,Florida Atlantic,0.4577,0.4751,0.41627779130096004
4224,2005,1364,Santa Barbara,0.4564,0.4839,0.3046655427705735
4225,2005,1392,Stony Brook,0.4556,0.472,0.29787695956707455
4226,2005,1254,LIU-Brooklyn,0.4536,0.4439,0.2933290116821623
4227,2005,1159,Colgate,0.451,0.4692,0.31724235316337385
4228,2005,1250,Lehigh,0.4502,0.4388,0.5020247342590486
4229,2005,1161,Colorado State,0.4489,0.5047,0.4427712442541031
4230,2005,1212,Grambling,0.4479,0.4211,0.2915425756685984
4231,2005,1270,McNeese State,0.4476,0.4668,0.31764720906391597
4232,2005,1375,South Alabama,0.4466,0.5015,0.21320652295944412
4233,2005,1106,Alabama State,0.4447,0.4288,0.3148089215309408
4234,2005,1421,NC-Asheville,0.4434,0.473,0.22089764092512157
4235,2005,1381,Southern Utah,0.4422,0.4426,0.26399763117399094
4236,2005,1391,Stetson,0.4419,0.4635,0.2072051981817293
4237,2005,1124,Baylor,0.4418,0.5132,0.1995405398690619
4238,2005,1265,Marist,0.4416,0.4592,0.37077158365012813
4239,2005,1286,Montana State,0.4401,0.4359,0.4272239173838217
4240,2005,1306,New Hampshire,0.4398,0.4856,0.21938240947480844
4241,2005,1185,Eastern Michigan,0.4381,0.473,0.35650272368782593
4242,2005,1183,Eastern Illinois,0.43700000000000006,0.4487,0.2834959462198681
4243,2005,1313,Norfolk State,0.4349,0.404,0.5249524316959285
4244,2005,1426,Texas-Arlington,0.4328,0.4443,0.2689222419173712
4245,2005,1156,Cleveland State,0.4326,0.4801,0.25780932272226564
4246,2005,1189,Elon,0.4316,0.4915,0.14552230230597352
4247,2005,1347,Radford,0.4308,0.4364,0.2897206458113537
4248,2005,1380,Southern,0.4299,0.4213,0.3871083142089715
4249,2005,1162,Columbia,0.4287,0.4283,0.42326405763003583
4250,2005,1126,Bethune-Cookman,0.4265,0.4139,0.29333124256014625
4251,2005,1157,Coastal Carolina,0.4262,0.4677,0.2612892314110937
4252,2005,1410,Texas-Pan American,0.4235,0.4586,0.176363215782429
4253,2005,1287,Morehead State,0.423,0.4489,0.11453891497730208
4254,2005,1308,New Mexico State,0.4211,0.5139,0.1263097197072009
4255,2005,1319,Northern Arizona,0.4188,0.4483,0.4540695753951623
4256,2005,1154,The Citadel,0.4141,0.4352,0.18233111046430625
4257,2005,1294,Northern Colorado,0.4129,0.4988,0.06226488455243897
4258,2005,1216,Hartford,0.4105,0.4685,0.09740967640846968
4259,2005,1406,Towson,0.408,0.4922,0.15660346849715034
4260,2005,1298,Navy,0.4067,0.4389,0.2677322467205453
4261,2005,1404,Tennessee-Martin,0.3968,0.4619,0.08960141800674512
4262,2005,1142,Cal Poly,0.3922,0.4792,0.07976000315058698
4263,2005,1226,Idaho State,0.3885,0.4339,0.15486658036342751
4264,2005,1299,North Carolina A&T;,0.3812,0.4509,0.1303601413171833
4265,2005,1291,Mount St. Mary's,0.3806,0.417,0.21647912509032521
4266,2005,1440,VMI,0.3794,0.4102,0.17352201674961207
4267,2005,1240,Jacksonville State,0.375,0.4576,0.17452840047448237
4268,2005,1144,Campbell,0.3697,0.4662,0.05407135963239112
4269,2005,1224,Howard,0.3647,0.4191,0.12213037672269746
4270,2005,1357,Sacred Heart,0.3606,0.4352,0.13327969942288206
4271,2005,1119,Army,0.3493,0.4574,0.03331942492933382
4272,2005,1255,Longwood,0.3386,0.4442,0.03670435092550942
4273,2005,1228,Illinois,0.6672,0.563,0.9712055830868697
4274,2005,1181,Duke,0.6576,0.5937,0.9356845442572762
4275,2005,1314,North Carolina,0.6535,0.5769,0.9628108404846449
4276,2005,1112,Arizona,0.6387,0.5772,0.868751137115627
4277,2005,1211,Gonzaga,0.637,0.5539,0.8634835475370042
4278,2005,1257,Louisville,0.6273,0.5537,0.9705902897544069
4279,2005,1458,Wisconsin,0.626,0.5846,0.8395342644699364
4280,2005,1356,Southern Illinois,0.6205,0.5504,0.8156649029171307
4281,2005,1328,Oklahoma,0.62,0.5711,0.9238394559893238
4282,2005,1393,Syracuse,0.6173,0.555,0.8939882150213219
4283,2005,1334,Pacific,0.6053,0.5078,0.8600672320475427
4284,2005,1153,Cincinnati,0.6034,0.5539,0.9149890652275259
4285,2005,1436,Vermont,0.6011,0.5135,0.9011784683245242
4286,2005,1403,Texas Tech,0.5913,0.5697,0.8187877572856389
4287,2005,1388,St. Mary's,0.5862,0.5286,0.7249827045611332
4288,2005,1305,Nevada,0.5851,0.5239,0.8150554400552994
4289,2005,1452,West Virginia,0.5847,0.555,0.7159769876595754
4290,2005,1338,Pittsburgh,0.5807,0.5503,0.8737065998495738
4291,2005,1417,UCLA,0.5803,0.564,0.6205673361673891
4292,2005,1278,Minnesota,0.5783,0.5563,0.7667556695328227
4293,2005,1400,Texas,0.5779,0.5569,0.8303437937472801
4294,2005,1166,Creighton,0.5758,0.5406,0.791699195870914
4295,2005,1138,Buffalo,0.5736,0.5201,0.6731794822046836
4296,2005,1325,Ohio,0.5693,0.5194,0.682271613563366
4297,2005,1429,Utah State,0.5667,0.491,0.9650316153969382
4298,2005,1283,Missouri State,0.5657,0.5554,0.7444037965316808
4299,2005,1318,Northeastern,0.5646,0.5088,0.7031952633457706
4300,2005,1203,George Washington,0.5639,0.4976,0.8800518576903636
4301,2005,1454,Wisconsin-Milwaukee,0.5631,0.471,0.8789463418166789
4302,2005,1231,Indepenedent,0.5617,0.5822,0.523374293807573
4303,2005,1235,Iowa State,0.5608,0.546,0.709038314726425
4304,2005,1137,Bucknell,0.5596,0.4942,0.7631391599201153
4305,2005,1221,Holy Cross,0.5574,0.4784,0.9221782229498489
4306,2005,1113,Arizona State,0.5563,0.564,0.6931509937449638
4307,2005,1103,Akron,0.5545,0.5151,0.7468028441958128
4308,2005,1281,Missouri,0.5542,0.596,0.4027725512526383
4309,2005,1435,Vanderbilt,0.5537,0.5616,0.8059421407526207
4310,2005,1220,Hofstra,0.5529999999999999,0.4855,0.7802799338860982
4311,2005,1172,Davidson,0.5517,0.5032,0.6283767929020532
4312,2005,1438,Virginia,0.5514,0.5865,0.35737189852932955
4313,2005,1457,Winthrop,0.5495,0.4433,0.8468878219800144
4314,2005,1131,Boston University,0.5492,0.4835,0.8775042837291582
4315,2005,1362,San Francisco,0.5485,0.5465,0.5279028570832734
4316,2005,1266,Marquette,0.5456,0.5409,0.6235924849647169
4317,2005,1376,South Carolina,0.5438,0.5616,0.6851513925986994
4318,2005,1424,UNLV,0.541,0.5473,0.5258321171749599
4319,2005,1450,Washington State,0.5406,0.5693,0.43868200790263534
4320,2005,1396,Temple,0.5387,0.5334,0.6497600885768422
4321,2005,1444,Western Michigan,0.5386,0.5092,0.7352758989387446
4322,2005,1116,Arkansas,0.5385,0.5291,0.8593979877991187
4323,2005,1331,Oral Roberts,0.5378,0.4531,0.8615492288059807
4324,2005,1333,Oregon State,0.5361,0.5297,0.44942863642431147
4325,2005,1397,Tennessee,0.5318,0.5757,0.5048828317635299
4326,2005,1416,UCF,0.5307,0.4632,0.6596692844974735
4327,2005,1169,Cal State Northridge,0.529,0.4988,0.6970275690387531
4328,2005,1439,Virginia Tech,0.527,0.5331,0.5108036091590784
4329,2005,1102,Air Force,0.5259,0.4918,0.8115853260335196
4330,2005,1184,Eastern Kentucky,0.5221,0.4399,0.6417791405903457
4331,2005,1343,Princeton,0.5217,0.5075,0.5644679207058211
4332,2005,1229,Illinois State,0.5213,0.5147,0.5126922021487661
