num,year,id,team,RPI,SOS,PE
1500,2012,1365,Santa Clara,0.4121,0.4881,0.18411441287067737
1501,2012,1365,Santa Clara,0.4121,0.4881,0.18411441287067737
1502,2012,1365,Santa Clara,0.4121,0.4881,0.18411441287067737
1503,2012,1389,St. Peter's,0.4111,0.4943,0.08306444650114617
1504,2012,1389,St. Peter's,0.4111,0.4943,0.08306444650114617
1505,2012,1389,St. Peter's,0.4111,0.4943,0.08306444650114617
1506,2012,1216,Hartford,0.4063,0.4393,0.1705488050119603
1507,2012,1216,Hartford,0.4063,0.4393,0.1705488050119603
1508,2012,1216,Hartford,0.4063,0.4393,0.1705488050119603
1509,2012,1260,Loyola-Chicago,0.4043,0.4601,0.17646501242296503
1510,2012,1260,Loyola-Chicago,0.4043,0.4601,0.17646501242296503
1511,2012,1260,Loyola-Chicago,0.4043,0.4601,0.17646501242296503
1512,2012,1406,Towson,0.40299999999999997,0.5273,0.014462786314028128
1513,2012,1406,Towson,0.40299999999999997,0.5273,0.014462786314028128
1514,2012,1406,Towson,0.40299999999999997,0.5273,0.014462786314028128
1515,2012,1135,Brown,0.4016,0.464,0.12974917719461518
1516,2012,1135,Brown,0.4016,0.464,0.12974917719461518
1517,2012,1135,Brown,0.4016,0.464,0.12974917719461518
1518,2012,1170,Sacramento State,0.3999,0.4268,0.3099388747378597
1519,2012,1170,Sacramento State,0.3999,0.4268,0.3099388747378597
1520,2012,1170,Sacramento State,0.3999,0.4268,0.3099388747378597
1521,2012,1419,Louisiana-Monroe,0.3981,0.4778,0.07890591885225652
1522,2012,1419,Louisiana-Monroe,0.3981,0.4778,0.07890591885225652
1523,2012,1419,Louisiana-Monroe,0.3981,0.4778,0.07890591885225652
1524,2012,1394,Texas A&amp;M-Corpus; Christi,0.3957,0.4547,0.11661985491335743
1525,2012,1394,Texas A&amp;M-Corpus; Christi,0.3957,0.4547,0.11661985491335743
1526,2012,1394,Texas A&amp;M-Corpus; Christi,0.3957,0.4547,0.11661985491335743
1527,2012,1238,Jackson State,0.39299999999999996,0.445,0.08229697537368898
1528,2012,1238,Jackson State,0.39299999999999996,0.445,0.08229697537368898
1529,2012,1238,Jackson State,0.39299999999999996,0.445,0.08229697537368898
1530,2012,1169,Cal State Northridge,0.3887,0.439,0.12221889186916601
1531,2012,1169,Cal State Northridge,0.3887,0.439,0.12221889186916601
1532,2012,1169,Cal State Northridge,0.3887,0.439,0.12221889186916601
1533,2012,1154,The Citadel,0.3855,0.4657,0.0965121844933463
1534,2012,1154,The Citadel,0.3855,0.4657,0.0965121844933463
1535,2012,1154,The Citadel,0.3855,0.4657,0.0965121844933463
1536,2012,1298,Navy,0.3805,0.479,0.09739786793130456
1537,2012,1298,Navy,0.3805,0.479,0.09739786793130456
1538,2012,1298,Navy,0.3805,0.479,0.09739786793130456
1539,2012,1347,Radford,0.3791,0.4651,0.10887653266386067
1540,2012,1347,Radford,0.3791,0.4651,0.10887653266386067
1541,2012,1347,Radford,0.3791,0.4651,0.10887653266386067
1542,2012,1244,Kennesaw State,0.3761,0.473,0.04990331729077937
1543,2012,1244,Kennesaw State,0.3761,0.473,0.04990331729077937
1544,2012,1244,Kennesaw State,0.3761,0.473,0.04990331729077937
1545,2012,1145,Canisius,0.3755,0.4429,0.11782741653222359
1546,2012,1145,Canisius,0.3755,0.4429,0.11782741653222359
1547,2012,1145,Canisius,0.3755,0.4429,0.11782741653222359
1548,2012,1108,Alcorn State,0.3686,0.4004,0.12599025513810663
1549,2012,1108,Alcorn State,0.3686,0.4004,0.12599025513810663
1550,2012,1108,Alcorn State,0.3686,0.4004,0.12599025513810663
1551,2012,1152,Chicago State,0.3667,0.4487,0.03835072400378001
1552,2012,1152,Chicago State,0.3667,0.4487,0.03835072400378001
1553,2012,1152,Chicago State,0.3667,0.4487,0.03835072400378001
1554,2012,1420,Maryland-Baltimore County,0.3632,0.4262,0.05997694830190424
1555,2012,1420,Maryland-Baltimore County,0.3632,0.4262,0.05997694830190424
1556,2012,1420,Maryland-Baltimore County,0.3632,0.4262,0.05997694830190424
1557,2012,1212,Grambling,0.3531,0.4077,0.02006366858352907
1558,2012,1212,Grambling,0.3531,0.4077,0.02006366858352907
1559,2012,1212,Grambling,0.3531,0.4077,0.02006366858352907
1560,2012,1354,South Carolina State,0.3408,0.4194,0.05386857999139493
1561,2012,1354,South Carolina State,0.3408,0.4194,0.05386857999139493
1562,2012,1354,South Carolina State,0.3408,0.4194,0.05386857999139493
1563,2012,1246,Kentucky,0.6652,0.5868,0.9745489826563631
1564,2012,1246,Kentucky,0.6652,0.5868,0.9745489826563631
1565,2012,1246,Kentucky,0.6652,0.5868,0.9745489826563631
1566,2012,1314,North Carolina,0.6576,0.6,0.944578174976475
1567,2012,1314,North Carolina,0.6576,0.6,0.944578174976475
1568,2012,1314,North Carolina,0.6576,0.6,0.944578174976475
1569,2012,1242,Kansas,0.6417,0.6001,0.9350537095410785
1570,2012,1242,Kansas,0.6417,0.6001,0.9350537095410785
1571,2012,1242,Kansas,0.6417,0.6001,0.9350537095410785
1572,2012,1124,Baylor,0.6331,0.5923,0.8577526227287037
1573,2012,1124,Baylor,0.6331,0.5923,0.8577526227287037
1574,2012,1124,Baylor,0.6331,0.5923,0.8577526227287037
1575,2012,1281,Missouri,0.6298,0.5424,0.9417414498155963
1576,2012,1281,Missouri,0.6298,0.5424,0.9417414498155963
1577,2012,1281,Missouri,0.6298,0.5424,0.9417414498155963
1578,2012,1455,Wichita State,0.622,0.5506,0.9443246339146388
1579,2012,1455,Wichita State,0.622,0.5506,0.9443246339146388
1580,2012,1455,Wichita State,0.622,0.5506,0.9443246339146388
1581,2012,1257,Louisville,0.6207,0.604,0.8376067032971707
1582,2012,1257,Louisville,0.6207,0.604,0.8376067032971707
1583,2012,1257,Louisville,0.6207,0.604,0.8376067032971707
1584,2012,1272,Memphis,0.6196,0.5731,0.9203612987561725
1585,2012,1272,Memphis,0.6196,0.5731,0.9203612987561725
1586,2012,1272,Memphis,0.6196,0.5731,0.9203612987561725
1587,2012,1424,UNLV,0.6158,0.5548,0.8674616824544454
1588,2012,1424,UNLV,0.6158,0.5548,0.8674616824544454
1589,2012,1424,UNLV,0.6158,0.5548,0.8674616824544454
1590,2012,1396,Temple,0.6153,0.549,0.7629784077970493
1591,2012,1396,Temple,0.6153,0.549,0.7629784077970493
1592,2012,1396,Temple,0.6153,0.549,0.7629784077970493
1593,2012,1293,Murray State,0.6119,0.5032,0.9184469962462671
1594,2012,1293,Murray State,0.6119,0.5032,0.9184469962462671
1595,2012,1293,Murray State,0.6119,0.5032,0.9184469962462671
1596,2012,1166,Creighton,0.608,0.5298,0.8758069876359285
1597,2012,1166,Creighton,0.608,0.5298,0.8758069876359285
1598,2012,1166,Creighton,0.608,0.5298,0.8758069876359285
1599,2012,1361,San Diego State,0.6063,0.5459,0.7713846318581623
1600,2012,1361,San Diego State,0.6063,0.5459,0.7713846318581623
1601,2012,1361,San Diego State,0.6063,0.5459,0.7713846318581623
1602,2012,1388,St. Mary's,0.6058,0.5238,0.9029434617429599
1603,2012,1388,St. Mary's,0.6058,0.5238,0.9029434617429599
1604,2012,1388,St. Mary's,0.6058,0.5238,0.9029434617429599
1605,2012,1196,Florida,0.605,0.5811,0.8814094106055691
1606,2012,1196,Florida,0.605,0.5811,0.8814094106055691
1607,2012,1196,Florida,0.605,0.5811,0.8814094106055691
1608,2012,1163,Connecticut,0.5937,0.5974,0.7289812188687173
1609,2012,1163,Connecticut,0.5937,0.5974,0.7289812188687173
1610,2012,1163,Connecticut,0.5937,0.5974,0.7289812188687173
1611,2012,1253,Long Beach State,0.5901,0.5184,0.8634676063275628
1612,2012,1253,Long Beach State,0.5901,0.5184,0.8634676063275628
1613,2012,1253,Long Beach State,0.5901,0.5184,0.8634676063275628
1614,2012,1104,Alabama,0.5883,0.5686,0.8237025741740629
1615,2012,1104,Alabama,0.5883,0.5686,0.8237025741740629
1616,2012,1104,Alabama,0.5883,0.5686,0.8237025741740629
1617,2012,1433,Virginia Commonwealth,0.5842,0.5095,0.8668823763788792
1618,2012,1433,Virginia Commonwealth,0.5842,0.5095,0.8668823763788792
1619,2012,1433,Virginia Commonwealth,0.5842,0.5095,0.8668823763788792
1620,2012,1233,Iona,0.5819,0.507,0.8711575139666405
1621,2012,1233,Iona,0.5819,0.507,0.8711575139666405
1622,2012,1233,Iona,0.5819,0.507,0.8711575139666405
1623,2012,1153,Cincinnati,0.5804,0.553,0.8281851023217228
1624,2012,1153,Cincinnati,0.5804,0.553,0.8281851023217228
1625,2012,1153,Cincinnati,0.5804,0.553,0.8281851023217228
1626,2012,1267,Marshall,0.5798,0.5686,0.6179789699604386
1627,2012,1267,Marshall,0.5798,0.5686,0.6179789699604386
1628,2012,1267,Marshall,0.5798,0.5686,0.6179789699604386
1629,2012,1325,Ohio,0.5782,0.5071,0.8294091849236956
1630,2012,1325,Ohio,0.5782,0.5071,0.8294091849236956
1631,2012,1325,Ohio,0.5782,0.5071,0.8294091849236956
1632,2012,1243,Kansas State,0.5775,0.561,0.8304715881793138
1633,2012,1243,Kansas State,0.5775,0.561,0.8304715881793138
1634,2012,1243,Kansas State,0.5775,0.561,0.8304715881793138
1635,2012,1400,Texas,0.5771,0.5758,0.7759743647398903
1636,2012,1400,Texas,0.5771,0.5758,0.7759743647398903
1637,2012,1400,Texas,0.5771,0.5758,0.7759743647398903
1638,2012,1378,South Florida,0.5763,0.577,0.588888920758118
1639,2012,1378,South Florida,0.5763,0.577,0.588888920758118
1640,2012,1378,South Florida,0.5763,0.577,0.588888920758118
1641,2012,1416,UCF,0.5757,0.5383,0.6191235817555322
1642,2012,1416,UCF,0.5757,0.5383,0.6191235817555322
1643,2012,1416,UCF,0.5757,0.5383,0.6191235817555322
1644,2012,1292,Middle Tennessee,0.5738,0.4951,0.8769203074884375
1645,2012,1292,Middle Tennessee,0.5738,0.4951,0.8769203074884375
1646,2012,1292,Middle Tennessee,0.5738,0.4951,0.8769203074884375
1647,2012,1125,Belmont,0.573,0.4902,0.9308910161450549
1648,2012,1125,Belmont,0.573,0.4902,0.9308910161450549
1649,2012,1125,Belmont,0.573,0.4902,0.9308910161450549
1650,2012,1274,Miami (Fla.),0.5724,0.557,0.7310259139745818
1651,2012,1274,Miami (Fla.),0.5724,0.557,0.7310259139745818
1652,2012,1274,Miami (Fla.),0.5724,0.557,0.7310259139745818
1653,2012,1160,Colorado,0.5717,0.5497,0.6416649378653332
1654,2012,1160,Colorado,0.5717,0.5497,0.6416649378653332
1655,2012,1160,Colorado,0.5717,0.5497,0.6416649378653332
1656,2012,1172,Davidson,0.5705,0.4987,0.859693364241007
1657,2012,1172,Davidson,0.5705,0.4987,0.859693364241007
1658,2012,1172,Davidson,0.5705,0.4987,0.859693364241007
1659,2012,1180,Drexel,0.5701,0.486,0.8952308611073888
1660,2012,1180,Drexel,0.5701,0.486,0.8952308611073888
1661,2012,1180,Drexel,0.5701,0.486,0.8952308611073888
1662,2012,1371,Seton Hall,0.5693,0.5569,0.7440218141216215
1663,2012,1371,Seton Hall,0.5693,0.5569,0.7440218141216215
1664,2012,1371,Seton Hall,0.5693,0.5569,0.7440218141216215
1665,2012,1451,Weber State,0.5658,0.4733,0.747199521267104
1666,2012,1451,Weber State,0.5658,0.4733,0.747199521267104
1667,2012,1451,Weber State,0.5658,0.4733,0.747199521267104
1668,2012,1382,St. Bonaventure,0.5614,0.5236,0.7622051857295472
1669,2012,1382,St. Bonaventure,0.5614,0.5236,0.7622051857295472
1670,2012,1382,St. Bonaventure,0.5614,0.5236,0.7622051857295472
1671,2012,1285,Montana,0.5609,0.4825,0.8683338343400786
1672,2012,1285,Montana,0.5609,0.4825,0.8683338343400786
1673,2012,1285,Montana,0.5609,0.4825,0.8683338343400786
1674,2012,1112,Arizona,0.5582,0.5269,0.807147463129442
1675,2012,1112,Arizona,0.5582,0.5269,0.807147463129442
1676,2012,1112,Arizona,0.5582,0.5269,0.807147463129442
1677,2012,1259,Loyola-Maryland,0.5571,0.4854,0.6901346772760433
1678,2012,1259,Loyola-Maryland,0.5571,0.4854,0.6901346772760433
1679,2012,1259,Loyola-Maryland,0.5571,0.4854,0.6901346772760433
1680,2012,1254,LIU-Brooklyn,0.5553,0.4711,0.6887898689348123
1681,2012,1254,LIU-Brooklyn,0.5553,0.4711,0.6887898689348123
1682,2012,1254,LIU-Brooklyn,0.5553,0.4711,0.6887898689348123
1683,2012,1206,George Mason,0.5543,0.4852,0.7555383307369408
1684,2012,1206,George Mason,0.5543,0.4852,0.7555383307369408
1685,2012,1206,George Mason,0.5543,0.4852,0.7555383307369408
1686,2012,1261,LSU,0.5529999999999999,0.553,0.5970513094648441
1687,2012,1261,LSU,0.5529999999999999,0.553,0.5970513094648441
1688,2012,1261,LSU,0.5529999999999999,0.553,0.5970513094648441
1689,2012,1247,La Salle,0.5521,0.5182,0.8087525943855864
1690,2012,1247,La Salle,0.5521,0.5182,0.8087525943855864
1691,2012,1247,La Salle,0.5521,0.5182,0.8087525943855864
1692,2012,1343,Princeton,0.5518,0.5124,0.7170800240138154
1693,2012,1343,Princeton,0.5518,0.5124,0.7170800240138154
1694,2012,1343,Princeton,0.5518,0.5124,0.7170800240138154
1695,2012,1278,Minnesota,0.5486,0.5672,0.6502900111725756
1696,2012,1278,Minnesota,0.5486,0.5672,0.6502900111725756
1697,2012,1278,Minnesota,0.5486,0.5672,0.6502900111725756
1698,2012,1447,Wagner,0.5465,0.4572,0.8630475077609167
1699,2012,1447,Wagner,0.5465,0.4572,0.8630475077609167
1700,2012,1447,Wagner,0.5465,0.4572,0.8630475077609167
1701,2012,1228,Illinois,0.5449,0.5655,0.5715205076548967
1702,2012,1228,Illinois,0.5449,0.5655,0.5715205076548967
1703,2012,1228,Illinois,0.5449,0.5655,0.5715205076548967
1704,2012,1338,Pittsburgh,0.5434,0.5587,0.6283638185930371
1705,2012,1338,Pittsburgh,0.5434,0.5587,0.6283638185930371
1706,2012,1338,Pittsburgh,0.5434,0.5587,0.6283638185930371
1707,2012,1335,Pennsylvania,0.5427,0.5203,0.5674172853524817
1708,2012,1335,Pennsylvania,0.5427,0.5203,0.5674172853524817
1709,2012,1335,Pennsylvania,0.5427,0.5203,0.5674172853524817
1710,2012,1229,Illinois State,0.5389,0.5228,0.6954979729526984
1711,2012,1229,Illinois State,0.5389,0.5228,0.6954979729526984
1712,2012,1229,Illinois State,0.5389,0.5228,0.6954979729526984
1713,2012,1463,Yale,0.5385,0.476,0.5924757977924491
1714,2012,1463,Yale,0.5385,0.476,0.5924757977924491
1715,2012,1463,Yale,0.5385,0.476,0.5924757977924491
1716,2012,1421,NC-Asheville,0.5382,0.4881,0.7584008174948179
1717,2012,1421,NC-Asheville,0.5382,0.4881,0.7584008174948179
1718,2012,1421,NC-Asheville,0.5382,0.4881,0.7584008174948179
1719,2012,1245,Kent State,0.5359,0.4935,0.707844868413365
1720,2012,1245,Kent State,0.5359,0.4935,0.707844868413365
1721,2012,1245,Kent State,0.5359,0.4935,0.707844868413365
1722,2012,1249,Lamar,0.5356,0.4781,0.7952592142024816
1723,2012,1249,Lamar,0.5356,0.4781,0.7952592142024816
1724,2012,1249,Lamar,0.5356,0.4781,0.7952592142024816
1725,2012,1426,Texas-Arlington,0.5351,0.4542,0.8522046321081411
1726,2012,1426,Texas-Arlington,0.5351,0.4542,0.8522046321081411
1727,2012,1426,Texas-Arlington,0.5351,0.4542,0.8522046321081411
1728,2012,1139,Butler,0.5338,0.5181,0.5696606725232696
1729,2012,1139,Butler,0.5338,0.5181,0.5696606725232696
1730,2012,1139,Butler,0.5338,0.5181,0.5696606725232696
1731,2012,1116,Arkansas,0.5332,0.5416,0.6029180102058203
1732,2012,1116,Arkansas,0.5332,0.5416,0.6029180102058203
1733,2012,1116,Arkansas,0.5332,0.5416,0.6029180102058203
1734,2012,1439,Virginia Tech,0.5318,0.5595,0.6446642802262449
1735,2012,1439,Virginia Tech,0.5318,0.5595,0.6446642802262449
1736,2012,1439,Virginia Tech,0.5318,0.5595,0.6446642802262449
1737,2012,1364,Santa Barbara,0.5286,0.4808,0.7574277724130419
1738,2012,1364,Santa Barbara,0.5286,0.4808,0.7574277724130419
1739,2012,1364,Santa Barbara,0.5286,0.4808,0.7574277724130419
1740,2012,1437,Villanova,0.5282,0.5797,0.5122963835263811
1741,2012,1437,Villanova,0.5282,0.5797,0.5122963835263811
1742,2012,1437,Villanova,0.5282,0.5797,0.5122963835263811
1743,2012,1158,College of Charleston,0.5268,0.494,0.6172567659162117
1744,2012,1158,College of Charleston,0.5268,0.494,0.6172567659162117
1745,2012,1158,College of Charleston,0.5268,0.494,0.6172567659162117
1746,2012,1454,Wisconsin-Milwaukee,0.5251,0.4955,0.6040794153261648
1747,2012,1454,Wisconsin-Milwaukee,0.5251,0.4955,0.6040794153261648
1748,2012,1454,Wisconsin-Milwaukee,0.5251,0.4955,0.6040794153261648
1749,2012,1350,Richmond,0.5237,0.5259,0.591566332306653
1750,2012,1350,Richmond,0.5237,0.5259,0.591566332306653
1751,2012,1350,Richmond,0.5237,0.5259,0.591566332306653
1752,2012,1313,Norfolk State,0.5225,0.4562,0.6397050535783345
1753,2012,1313,Norfolk State,0.5225,0.4562,0.6397050535783345
1754,2012,1313,Norfolk State,0.5225,0.4562,0.6397050535783345
1755,2012,1234,Iowa,0.5208,0.5444,0.5293867418600213
1756,2012,1234,Iowa,0.5208,0.5444,0.5293867418600213
1757,2012,1234,Iowa,0.5208,0.5444,0.5293867418600213
1758,2012,1333,Oregon State,0.5198,0.5159,0.7225051969493016
1759,2012,1333,Oregon State,0.5198,0.5159,0.7225051969493016
1760,2012,1333,Oregon State,0.5198,0.5159,0.7225051969493016
1761,2012,1179,Drake,0.5185,0.5136,0.47142346562092907
1762,2012,1179,Drake,0.5185,0.5136,0.47142346562092907
1763,2012,1179,Drake,0.5185,0.5136,0.47142346562092907
1764,2012,1362,San Francisco,0.5177,0.4951,0.6190609005204224
1765,2012,1362,San Francisco,0.5177,0.4951,0.6190609005204224
1766,2012,1362,San Francisco,0.5177,0.4951,0.6190609005204224
1767,2012,1328,Oklahoma,0.5151,0.5422,0.5309441940641524
1768,2012,1328,Oklahoma,0.5151,0.5422,0.5309441940641524
1769,2012,1328,Oklahoma,0.5151,0.5422,0.5309441940641524
1770,2012,1209,Georgia State,0.5137,0.4703,0.8635972668122575
1771,2012,1209,Georgia State,0.5137,0.4703,0.8635972668122575
1772,2012,1209,Georgia State,0.5137,0.4703,0.8635972668122575
1773,2012,1324,Oakland,0.513,0.505,0.5296573369056536
1774,2012,1324,Oakland,0.513,0.505,0.5296573369056536
1775,2012,1324,Oakland,0.513,0.505,0.5296573369056536
1776,2012,1290,Mississippi Valley State,0.5124,0.4384,0.48170549669010104
1777,2012,1290,Mississippi Valley State,0.5124,0.4384,0.48170549669010104
1778,2012,1290,Mississippi Valley State,0.5124,0.4384,0.48170549669010104
1779,2012,1225,Idaho,0.5116,0.4982,0.5940965298419364
1780,2012,1225,Idaho,0.5116,0.4982,0.5940965298419364
1781,2012,1225,Idaho,0.5116,0.4982,0.5940965298419364
1782,2012,1453,Green Bay,0.5103,0.5107,0.3276168490152331
1783,2012,1453,Green Bay,0.5103,0.5107,0.3276168490152331
1784,2012,1453,Green Bay,0.5103,0.5107,0.3276168490152331
1785,2012,1442,Western Illinois,0.5091,0.4986,0.5211272953304998
1786,2012,1442,Western Illinois,0.5091,0.4986,0.5211272953304998
1787,2012,1442,Western Illinois,0.5091,0.4986,0.5211272953304998
1788,2012,1392,Stony Brook,0.5086,0.433,0.7924712642260473
1789,2012,1392,Stony Brook,0.5086,0.433,0.7924712642260473
1790,2012,1392,Stony Brook,0.5086,0.433,0.7924712642260473
1791,2012,1304,Nebraska,0.5065,0.5578,0.26092415726443813
1792,2012,1304,Nebraska,0.5065,0.5578,0.26092415726443813
1793,2012,1304,Nebraska,0.5065,0.5578,0.26092415726443813
1794,2012,1344,Providence,0.5045,0.5285,0.4795508425821451
1795,2012,1344,Providence,0.5045,0.5285,0.4795508425821451
1796,2012,1344,Providence,0.5045,0.5285,0.4795508425821451
1797,2012,1132,Bowling Green,0.504,0.5007,0.5937645471086161
1798,2012,1132,Bowling Green,0.504,0.5007,0.5937645471086161
1799,2012,1132,Bowling Green,0.504,0.5007,0.5937645471086161
1800,2012,1256,Louisiana Tech,0.5031,0.5003,0.4269182895511463
1801,2012,1256,Louisiana Tech,0.5031,0.5003,0.4269182895511463
1802,2012,1256,Louisiana Tech,0.5031,0.5003,0.4269182895511463
1803,2012,1149,Charleston Southern,0.5023,0.4564,0.598994632988385
1804,2012,1149,Charleston Southern,0.5023,0.4564,0.598994632988385
1805,2012,1149,Charleston Southern,0.5023,0.4564,0.598994632988385
1806,2012,1187,East Carolina,0.5011,0.5342,0.4942188764230045
1807,2012,1187,East Carolina,0.5011,0.5342,0.4942188764230045
1808,2012,1187,East Carolina,0.5011,0.5342,0.4942188764230045
1809,2012,1287,Morehead State,0.4983,0.4825,0.43435660230294565
1810,2012,1287,Morehead State,0.4983,0.4825,0.43435660230294565
1811,2012,1287,Morehead State,0.4983,0.4825,0.43435660230294565
1812,2012,1102,Air Force,0.4962,0.5377,0.35845106791470166
1813,2012,1102,Air Force,0.4962,0.5377,0.35845106791470166
1814,2012,1102,Air Force,0.4962,0.5377,0.35845106791470166
1815,2012,1464,Youngstown State,0.4948,0.4834,0.4928598258275249
1816,2012,1464,Youngstown State,0.4948,0.4834,0.4928598258275249
1817,2012,1464,Youngstown State,0.4948,0.4834,0.4928598258275249
1818,2012,1318,Northeastern,0.4928,0.4931,0.348958605451325
1819,2012,1318,Northeastern,0.4928,0.4931,0.348958605451325
1820,2012,1318,Northeastern,0.4928,0.4931,0.348958605451325
1821,2012,1270,McNeese State,0.49200000000000005,0.4747,0.3905399529731155
1822,2012,1270,McNeese State,0.49200000000000005,0.4747,0.3905399529731155
1823,2012,1270,McNeese State,0.49200000000000005,0.4747,0.3905399529731155
1824,2012,1221,Holy Cross,0.4912,0.4707,0.40653004299343626
1825,2012,1221,Holy Cross,0.4912,0.4707,0.40653004299343626
1826,2012,1221,Holy Cross,0.4912,0.4707,0.40653004299343626
1827,2012,1190,E. Tennessee State,0.4911,0.4651,0.5710046830708465
1828,2012,1190,E. Tennessee State,0.4911,0.4651,0.5710046830708465
1829,2012,1190,E. Tennessee State,0.4911,0.4651,0.5710046830708465
1830,2012,1165,Cornell,0.49,0.5102,0.34462075575889906
1831,2012,1165,Cornell,0.49,0.5102,0.34462075575889906
1832,2012,1165,Cornell,0.49,0.5102,0.34462075575889906
1833,2012,1448,Wake Forest,0.4895,0.5225,0.26673711837286657
1834,2012,1448,Wake Forest,0.4895,0.5225,0.26673711837286657
1835,2012,1448,Wake Forest,0.4895,0.5225,0.26673711837286657
1836,2012,1450,Washington State,0.4882,0.5119,0.5579548695404393
1837,2012,1450,Washington State,0.4882,0.5119,0.5579548695404393
1838,2012,1450,Washington State,0.4882,0.5119,0.5579548695404393
1839,2012,1162,Columbia,0.488,0.488,0.5157212419931707
1840,2012,1162,Columbia,0.488,0.488,0.5157212419931707
1841,2012,1162,Columbia,0.488,0.488,0.5157212419931707
1842,2012,1203,George Washington,0.4876,0.5424,0.2626203465090555
1843,2012,1203,George Washington,0.4876,0.5424,0.2626203465090555
1844,2012,1203,George Washington,0.4876,0.5424,0.2626203465090555
1845,2012,1131,Boston University,0.4856,0.4611,0.5187470756042013
1846,2012,1131,Boston University,0.4856,0.4611,0.5187470756042013
1847,2012,1131,Boston University,0.4856,0.4611,0.5187470756042013
1848,2012,1122,Austin Peay,0.484,0.517,0.3060095081642504
1849,2012,1122,Austin Peay,0.484,0.517,0.3060095081642504
1850,2012,1122,Austin Peay,0.484,0.517,0.3060095081642504
1851,2012,1376,South Carolina,0.4817,0.558,0.3109933025966743
1852,2012,1376,South Carolina,0.4817,0.558,0.3109933025966743
1853,2012,1376,South Carolina,0.4817,0.558,0.3109933025966743
1854,2012,1427,Texas-San Antonio,0.4808,0.4471,0.6242889166016978
1855,2012,1427,Texas-San Antonio,0.4808,0.4471,0.6242889166016978
1856,2012,1427,Texas-San Antonio,0.4808,0.4471,0.6242889166016978
1857,2012,1177,DePaul,0.4801,0.5222,0.38319502894994484
1858,2012,1177,DePaul,0.4801,0.5222,0.38319502894994484
1859,2012,1177,DePaul,0.4801,0.5222,0.38319502894994484
1860,2012,1351,Rider,0.4782,0.4996,0.36100823218995504
1861,2012,1351,Rider,0.4782,0.4996,0.36100823218995504
1862,2012,1351,Rider,0.4782,0.4996,0.36100823218995504
1863,2012,1372,Stephen F. Austin,0.4773,0.4357,0.7364529694072017
1864,2012,1372,Stephen F. Austin,0.4773,0.4357,0.7364529694072017
1865,2012,1372,Stephen F. Austin,0.4773,0.4357,0.7364529694072017
1866,2012,1218,Hawaii,0.4762,0.4931,0.39546802112022594
1867,2012,1218,Hawaii,0.4762,0.4931,0.39546802112022594
1868,2012,1218,Hawaii,0.4762,0.4931,0.39546802112022594
1869,2012,1144,Campbell,0.4746,0.4406,0.44096081068423526
1870,2012,1144,Campbell,0.4746,0.4406,0.44096081068423526
1871,2012,1144,Campbell,0.4746,0.4406,0.44096081068423526
1872,2012,1195,Florida Gulf Coast,0.4744,0.4781,0.4782209697642468
1873,2012,1195,Florida Gulf Coast,0.4744,0.4781,0.4782209697642468
1874,2012,1195,Florida Gulf Coast,0.4744,0.4781,0.4782209697642468
1875,2012,1237,IUPUI,0.4714,0.4949,0.40058428409970465
1876,2012,1237,IUPUI,0.4714,0.4949,0.40058428409970465
1877,2012,1237,IUPUI,0.4714,0.4949,0.40058428409970465
1878,2012,1167,Cal State Bakersfield,0.4703,0.4519,0.3958702436102151
1879,2012,1167,Cal State Bakersfield,0.4703,0.4519,0.3958702436102151
1880,2012,1167,Cal State Bakersfield,0.4703,0.4519,0.3958702436102151
1881,2012,1107,Albany,0.4701,0.4255,0.662001739877757
1882,2012,1107,Albany,0.4701,0.4255,0.662001739877757
1883,2012,1107,Albany,0.4701,0.4255,0.662001739877757
1884,2012,1322,Northwestern State,0.4697,0.4611,0.39530181624889393
1885,2012,1322,Northwestern State,0.4697,0.4611,0.39530181624889393
1886,2012,1322,Northwestern State,0.4697,0.4611,0.39530181624889393
1887,2012,1142,Cal Poly,0.4694,0.4387,0.6713351589341094
1888,2012,1142,Cal Poly,0.4694,0.4387,0.6713351589341094
1889,2012,1142,Cal Poly,0.4694,0.4387,0.6713351589341094
1890,2012,1240,Jacksonville State,0.4677,0.4724,0.5201062209350279
1891,2012,1240,Jacksonville State,0.4677,0.4724,0.5201062209350279
1892,2012,1240,Jacksonville State,0.4677,0.4724,0.5201062209350279
1893,2012,1117,Arkansas State,0.4668,0.4908,0.36038591631164496
1894,2012,1117,Arkansas State,0.4668,0.4908,0.36038591631164496
1895,2012,1117,Arkansas State,0.4668,0.4908,0.36038591631164496
1896,2012,1460,Wright State,0.4661,0.4934,0.26673361007855406
1897,2012,1460,Wright State,0.4661,0.4934,0.26673361007855406
1898,2012,1460,Wright State,0.4661,0.4934,0.26673361007855406
1899,2012,1184,Eastern Kentucky,0.4655,0.4547,0.37052415071806916
1900,2012,1184,Eastern Kentucky,0.4655,0.4547,0.37052415071806916
1901,2012,1184,Eastern Kentucky,0.4655,0.4547,0.37052415071806916
1902,2012,1189,Elon,0.4634,0.4605,0.2962572793307465
1903,2012,1189,Elon,0.4634,0.4605,0.2962572793307465
1904,2012,1189,Elon,0.4634,0.4605,0.2962572793307465
1905,2012,1430,Utah Valley,0.46299999999999997,0.423,0.5366556842135417
1906,2012,1430,Utah Valley,0.46299999999999997,0.423,0.5366556842135417
1907,2012,1430,Utah Valley,0.46299999999999997,0.423,0.5366556842135417
