,Team,RPI
179,Marquette,0.6056
180,Indepenedent,0.6028
181,UNLV,0.6019
182,Notre Dame,0.5985
183,Southern California,0.5930
184,Gonzaga,0.5923
185,Dayton,0.5906
186,Miami (Fla.),0.5884
187,St. Mary's,0.5870
188,South Alabama,0.5867
189,Mississippi State,0.5819
190,Massachusetts,0.5786
191,Saint Joseph's,0.5779
192,Creighton,0.5754
193,Mississippi,0.5749
194,Kansas State,0.5728
195,Virginia Tech,0.5714
196,Virginia Commonwealth,0.5708
197,UAB,0.5692
198,Oregon,0.5663
199,Florida State,0.5647
200,Southern Illinois,0.5639
201,Stephen F. Austin,0.5583
202,Siena,0.5571
203,Charlotte,0.5550
204,Utah State,0.5545
205,Miami (Ohio),0.5535
206,Texas Tech,0.5532
207,Ohio,0.5526
208,Oklahoma State,0.5523
209,Cal State Fullerton,0.5515
210,San Diego State,0.5509
211,Austin Peay,0.5494
212,Wright State,0.5481
213,Maryland-Baltimore County,0.5462
214,Portland State,0.5452
215,California,0.5428
216,San Diego,0.5414
217,Nebraska,0.5389
218,Georgia,0.5385
219,Wake Forest,0.5374
220,Texas-El Paso,0.5359
221,Illinois,0.5345
222,Brown,0.5326
223,Winthrop,0.5310
224,Middle Tennessee,0.5309
225,Providence,0.5305
226,Alabama,0.5298
227,Niagara,0.5286
228,Cincinnati,0.5273
229,Richmond,0.5255
230,Wagner,0.5246
231,New Mexico State,0.5235
232,NC-Wilmington,0.5232
233,Indiana State,0.5227
234,Duquesne,0.5220
235,Georgia Southern,0.5219
236,Morgan State,0.5211
237,Illinois-Chicago,0.5199
238,South Carolina,0.5191
239,Pacific,0.5179
240,North Texas,0.5166
241,Marshall,0.5152
242,Chattanooga,0.5151
243,Green Bay,0.5110
244,Hampton,0.5088
245,California Irvine,0.5075
246,Appalachian State,0.5069
247,St. John's,0.5061
248,DePaul,0.5055
249,Tulane,0.5042
250,UCF,0.5029
251,Jacksonville,0.5023
252,New Orleans,0.5000
253,Fordham,0.4974
254,Northeastern,0.4965
255,Arkansas-Little Rock,0.4964
256,LSU,0.4955
257,Fairfield,0.4950
258,Wisconsin-Milwaukee,0.4934
259,Iowa State,0.4930
260,Louisiana-Lafayette,0.4928
261,Central Michigan,0.4893
262,Santa Clara,0.4830
263,Murray State,0.4798
264,Northwestern State,0.4789
265,Iowa,0.4787
266,North Dakota State,0.4778
267,College of Charleston,0.4766
268,TCU,0.4758
269,Gardner-Webb,0.4744
270,LIU-Brooklyn,0.4738
271,Pepperdine,0.4729
272,Albany,0.4724
273,Central Connecticut State,0.4714
274,Elon,0.4693
275,Army,0.4686
276,Navy,0.4673
277,Cal Poly,0.4665
278,IPFW,0.4662
279,Columbia,0.4646
280,Loyola-Chicago,0.4635
281,Northwestern,0.4633
282,Lipscomb,0.4630
283,Coppin State,0.4622
284,McNeese State,0.4612
285,Morehead State,0.4605
286,North Carolina A&T;,0.4602
287,Montana State,0.4595
288,San Jose State,0.4590
289,Boston University,0.4580
290,Hofstra,0.4565
291,Troy,0.4561
292,Utah Valley,0.4547
293,Nicholls State,0.4528
294,Florida A&M;,0.4492
295,Louisiana-Monroe,0.4479
296,Savannah State,0.4472
297,Liberty,0.4454
298,Idaho State,0.4448
299,Texas A&amp;M-Corpus; Christi,0.4439
300,Samford,0.4427
301,St. Bonaventure,0.4423
302,Southern Methodist,0.4385
303,Buffalo,0.4372
304,Jackson State,0.4364
305,Denver,0.4361
306,Manhattan,0.4350
307,Coastal Carolina,0.4327
308,Texas-Pan American,0.4315
309,Tennessee Tech,0.4306
310,Fairleigh Dickinson,0.4287
311,South Carolina State,0.4278
312,Detroit,0.4265
313,California Riverside,0.4246
314,Florida Gulf Coast,0.4227
315,Western Carolina,0.4196
316,Monmouth,0.4195
317,Ball State,0.4184
318,Idaho,0.4154
319,Southern,0.4144
320,California Davis,0.4113
321,New Hampshire,0.4094
322,Harvard,0.4091
323,Radford,0.4063
324,Campbell,0.4031
325,St. Francis (Pa.),0.4006
326,Mercer,0.4001
327,Canisius,0.3975
328,Texas Southern,0.3938
329,Longwood,0.3914
330,Kennesaw State,0.3900
331,Charleston Southern,0.3881
332,Grambling,0.3875
333,South Dakota State,0.3865
334,Howard,0.3825
335,The Citadel,0.3701
336,Alcorn State,0.3621
337,Maryland-Eastern Shore,0.3531
338,North Florida,0.3458
