,Team,RPI
148,North Carolina A&T;,0.4142
149,Albany,0.4132
150,Sacramento State,0.4126
151,Hartford,0.4118
152,Fordham,0.4108
153,Maryland-Eastern Shore,0.4104
154,VMI,0.4092
155,Southeast Missouri State,0.4031
156,McNeese State,0.4016
157,Cal State Bakersfield,0.3983
158,Florida A&M;,0.3959
159,Florida Gulf Coast,0.3952
160,New Orleans,0.3917
161,Mississippi Valley State,0.3910
162,Houston Baptist,0.3898
163,Presbyterian,0.3858
164,Wagner,0.3808
165,Maryland-Baltimore County,0.3805
166,Dartmouth,0.3782
167,Coppin State,0.3655
168,North Dakota,0.3617
169,New Jersey Tech,0.3561
170,Southern,0.3488
171,Chicago State,0.3433
172,North Carolina Central,0.3413
173,Kentucky,0.6658
174,West Virginia,0.6607
175,Kansas State,0.6447
176,Temple,0.6342
177,New Mexico,0.6294
178,Butler,0.6267
179,Tennessee,0.6258
180,Purdue,0.6228
181,San Diego State,0.6158
182,California,0.6148
183,Ohio State,0.6128
184,Maryland,0.6118
185,Vanderbilt,0.6103
186,Michigan State,0.6027
187,Utah State,0.6022
188,Oklahoma State,0.6020
189,Clemson,0.5984
190,Gonzaga,0.5963
191,Texas-El Paso,0.5944
192,Rhode Island,0.5928
193,Florida State,0.5903
194,Missouri,0.5859
195,Cornell,0.5844
196,UNLV,0.5838
197,Marquette,0.5825
198,Oakland,0.5791
199,Dayton,0.5769
200,Florida,0.5749
201,William &amp; Mary,0.5733
202,Seton Hall,0.5724
203,Minnesota,0.5711
204,Connecticut,0.5700
205,Virginia Commonwealth,0.5671
206,Tulsa,0.5652
207,Sam Houston State,0.5629
208,Texas Tech,0.5622
209,Illinois,0.5596
210,Illinois State,0.5586
211,Louisiana Tech,0.5547
212,Wright State,0.5539
213,St. John's,0.5515
214,Morehead State,0.5488
215,Iona,0.5471
216,Indiana State,0.5466
217,Missouri State,0.5449
218,North Carolina,0.5440
219,Santa Barbara,0.5420
220,Arizona,0.5414
221,North Carolina State,0.5410
222,Harvard,0.5381
223,Alabama,0.5379
224,North Texas,0.5362
225,Georgia,0.5344
226,Buffalo,0.5307
227,Houston,0.5298
228,Southern California,0.5289
229,Duquesne,0.5274
230,Northwestern,0.5268
231,Vermont,0.5256
232,Colorado,0.5253
233,Western Carolina,0.5246
234,Oklahoma,0.5242
235,Oral Roberts,0.5235
236,Pacific,0.5217
237,Wisconsin-Milwaukee,0.5208
238,Western Kentucky,0.5195
239,Niagara,0.5191
240,Coastal Carolina,0.5179
241,Oregon,0.5171
242,Boston University,0.5168
243,Stony Brook,0.5155
244,Miami (Ohio),0.5150
245,Drexel,0.5141
246,George Washington,0.5134
247,Western Michigan,0.5130
248,Lehigh,0.5122
249,Maine,0.5110
250,St. Bonaventure,0.5076
251,George Mason,0.5075
252,Winthrop,0.5065
253,Austin Peay,0.5059
254,Denver,0.5051
255,Texas A&amp;M-Corpus; Christi,0.5033
256,Radford,0.5026
257,Southern Illinois,0.5018
258,Washington State,0.5015
259,Idaho,0.5001
260,San Jose State,0.4985
261,Drake,0.4969
262,St. Peter's,0.4965
263,Campbell,0.4961
264,Saint Joseph's,0.4956
265,Valparaiso,0.4940
266,TCU,0.4910
267,Fresno State,0.4903
268,Seattle,0.4868
269,Penn State,0.4851
270,Tennessee Tech,0.4825
271,The Citadel,0.4812
272,Montana State,0.4795
273,Arkansas State,0.4785
274,Cal State Fullerton,0.4770
275,Canisius,0.4769
276,Southern Methodist,0.4752
277,Iowa,0.4746
278,DePaul,0.4732
279,Delaware State,0.4716
280,South Dakota,0.4704
281,Florida Atlantic,0.4700
282,Ball State,0.4697
283,Indepenedent,0.4683
284,IPFW,0.4647
285,Manhattan,0.4640
286,Wyoming,0.4611
287,San Diego,0.4597
288,Liberty,0.4576
289,South Dakota State,0.4564
290,North Florida,0.4558
291,Chattanooga,0.4551
292,LIU-Brooklyn,0.4531
293,New Hampshire,0.4523
294,California Davis,0.4522
295,Louisiana-Lafayette,0.4515
296,Georgia State,0.4485
297,Evansville,0.4482
298,Columbia,0.4466
299,High Point,0.4442
300,Cal Poly,0.4432
301,Bucknell,0.4413
302,Tennessee State,0.4407
303,Samford,0.4382
304,Towson,0.4377
305,Norfolk State,0.4367
306,North Dakota State,0.4354
307,Fairleigh Dickinson,0.4325
308,Prairie View A&M;,0.4318
309,Holy Cross,0.4313
310,California Irvine,0.4311
311,Furman,0.4295
312,Western Illinois,0.4285
313,Tulane,0.4278
314,Kennesaw State,0.4268
315,Longwood,0.4261
316,Georgia Southern,0.4242
317,Colgate,0.4230
318,Lamar,0.4216
319,American,0.4193
320,Jacksonville State,0.4149
321,Pennsylvania,0.4136
322,Arkansas-Little Rock,0.4127
323,Pepperdine,0.4119
324,Idaho State,0.4112
325,South Carolina Upstate,0.4107
326,Central Connecticut State,0.4093
327,Rice,0.4064
328,Northwestern State,0.4027
329,Savannah State,0.3999
330,Gardner-Webb,0.3982
331,Central Arkansas,0.3957
332,SIU-Edwardsville,0.3949
333,Toledo,0.3912
334,Stetson,0.3899
335,Southern Utah,0.3895
336,Howard,0.3849
337,Alabama A&M;,0.3806
338,Marist,0.3784
339,Texas-Pan American,0.3761
340,Tennessee-Martin,0.3635
341,Grambling,0.3611
342,Utah Valley,0.3498
343,Alcorn State,0.3435
344,Bryant University,0.3433
