,Team,RPI
321,Binghamton,0.4208
322,Idaho State,0.4193
323,Stetson,0.4169
324,Southeast Missouri State,0.4151
325,Alabama A&M;,0.4119
326,Cal State Bakersfield,0.4090
327,South Carolina Upstate,0.4071
328,Eastern Illinois,0.4059
329,Grambling,0.4051
330,Northern Illinois,0.4040
331,San Diego,0.4013
332,Maryland-Baltimore County,0.3972
333,Eastern Michigan,0.3878
334,Arkansas-Pine Bluff,0.3867
335,SIU-Edwardsville,0.3846
336,Sacramento State,0.3818
337,Howard,0.3733
338,Prairie View A&M;,0.3715
339,Western Illinois,0.3689
340,Toledo,0.3642
341,Central Arkansas,0.3584
342,Texas-Pan American,0.3409
343,Houston Baptist,0.3349
