,Team,RPI
93,Loyola Marymount,0.4800
94,Louisiana Tech,0.4796
95,Detroit,0.4791
96,Idaho State,0.4787
97,Furman,0.4782
98,Rider,0.4769
99,Penn State,0.4766
100,Jacksonville,0.4762
101,Louisiana-Monroe,0.4756
102,Fairfield,0.4744
103,Robert Morris,0.4729
104,IUPUI,0.4719
105,Boston University,0.4704
106,Southern Utah,0.4699
107,Rutgers,0.4668
108,New Orleans,0.4643
109,Chattanooga,0.4637
110,Arizona State,0.4633
111,Troy,0.4630
112,Army,0.4622
113,Central Michigan,0.4617
114,Southeastern Louisiana,0.4607
115,Manhattan,0.4604
116,Fairleigh Dickinson,0.4568
117,Eastern Michigan,0.4543
118,Wisconsin-Milwaukee,0.4534
119,Buffalo,0.4532
120,Lehigh,0.4520
121,IPFW,0.4488
122,Stephen F. Austin,0.4477
123,Canisius,0.4468
124,NC-Asheville,0.4461
125,Florida International,0.4455
126,Texas-Arlington,0.4431
127,Dartmouth,0.4428
128,UMKC,0.4416
129,Monmouth,0.4411
130,Colgate,0.4400
131,Pepperdine,0.4370
132,Gardner-Webb,0.4362
133,Arkansas-Pine Bluff,0.4350
134,Coastal Carolina,0.4340
135,North Carolina A&T;,0.4329
136,Campbell,0.4308
137,Mercer,0.4297
138,Texas Southern,0.4294
139,Portland,0.4283
140,Stony Brook,0.4253
141,Liberty,0.4248
142,Stetson,0.4239
143,Grambling,0.4233
144,Savannah State,0.4211
145,Southeast Missouri State,0.4191
146,Texas-Pan American,0.4188
147,Wofford,0.4175
148,Elon,0.4164
149,James Madison,0.4153
150,Sacramento State,0.4127
151,Idaho,0.4087
152,Longwood,0.4050
153,Eastern Illinois,0.4035
154,Central Arkansas,0.4006
155,California Davis,0.3983
156,Jacksonville State,0.3980
157,Tennessee-Martin,0.3896
158,Radford,0.3886
159,St. Francis (Pa.),0.3838
160,Texas State-San Marcos,0.3817
161,Prairie View A&M;,0.3785
162,Western Illinois,0.3717
163,South Dakota State,0.3704
164,New Jersey Tech,0.3639
165,North Florida,0.3505
166,Denver,0.3494
167,North Carolina,0.6610
168,Wisconsin,0.6466
169,Florida,0.6433
170,Memphis,0.6379
171,UNLV,0.6348
172,Tennessee,0.6272
173,Arizona,0.6241
174,Maryland,0.6167
175,Brigham Young,0.6146
176,Creighton,0.6121
177,Marquette,0.6054
178,Michigan State,0.6034
179,Texas,0.6018
180,Indepenedent,0.5954
181,Air Force,0.5945
182,Boston College,0.5941
183,Virginia Tech,0.5936
184,Missouri State,0.5897
185,Bradley,0.5884
186,Old Dominion,0.5881
187,Purdue,0.5857
188,Virginia Commonwealth,0.5844
189,Vanderbilt,0.5826
190,Davidson,0.5821
191,Syracuse,0.5809
192,Georgia Tech,0.5802
193,Michigan,0.5786
194,Kansas State,0.5762
195,Mississippi,0.5741
196,Holy Cross,0.5730
197,Massachusetts,0.5722
198,Georgia,0.5703
199,San Diego State,0.5687
200,DePaul,0.5668
201,Winthrop,0.5647
202,Wright State,0.5618
203,Saint Louis,0.5580
204,Providence,0.5566
205,Albany,0.5553
206,California,0.5547
207,Washington,0.5534
208,Northern Iowa,0.5525
209,Kent State,0.5516
210,Pennsylvania,0.5499
211,Oral Roberts,0.5478
212,Miami (Ohio),0.5465
213,Toledo,0.5442
214,Iowa,0.5423
215,Hawaii,0.5414
216,Wichita State,0.5402
217,Oklahoma,0.5370
218,Marist,0.5360
219,Colorado State,0.5344
220,Rhode Island,0.5337
221,Connecticut,0.5320
222,Drake,0.5298
223,College of Charleston,0.5298
224,Belmont,0.5284
225,Tulsa,0.5258
226,Delaware State,0.5248
227,Wyoming,0.5240
228,E. Tennessee State,0.5236
229,Eastern Kentucky,0.5176
230,Siena,0.5164
231,Utah Valley,0.5155
232,Utah,0.5124
233,UAB,0.5117
234,Niagara,0.5107
235,Illinois State,0.5094
236,Cal Poly,0.5083
237,Yale,0.5074
238,Tennessee Tech,0.5050
239,Charlotte,0.5038
240,Cal State Fullerton,0.5017
241,Western Michigan,0.5012
242,Santa Barbara,0.5000
243,St. Mary's,0.4985
244,Towson,0.4974
245,Rice,0.4965
246,North Dakota State,0.4961
247,San Francisco,0.4943
248,Valparaiso,0.4935
249,New Mexico,0.4923
250,Jackson State,0.4915
251,Green Bay,0.4904
252,Loyola-Maryland,0.4896
253,Cincinnati,0.4890
254,California Irvine,0.4887
255,American,0.4868
256,San Diego,0.4863
257,Temple,0.4853
258,Northeastern,0.4831
259,Eastern Washington,0.4811
260,Harvard,0.4798
261,Minnesota,0.4793
262,South Florida,0.4788
263,Portland State,0.4783
264,William &amp; Mary,0.4773
265,Oregon State,0.4766
266,Mississippi Valley State,0.4764
267,Columbia,0.4756
268,Pacific,0.4748
269,Southern Methodist,0.4729
270,NC-Greensboro,0.4721
271,Texas-El Paso,0.4712
272,Chicago State,0.4699
273,Maryland-Baltimore County,0.4671
274,Lamar,0.4645
275,Hampton,0.4641
276,Montana,0.4637
277,Duquesne,0.4631
278,Navy,0.4623
279,Hartford,0.4618
280,Arkansas-Little Rock,0.4607
281,Brown,0.4604
282,Georgia State,0.4586
283,Georgia Southern,0.4550
284,McNeese State,0.4538
285,Colorado,0.4532
286,Quinnipiac,0.4530
287,Bowling Green,0.4488
288,Western Carolina,0.4479
289,Coppin State,0.4476
290,Maine,0.4466
291,Cal State Northridge,0.4460
292,San Jose State,0.4451
293,Binghamton,0.4430
294,Mount St. Mary's,0.4427
295,New Hampshire,0.4414
296,Tennessee State,0.4408
297,NC-Wilmington,0.4388
298,Cleveland State,0.4367
299,Princeton,0.4357
300,La Salle,0.4349
301,Louisiana-Lafayette,0.4337
302,Richmond,0.4328
303,Ball State,0.4297
304,Kennesaw State,0.4295
305,St. Bonaventure,0.4293
306,St. Francis (N.Y.),0.4253
307,Norfolk State,0.4249
308,Lafayette,0.4243
309,Montana State,0.4236
310,Southern,0.4222
311,South Carolina State,0.4193
312,Nicholls State,0.4190
313,Morehead State,0.4180
314,VMI,0.4166
315,Wagner,0.4163
316,Northern Illinois,0.4140
317,Morgan State,0.4125
318,Delaware,0.4083
319,The Citadel,0.4040
320,LIU-Brooklyn,0.4026
321,East Carolina,0.3984
322,Alabama State,0.3982
323,California Riverside,0.3965
324,Texas-San Antonio,0.3890
325,Alcorn State,0.3880
326,Bethune-Cookman,0.3827
327,Howard,0.3807
328,Iona,0.3779
329,St. Peter's,0.3710
330,Charleston Southern,0.3649
331,Maryland-Eastern Shore,0.3514
332,Alabama A&M;,0.3502
333,Northern Colorado,0.3417
