,year,id,Team,RPI,SOS
1902,2012,1189,Elon,0.4634,0.4605
1903,2012,1189,Elon,0.4634,0.4605
1904,2012,1189,Elon,0.4634,0.4605
1905,2012,1430,Utah Valley,0.463,0.4230
1906,2012,1430,Utah Valley,0.463,0.4230
1907,2012,1430,Utah Valley,0.463,0.4230
1908,2012,1300,North Carolina Central,0.46,0.4319
1909,2012,1300,North Carolina Central,0.46,0.4319
1910,2012,1300,North Carolina Central,0.46,0.4319
1911,2012,1202,Furman,0.4594,0.4553
1912,2012,1202,Furman,0.4594,0.4553
1913,2012,1202,Furman,0.4594,0.4553
1914,2012,1284,Monmouth,0.4593,0.4774
1915,2012,1284,Monmouth,0.4593,0.4774
1916,2012,1284,Monmouth,0.4593,0.4774
1917,2012,1339,Portland,0.4585,0.5397
1918,2012,1339,Portland,0.4585,0.5397
1919,2012,1339,Portland,0.4585,0.5397
1920,2012,1200,Fordham,0.4579,0.5061
1921,2012,1200,Fordham,0.4579,0.5061
1922,2012,1200,Fordham,0.4579,0.5061
1923,2012,1315,North Dakota,0.4562,0.4303
1924,2012,1315,North Dakota,0.4562,0.4303
1925,2012,1315,North Dakota,0.4562,0.4303
1926,2012,1130,Boston College,0.4553,0.5339
1927,2012,1130,Boston College,0.4553,0.5339
1928,2012,1130,Boston College,0.4553,0.5339
1929,2012,1405,Toledo,0.4547,0.4504
1930,2012,1405,Toledo,0.4547,0.4504
1931,2012,1405,Toledo,0.4547,0.4504
1932,2012,1369,Southeast Missouri State,0.4542,0.4459
1933,2012,1369,Southeast Missouri State,0.4542,0.4459
1934,2012,1369,Southeast Missouri State,0.4542,0.4459
1935,2012,1408,Tulane,0.4522,0.4659
1936,2012,1408,Tulane,0.4522,0.4659
1937,2012,1408,Tulane,0.4522,0.4659
1938,2012,1113,Arizona State,0.4515,0.5155
1939,2012,1113,Arizona State,0.4515,0.5155
1940,2012,1113,Arizona State,0.4515,0.5155
1941,2012,1414,California Irvine,0.4483,0.4781
1942,2012,1414,California Irvine,0.4483,0.4781
1943,2012,1414,California Irvine,0.4483,0.4781
1944,2012,1123,Ball State,0.4471,0.4297
1945,2012,1123,Ball State,0.4471,0.4297
1946,2012,1123,Ball State,0.4471,0.4297
1947,2012,1111,Appalachian State,0.4458,0.4670
1948,2012,1111,Appalachian State,0.4458,0.4670
1949,2012,1111,Appalachian State,0.4458,0.4670
1950,2012,1407,Troy,0.4445,0.4771
1951,2012,1407,Troy,0.4445,0.4771
1952,2012,1407,Troy,0.4445,0.4771
1953,2012,1294,Northern Colorado,0.4443,0.4889
1954,2012,1294,Northern Colorado,0.4443,0.4889
1955,2012,1294,Northern Colorado,0.4443,0.4889
1956,2012,1239,Jacksonville,0.4427,0.4959
1957,2012,1239,Jacksonville,0.4427,0.4959
1958,2012,1239,Jacksonville,0.4427,0.4959
1959,2012,1282,UMKC,0.4406,0.4799
1960,2012,1282,UMKC,0.4406,0.4799
1961,2012,1282,UMKC,0.4406,0.4799
1962,2012,1219,High Point,0.4401,0.4598
1963,2012,1219,High Point,0.4401,0.4598
1964,2012,1219,High Point,0.4401,0.4598
1965,2012,1425,Southern California,0.4382,0.5366
1966,2012,1425,Southern California,0.4382,0.5366
1967,2012,1425,Southern California,0.4382,0.5366
1968,2012,1457,Winthrop,0.4365,0.4611
1969,2012,1457,Winthrop,0.4365,0.4611
1970,2012,1457,Winthrop,0.4365,0.4611
1971,2012,1428,Utah,0.4361,0.5446
1972,2012,1428,Utah,0.4361,0.5446
1973,2012,1428,Utah,0.4361,0.5446
1974,2012,1164,Coppin State,0.4333,0.4314
1975,2012,1164,Coppin State,0.4333,0.4314
1976,2012,1164,Coppin State,0.4333,0.4314
1977,2012,1236,IPFW,0.4313,0.4743
1978,2012,1236,IPFW,0.4313,0.4743
1979,2012,1236,IPFW,0.4313,0.4743
1980,2012,1141,Central Michigan,0.4307,0.4585
1981,2012,1141,Central Michigan,0.4307,0.4585
1982,2012,1141,Central Michigan,0.4307,0.4585
1983,2012,1299,North Carolina A&T;,0.4293,0.4484
1984,2012,1299,North Carolina A&T;,0.4293,0.4484
1985,2012,1299,North Carolina A&T;,0.4293,0.4484
1986,2012,1251,Liberty,0.4281,0.4421
1987,2012,1251,Liberty,0.4281,0.4421
1988,2012,1251,Liberty,0.4281,0.4421
1989,2012,1183,Eastern Illinois,0.4261,0.4335
1990,2012,1183,Eastern Illinois,0.4261,0.4335
1991,2012,1183,Eastern Illinois,0.4261,0.4335
1992,2012,1402,Texas State-San Marcos,0.4246,0.4421
1993,2012,1402,Texas State-San Marcos,0.4246,0.4421
1994,2012,1402,Texas State-San Marcos,0.4246,0.4421
1995,2012,1226,Idaho State,0.4235,0.4624
1996,2012,1226,Idaho State,0.4235,0.4624
1997,2012,1226,Idaho State,0.4235,0.4624
1998,2012,1291,Mount St. Mary's,0.4204,0.4614
1999,2012,1291,Mount St. Mary's,0.4204,0.4614
2000,2012,1291,Mount St. Mary's,0.4204,0.4614
2001,2012,1341,Prairie View A&M;,0.416,0.4193
2002,2012,1341,Prairie View A&M;,0.416,0.4193
2003,2012,1341,Prairie View A&M;,0.416,0.4193
2004,2012,1306,New Hampshire,0.4154,0.4126
2005,2012,1306,New Hampshire,0.4154,0.4126
2006,2012,1306,New Hampshire,0.4154,0.4126
2007,2012,1311,Nicholls State,0.415,0.4469
2008,2012,1311,Nicholls State,0.415,0.4469
2009,2012,1311,Nicholls State,0.415,0.4469
2010,2012,1188,SIU-Edwardsville,0.4138,0.4427
2011,2012,1188,SIU-Edwardsville,0.4138,0.4427
2012,2012,1188,SIU-Edwardsville,0.4138,0.4427
2013,2012,1115,Arkansas-Pine Bluff,0.4124,0.4249
2014,2012,1115,Arkansas-Pine Bluff,0.4124,0.4249
2015,2012,1115,Arkansas-Pine Bluff,0.4124,0.4249
2016,2012,1312,New Jersey Tech,0.4121,0.4129
2017,2012,1312,New Jersey Tech,0.4121,0.4129
2018,2012,1312,New Jersey Tech,0.4121,0.4129
2019,2012,1214,Hampton,0.4092,0.4225
2020,2012,1214,Hampton,0.4092,0.4225
2021,2012,1214,Hampton,0.4092,0.4225
2022,2012,1106,Alabama State,0.405,0.4098
2023,2012,1106,Alabama State,0.405,0.4098
2024,2012,1106,Alabama State,0.405,0.4098
2025,2012,1151,Chattanooga,0.4041,0.4670
2026,2012,1151,Chattanooga,0.4041,0.4670
2027,2012,1151,Chattanooga,0.4041,0.4670
2028,2012,1384,St. Francis (Pa.),0.4025,0.4740
2029,2012,1384,St. Francis (Pa.),0.4025,0.4740
2030,2012,1384,St. Francis (Pa.),0.4025,0.4740
2031,2012,1410,Texas-Pan American,0.4,0.4526
2032,2012,1410,Texas-Pan American,0.4,0.4526
2033,2012,1410,Texas-Pan American,0.4,0.4526
2034,2012,1197,Florida A&M;,0.3993,0.4397
2035,2012,1197,Florida A&M;,0.3993,0.4397
2036,2012,1197,Florida A&M;,0.3993,0.4397
2037,2012,1368,Southeastern Louisiana,0.397,0.4203
2038,2012,1368,Southeastern Louisiana,0.397,0.4203
2039,2012,1368,Southeastern Louisiana,0.397,0.4203
2040,2012,1271,Maryland-Eastern Shore,0.3942,0.4534
2041,2012,1271,Maryland-Eastern Shore,0.3942,0.4534
2042,2012,1271,Maryland-Eastern Shore,0.3942,0.4534
2043,2012,1146,Central Arkansas,0.3926,0.4418
2044,2012,1146,Central Arkansas,0.3926,0.4418
2045,2012,1146,Central Arkansas,0.3926,0.4418
2046,2012,1223,Houston Baptist,0.388,0.4413
2047,2012,1223,Houston Baptist,0.388,0.4413
2048,2012,1223,Houston Baptist,0.388,0.4413
2049,2012,1404,Tennessee-Martin,0.3842,0.4749
2050,2012,1404,Tennessee-Martin,0.3842,0.4749
2051,2012,1404,Tennessee-Martin,0.3842,0.4749
2052,2012,1171,Dartmouth,0.38,0.4690
2053,2012,1171,Dartmouth,0.38,0.4690
2054,2012,1171,Dartmouth,0.38,0.4690
2055,2012,1192,Fairleigh Dickinson,0.3779,0.4687
2056,2012,1192,Fairleigh Dickinson,0.3779,0.4687
2057,2012,1192,Fairleigh Dickinson,0.3779,0.4687
2058,2012,1255,Longwood,0.3755,0.4164
2059,2012,1255,Longwood,0.3755,0.4164
2060,2012,1255,Longwood,0.3755,0.4164
2061,2012,1296,Northern Illinois,0.3726,0.4526
2062,2012,1296,Northern Illinois,0.3726,0.4526
2063,2012,1296,Northern Illinois,0.3726,0.4526
2064,2012,1413,California Davis,0.3669,0.4445
2065,2012,1413,California Davis,0.3669,0.4445
2066,2012,1413,California Davis,0.3669,0.4445
2067,2012,1319,Northern Arizona,0.3666,0.4492
2068,2012,1319,Northern Arizona,0.3666,0.4492
2069,2012,1319,Northern Arizona,0.3666,0.4492
2070,2012,1136,Bryant University,0.3598,0.4552
2071,2012,1136,Bryant University,0.3598,0.4552
2072,2012,1136,Bryant University,0.3598,0.4552
2073,2012,1105,Alabama A&M;,0.3503,0.4026
2074,2012,1105,Alabama A&M;,0.3503,0.4026
2075,2012,1105,Alabama A&M;,0.3503,0.4026
2076,2012,1127,Binghamton,0.3362,0.4258
2077,2012,1127,Binghamton,0.3362,0.4258
2078,2012,1127,Binghamton,0.3362,0.4258
2079,2011,1242,Kansas,0.6793,0.5940
2080,2011,1361,San Diego State,0.6672,0.5771
2081,2011,1140,Brigham Young,0.6526,0.5782
2082,2011,1246,Kentucky,0.6461,0.5953
2083,2011,1323,Notre Dame,0.6414,0.5791
2084,2011,1400,Texas,0.6352,0.5870
2085,2011,1207,Georgetown,0.6323,0.6186
2086,2011,1429,Utah State,0.6242,0.5198
2087,2011,1257,Louisville,0.6222,0.5897
2088,2011,1112,Arizona,0.617,0.5527
2089,2011,1452,West Virginia,0.6141,0.6050
2090,2011,1243,Kansas State,0.6098,0.5935
2091,2011,1424,UNLV,0.6072,0.5690
2092,2011,1435,Vanderbilt,0.6052,0.5809
2093,2011,1401,Texas A&M;,0.5996,0.5564
2094,2011,1412,UAB,0.5939,0.5419
2095,2011,1139,Butler,0.5906,0.5429
2096,2011,1217,Harvard,0.5892,0.5083
2097,2011,1281,Missouri,0.5869,0.5547
2098,2011,1336,Penn State,0.5854,0.6006
2099,2011,1350,Richmond,0.5851,0.5171
2100,2011,1283,Missouri State,0.5838,0.5170
2101,2011,1277,Michigan State,0.5795,0.5908
2102,2011,1208,Georgia,0.5775,0.5589
2103,2011,1433,Virginia Commonwealth,0.5763,0.5384
2104,2011,1125,Belmont,0.5757,0.4587
2105,2011,1324,Oakland,0.5749,0.5075
2106,2011,1199,Florida State,0.5732,0.5382
2107,2011,1155,Clemson,0.5719,0.5482
2108,2011,1431,Texas-El Paso,0.5701,0.5280
2109,2011,1329,Oklahoma State,0.5699,0.5636
2110,2011,1379,Southern Miss,0.5688,0.5371
2111,2011,1160,Colorado,0.566,0.5532
2112,2011,1425,Southern California,0.5615,0.5599
2113,2011,1416,UCF,0.5611,0.5508
2114,2011,1434,Valparaiso,0.5603,0.5208
2115,2011,1274,Miami (Fla.),0.5593,0.5569
2116,2011,1254,LIU-Brooklyn,0.5577,0.4594
2117,2011,1287,Morehead State,0.5564,0.4863
2118,2011,1137,Bucknell,0.555,0.4747
2119,2011,1409,Tulsa,0.5543,0.5454
2120,2011,1279,Mississippi,0.5525,0.5429
2121,2011,1278,Minnesota,0.5522,0.5684
2122,2011,1321,Northwestern,0.5502,0.5453
2123,2011,1304,Nebraska,0.5501,0.5476
2124,2011,1190,E. Tennessee State,0.5453,0.4920
2125,2011,1454,Wisconsin-Milwaukee,0.5424,0.5237
2126,2011,1436,Vermont,0.5417,0.4706
2127,2011,1193,Fairfield,0.5412,0.4642
2128,2011,1294,Northern Colorado,0.5402,0.4796
2129,2011,1348,Rhode Island,0.5386,0.5195
2130,2011,1339,Portland,0.5365,0.5013
2131,2011,1351,Rider,0.5354,0.4819
2132,2011,1103,Akron,0.5345,0.4905
2133,2011,1459,Wofford,0.534,0.4946
2134,2011,1275,Miami (Ohio),0.533,0.5506
2135,2011,1129,Boise State,0.531,0.4954
2136,2011,1237,IUPUI,0.5299,0.5056
2137,2011,1293,Murray State,0.5297,0.4640
2138,2011,1280,Mississippi State,0.526,0.5359
2139,2011,1353,Rutgers,0.5246,0.5522
2140,2011,1166,Creighton,0.5221,0.5127
2141,2011,1301,North Carolina State,0.521,0.5474
2142,2011,1116,Arkansas,0.5204,0.5204
2143,2011,1131,Boston University,0.5199,0.4765
2144,2011,1331,Oral Roberts,0.5193,0.4954
2145,2011,1317,North Texas,0.5152,0.4647
2146,2011,1332,Oregon,0.5145,0.5487
2147,2011,1225,Idaho,0.5139,0.4931
2148,2011,1308,New Mexico State,0.5126,0.5431
2149,2011,1438,Virginia,0.5114,0.5259
2150,2011,1178,Detroit,0.5101,0.5062
2151,2011,1203,George Washington,0.508,0.5032
2152,2011,1421,NC-Asheville,0.5072,0.4824
2153,2011,1363,San Jose State,0.505,0.5009
2154,2011,1269,Massachusetts,0.503,0.5241
2155,2011,1214,Hampton,0.5026,0.4162
2156,2011,1378,South Florida,0.5022,0.5834
2157,2011,1364,Santa Barbara,0.5017,0.4784
2158,2011,1270,McNeese State,0.501,0.4529
2159,2011,1113,Arizona State,0.4992,0.5488
2160,2011,1325,Ohio,0.4978,0.4982
2161,2011,1403,Texas Tech,0.4973,0.5495
2162,2011,1123,Ball State,0.4955,0.4567
2163,2011,1247,La Salle,0.4953,0.5250
2164,2011,1453,Green Bay,0.4944,0.5170
2165,2011,1335,Pennsylvania,0.4937,0.4969
2166,2011,1387,Saint Louis,0.4929,0.5486
2167,2011,1117,Arkansas State,0.4925,0.4814
2168,2011,1259,Loyola-Maryland,0.4922,0.4873
2169,2011,1145,Canisius,0.4914,0.4859
2170,2011,1355,South Dakota State,0.4892,0.4541
2171,2011,1234,Iowa,0.4884,0.5496
2172,2011,1349,Rice,0.4881,0.5270
2173,2011,1399,Tennessee Tech,0.4874,0.4537
2174,2011,1411,Texas Southern,0.4863,0.4188
2175,2011,1305,Nevada,0.485,0.5232
2176,2011,1111,Appalachian State,0.4847,0.4759
2177,2011,1260,Loyola-Chicago,0.483,0.4784
2178,2011,1151,Chattanooga,0.4811,0.4821
2179,2011,1142,Cal Poly,0.478,0.4500
2180,2011,1201,Fresno State,0.476,0.4976
2181,2011,1250,Lehigh,0.4758,0.4547
2182,2011,1356,Southern Illinois,0.4742,0.5084
2183,2011,1288,Morgan State,0.4727,0.4387
2184,2011,1292,Middle Tennessee,0.47,0.4638
2185,2011,1383,St. Francis (N.Y.),0.4688,0.4531
2186,2011,1263,Maine,0.4685,0.4568
2187,2011,1179,Drake,0.4672,0.4963
2188,2011,1333,Oregon State,0.4668,0.5216
2189,2011,1273,Mercer,0.4665,0.4831
2190,2011,1209,Georgia State,0.4659,0.4990
2191,2011,1150,Charlotte,0.4655,0.5196
2192,2011,1261,LSU,0.4646,0.5221
2193,2011,1372,Stephen F. Austin,0.4621,0.4265
2194,2011,1299,North Carolina A&T;,0.4607,0.4609
2195,2011,1133,Bradley,0.4591,0.5057
2196,2011,1149,Charleston Southern,0.4581,0.4620
2197,2011,1322,Northwestern State,0.4566,0.4150
2198,2011,1222,Houston,0.4562,0.5009
2199,2011,1311,Nicholls State,0.4557,0.4586
2200,2011,1337,Pepperdine,0.4539,0.4933
2201,2011,1132,Bowling Green,0.4515,0.4691
2202,2011,1256,Louisiana Tech,0.4496,0.4831
2203,2011,1238,Jackson State,0.4479,0.4106
2204,2011,1430,Utah Valley,0.4468,0.3940
2205,2011,1136,Bryant University,0.4442,0.4984
2206,2011,1229,Illinois State,0.4433,0.4824
2207,2011,1106,Alabama State,0.4429,0.4187
2208,2011,1384,St. Francis (Pa.),0.4421,0.4905
2209,2011,1219,High Point,0.4419,0.4735
2210,2011,1205,Gardner-Webb,0.4416,0.4751
2211,2011,1415,California Riverside,0.4411,0.4660
2212,2011,1381,Southern Utah,0.4391,0.4678
2213,2011,1189,Elon,0.4383,0.4496
2214,2011,1315,North Dakota,0.4366,0.3981
2215,2011,1357,Sacred Heart,0.4335,0.4432
2216,2011,1340,Portland State,0.4326,0.4339
2217,2011,1216,Hartford,0.4325,0.4622
2218,2011,1119,Army,0.4317,0.4459
2219,2011,1394,Texas A&amp;M-Corpus; Christi,0.4303,0.4918
2220,2011,1198,Florida International,0.4282,0.4715
2221,2011,1221,Holy Cross,0.4271,0.4735
2222,2011,1406,Towson,0.4265,0.5236
2223,2011,1186,Eastern Washington,0.426,0.4760
2224,2011,1404,Tennessee-Martin,0.4257,0.4542
2225,2011,1264,Manhattan,0.425,0.5013
2226,2011,1464,Youngstown State,0.4245,0.5035
2227,2011,1249,Lamar,0.4239,0.4380
2228,2011,1298,Navy,0.4218,0.4481
2229,2011,1413,California Davis,0.4196,0.4657
2230,2011,1168,Cal State Fullerton,0.4171,0.4400
2231,2011,1265,Marist,0.4159,0.5008
2232,2011,1141,Central Michigan,0.4131,0.4488
2233,2011,1175,Delaware State,0.4095,0.4495
2234,2011,1171,Dartmouth,0.4078,0.4820
2235,2011,1159,Colgate,0.4062,0.4547
2236,2011,1312,New Jersey Tech,0.4055,0.3935
2237,2011,1377,South Dakota,0.405,0.3719
2238,2011,1255,Longwood,0.4017,0.4403
2239,2011,1244,Kennesaw State,0.4004,0.4606
2240,2011,1271,Maryland-Eastern Shore,0.3926,0.4452
2241,2011,1419,Louisiana-Monroe,0.3871,0.4553
2242,2011,1192,Fairleigh Dickinson,0.3865,0.4601
2243,2011,1197,Florida A&M;,0.3846,0.4213
2244,2011,1240,Jacksonville State,0.376,0.4471
2245,2011,1347,Radford,0.3715,0.4772
2246,2011,1354,South Carolina State,0.3689,0.4252
2247,2011,1108,Alcorn State,0.3663,0.4329
2248,2011,1152,Chicago State,0.3604,0.4301
2249,2011,1204,Georgia Southern,0.3522,0.4546
2250,2011,1380,Southern,0.3391,0.4175
2251,2011,1326,Ohio State,0.6723,0.5770
2252,2011,1181,Duke,0.6611,0.5768
2253,2011,1314,North Carolina,0.6485,0.5989
2254,2011,1196,Florida,0.6414,0.6014
2255,2011,1338,Pittsburgh,0.6377,0.5725
2256,2011,1345,Purdue,0.6343,0.5756
2257,2011,1163,Connecticut,0.6305,0.5986
2258,2011,1458,Wisconsin,0.6227,0.5740
2259,2011,1393,Syracuse,0.6201,0.5728
2260,2011,1330,Old Dominion,0.6167,0.5479
2261,2011,1462,Xavier,0.6099,0.5504
2262,2011,1206,George Mason,0.6079,0.5319
2263,2011,1385,St. John's,0.6064,0.5936
2264,2011,1272,Memphis,0.6,0.5561
2265,2011,1396,Temple,0.5996,0.5304
2266,2011,1449,Washington,0.5921,0.5569
2267,2011,1397,Tennessee,0.5906,0.6115
2268,2011,1153,Cincinnati,0.5885,0.5387
2269,2011,1437,Villanova,0.5859,0.5689
2270,2011,1343,Princeton,0.5853,0.4954
2271,2011,1156,Cleveland State,0.5841,0.5242
2272,2011,1417,UCLA,0.5814,0.5530
2273,2011,1388,St. Mary's,0.5792,0.5266
2274,2011,1228,Illinois,0.5772,0.5795
2275,2011,1161,Colorado State,0.5758,0.5678
2276,2011,1276,Michigan,0.5754,0.5844
2277,2011,1267,Marshall,0.5737,0.5444
2278,2011,1211,Gonzaga,0.5728,0.5299
2279,2011,1130,Boston College,0.5711,0.5614
2280,2011,1455,Wichita State,0.57,0.5237
2281,2011,1439,Virginia Tech,0.5695,0.5426
2282,2011,1266,Marquette,0.5684,0.5726
2283,2011,1307,New Mexico,0.5631,0.5412
2284,2011,1233,Iona,0.5614,0.5176
2285,2011,1173,Dayton,0.5608,0.5455
2286,2011,1158,College of Charleston,0.5599,0.4966
2287,2011,1180,Drexel,0.5584,0.5086
2288,2011,1143,California,0.5568,0.5745
2289,2011,1245,Kent State,0.556,0.5127
2290,2011,1104,Alabama,0.5545,0.5217
2291,2011,1450,Washington State,0.5532,0.5385
2292,2011,1232,Indiana State,0.5522,0.5302
2293,2011,1220,Hofstra,0.5512,0.5156
2294,2011,1241,James Madison,0.5501,0.5105
2295,2011,1253,Long Beach State,0.5465,0.5049
2296,2011,1389,St. Peter's,0.5431,0.5076
2297,2011,1124,Baylor,0.5424,0.5538
2298,2011,1187,East Carolina,0.5416,0.5579
2299,2011,1268,Maryland,0.541,0.5440
2300,2011,1352,Robert Morris,0.5386,0.5111
2301,2011,1371,Seton Hall,0.5374,0.5873
2302,2011,1157,Coastal Carolina,0.5365,0.4477
2303,2011,1285,Montana,0.535,0.4737
2304,2011,1182,Duquesne,0.5345,0.5176
2305,2011,1102,Air Force,0.5339,0.5482
2306,2011,1320,Northern Iowa,0.5326,0.5176
2307,2011,1194,Florida Atlantic,0.531,0.4786
2308,2011,1202,Furman,0.5297,0.4682
2309,2011,1428,Utah,0.5269,0.5750
2310,2011,1362,San Francisco,0.5255,0.5299
2311,2011,1382,St. Bonaventure,0.5226,0.5203
2312,2011,1460,Wright State,0.5211,0.5141
2313,2011,1328,Oklahoma,0.5205,0.5640
2314,2011,1110,American,0.5203,0.4509
2315,2011,1122,Austin Peay,0.5196,0.4859
2316,2011,1252,Lipscomb,0.5188,0.4858
2317,2011,1376,South Carolina,0.5148,0.5458
2318,2011,1191,Evansville,0.5141,0.5261
2319,2011,1235,Iowa State,0.5136,0.5383
2320,2011,1174,Delaware,0.5116,0.5233
2321,2011,1239,Jacksonville,0.5107,0.4587
2322,2011,1346,Quinnipiac,0.5097,0.4501
2323,2011,1148,Central Connecticut State,0.5075,0.4589
2324,2011,1316,North Florida,0.5055,0.5132
2325,2011,1451,Weber State,0.5041,0.4829
2326,2011,1319,Northern Arizona,0.5027,0.4528
2327,2011,1344,Providence,0.5025,0.5416
2328,2011,1463,Yale,0.5019,0.4903
2329,2011,1365,Santa Clara,0.5015,0.4960
2330,2011,1390,Stanford,0.5008,0.5199
2331,2011,1218,Hawaii,0.4991,0.4839
2332,2011,1386,Saint Joseph's,0.4973,0.5478
2333,2011,1138,Buffalo,0.4966,0.4712
2334,2011,1210,Georgia Tech,0.4953,0.5390
2335,2011,1447,Wagner,0.4949,0.5086
2336,2011,1441,Western Carolina,0.4938,0.4640
2337,2011,1444,Western Michigan,0.4931,0.4529
2338,2011,1358,Sam Houston State,0.4928,0.4793
2339,2011,1318,Northeastern,0.4923,0.5406
2340,2011,1236,IPFW,0.4922,0.4521
2341,2011,1172,Davidson,0.4897,0.4661
2342,2011,1251,Liberty,0.489,0.4630
2343,2011,1162,Columbia,0.4884,0.4745
2344,2011,1114,Arkansas-Little Rock,0.4877,0.4778
2345,2011,1334,Pacific,0.4873,0.4794
2346,2011,1231,Indepenedent,0.4856,0.5523
2347,2011,1427,Texas-San Antonio,0.4849,0.4492
2348,2011,1443,Western Kentucky,0.4834,0.4779
2349,2011,1126,Bethune-Cookman,0.4822,0.4355
2350,2011,1440,VMI,0.4783,0.4569
2351,2011,1373,Siena,0.4779,0.5025
2352,2011,1342,Presbyterian,0.476,0.4810
2353,2011,1374,Southern Methodist,0.4743,0.4849
2354,2011,1395,TCU,0.473,0.5364
2355,2011,1165,Cornell,0.4711,0.5098
2356,2011,1282,UMKC,0.4697,0.4530
2357,2011,1418,Louisiana-Lafayette,0.4687,0.4598
2358,2011,1107,Albany,0.4676,0.4525
2359,2011,1423,NC-Wilmington,0.4669,0.4928
2360,2011,1248,Lafayette,0.4667,0.4860
2361,2011,1457,Winthrop,0.4659,0.4874
2362,2011,1402,Texas State-San Marcos,0.4658,0.4586
2363,2011,1368,Southeastern Louisiana,0.4647,0.4470
2364,2011,1456,William &amp; Mary,0.4643,0.5291
2365,2011,1291,Mount St. Mary's,0.4613,0.4979
2366,2011,1398,Tennessee State,0.4594,0.4616
2367,2011,1177,DePaul,0.459,0.5561
2368,2011,1408,Tulane,0.457,0.4917
2369,2011,1295,North Dakota State,0.4563,0.4589
2370,2011,1392,Stony Brook,0.4557,0.4511
2371,2011,1135,Brown,0.4545,0.4821
2372,2011,1176,Denver,0.4528,0.4732
2373,2011,1164,Coppin State,0.4507,0.4300
2374,2011,1169,Cal State Northridge,0.4495,0.4565
2375,2011,1290,Mississippi Valley State,0.4475,0.4427
2376,2011,1200,Fordham,0.4452,0.5295
2377,2011,1120,Auburn,0.4436,0.5047
2378,2011,1366,Savannah State,0.4432,0.4622
2379,2011,1286,Montana State,0.4425,0.4596
2380,2011,1448,Wake Forest,0.4419,0.5270
2381,2011,1184,Eastern Kentucky,0.4417,0.4308
2382,2011,1461,Wyoming,0.4415,0.5225
2383,2011,1407,Troy,0.4399,0.5018
2384,2011,1258,Loyola Marymount,0.4388,0.4917
2385,2011,1313,Norfolk State,0.4375,0.4521
2386,2011,1426,Texas-Arlington,0.4361,0.4475
2387,2011,1306,New Hampshire,0.4329,0.4434
2388,2011,1375,South Alabama,0.4325,0.4489
2389,2011,1300,North Carolina Central,0.4325,0.4183
2390,2011,1144,Campbell,0.431,0.4532
2391,2011,1195,Florida Gulf Coast,0.4298,0.4620
2392,2011,1359,Samford,0.4273,0.4501
2393,2011,1284,Monmouth,0.4267,0.4774
2394,2011,1310,Niagara,0.4261,0.4788
2395,2011,1370,Seattle,0.4259,0.4438
2396,2011,1227,Illinois-Chicago,0.4252,0.5032
2397,2011,1154,The Citadel,0.4248,0.4759
2398,2011,1414,California Irvine,0.4239,0.4368
2399,2011,1422,NC-Greensboro,0.4233,0.4901
2400,2011,1127,Binghamton,0.4208,0.4696
2401,2011,1226,Idaho State,0.4193,0.4765
2402,2011,1391,Stetson,0.4169,0.4676
2403,2011,1369,Southeast Missouri State,0.4151,0.4501
2404,2011,1105,Alabama A&M;,0.4119,0.4085
2405,2011,1167,Cal State Bakersfield,0.409,0.4512
2406,2011,1367,South Carolina Upstate,0.4071,0.4865
2407,2011,1183,Eastern Illinois,0.4059,0.4485
2408,2011,1212,Grambling,0.4051,0.4051
2409,2011,1296,Northern Illinois,0.404,0.4470
2410,2011,1360,San Diego,0.4013,0.4986
2411,2011,1420,Maryland-Baltimore County,0.3972,0.4749
2412,2011,1185,Eastern Michigan,0.3878,0.4549
2413,2011,1115,Arkansas-Pine Bluff,0.3867,0.4344
2414,2011,1188,SIU-Edwardsville,0.3846,0.4648
2415,2011,1170,Sacramento State,0.3818,0.4514
2416,2011,1224,Howard,0.3733,0.4515
2417,2011,1341,Prairie View A&M;,0.3715,0.4142
2418,2011,1442,Western Illinois,0.3689,0.4438
2419,2011,1405,Toledo,0.3642,0.4644
2420,2011,1146,Central Arkansas,0.3584,0.4553
2421,2011,1410,Texas-Pan American,0.3409,0.4255
2422,2011,1223,Houston Baptist,0.3349,0.4004
2423,2010,1242,Kansas,0.6878,0.5974
2424,2010,1181,Duke,0.6637,0.5884
2425,2010,1393,Syracuse,0.6513,0.5860
2426,2010,1207,Georgetown,0.6353,0.6197
2427,2010,1124,Baylor,0.6334,0.5839
2428,2010,1437,Villanova,0.6271,0.5750
2429,2010,1401,Texas A&M;,0.6259,0.5968
2430,2010,1338,Pittsburgh,0.6256,0.5866
2431,2010,1320,Northern Iowa,0.621,0.5271
2432,2010,1462,Xavier,0.6149,0.5611
2433,2010,1458,Wisconsin,0.614,0.5707
2434,2010,1140,Brigham Young,0.6125,0.5252
2435,2010,1350,Richmond,0.6111,0.5500
2436,2010,1330,Old Dominion,0.605,0.5381
2437,2010,1400,Texas,0.6025,0.5600
2438,2010,1373,Siena,0.6022,0.5175
2439,2010,1210,Georgia Tech,0.5988,0.5854
2440,2010,1388,St. Mary's,0.5968,0.5210
2441,2010,1257,Louisville,0.5949,0.5962
2442,2010,1448,Wake Forest,0.5939,0.5687
2443,2010,1449,Washington,0.5915,0.5494
2444,2010,1455,Wichita State,0.5877,0.5304
2445,2010,1412,UAB,0.5851,0.5329
2446,2010,1245,Kent State,0.5843,0.5367
2447,2010,1323,Notre Dame,0.5838,0.5652
