,Team,RPI
196,Saint Joseph's,0.5366
197,Missouri State,0.5352
198,Marist,0.5325
199,Auburn,0.5301
200,TCU,0.5292
201,San Francisco,0.5282
202,Western Michigan,0.5264
203,Southern Miss,0.5251
204,Miami (Fla.),0.5231
205,DePaul,0.5189
206,Toledo,0.5162
207,Montana,0.5154
208,Southern California,0.5134
209,UAB,0.5126
210,Evansville,0.5104
211,Austin Peay,0.5094
212,LSU,0.5080
213,St. Peter's,0.5077
214,Loyola Marymount,0.5068
215,Wyoming,0.5063
216,NC-Greensboro,0.5062
217,Bowling Green,0.5046
218,NC-Wilmington,0.5036
219,Drake,0.5032
220,Pittsburgh,0.5028
221,San Diego,0.5027
222,Oral Roberts,0.4998
223,Marshall,0.4988
224,Mississippi,0.4983
225,Dartmouth,0.4972
226,Ohio State,0.4971
227,Arizona State,0.4969
228,Boise State,0.4966
229,Louisiana-Monroe,0.4955
230,Loyola-Maryland,0.4941
231,St. Francis (Pa.),0.4917
232,South Carolina State,0.4899
233,Tennessee State,0.4889
234,Jackson State,0.4885
235,Utah State,0.4875
236,San Diego State,0.4862
237,Campbell,0.4852
238,Texas A&M;,0.4841
239,Western Illinois,0.4838
240,Liberty,0.4819
241,Stephen F. Austin,0.4798
242,Middle Tennessee,0.4767
243,Charleston Southern,0.4761
244,Texas-El Paso,0.4745
245,Western Carolina,0.4727
246,La Salle,0.4724
247,North Texas,0.4708
248,California Irvine,0.4698
249,Southern Illinois,0.4680
250,Southeastern Louisiana,0.4672
251,NC-Asheville,0.4664
252,James Madison,0.4649
253,Bucknell,0.4642
254,Duquesne,0.4636
255,Chattanooga,0.4613
256,Mercer,0.4606
257,Eastern Illinois,0.4578
258,Vermont,0.4577
259,South Alabama,0.4553
260,Tennessee Tech,0.4545
261,UMKC,0.4542
262,UNLV,0.4528
263,Tennessee-Martin,0.4514
264,Northwestern,0.4489
265,UCF,0.4476
266,Richmond,0.4460
267,Hampton,0.4455
268,Arkansas State,0.4446
269,Florida International,0.4422
270,William &amp; Mary,0.4408
271,Idaho State,0.4367
272,Holy Cross,0.4355
273,Texas-Arlington,0.4328
274,Stetson,0.4314
275,Texas State-San Marcos,0.4301
276,Jacksonville State,0.4288
277,Texas Southern,0.4271
278,Fairleigh Dickinson,0.4266
279,Appalachian State,0.4249
280,LIU-Brooklyn,0.4206
281,Fordham,0.4195
282,Youngstown State,0.4178
283,Alcorn State,0.4162
284,Grambling,0.4127
285,E. Tennessee State,0.4124
286,Air Force,0.4113
287,The Citadel,0.4068
288,Lafayette,0.4064
289,Morgan State,0.4054
290,Sacramento State,0.4033
291,Yale,0.4019
292,Winthrop,0.4007
293,Hofstra,0.4004
294,Maryland-Eastern Shore,0.3964
295,Howard,0.3920
296,Maryland-Baltimore County,0.3890
297,Wofford,0.3836
298,Robert Morris,0.3798
299,Chicago State,0.3712
300,Coastal Carolina,0.3687
301,Lehigh,0.3614
302,Army,0.3414
