,Team,RPI
240,La Salle,0.4880
241,Georgia State,0.4868
242,E. Tennessee State,0.4845
243,James Madison,0.4832
244,San Francisco,0.4815
245,Coppin State,0.4800
246,Western Illinois,0.4793
247,Louisiana-Lafayette,0.4784
248,Radford,0.4777
249,Santa Barbara,0.4766
250,Virginia Tech,0.4748
251,Robert Morris,0.4738
252,New Orleans,0.4735
253,Long Beach State,0.4716
254,Fordham,0.4706
255,South Alabama,0.4692
256,Jackson State,0.4675
257,St. Mary's,0.4661
258,San Jose State,0.4615
259,Boston College,0.4598
260,McNeese State,0.4570
261,Hawaii,0.4534
262,Eastern Illinois,0.4522
263,Morgan State,0.4514
264,Cal State Fullerton,0.4506
265,Mississippi Valley State,0.4475
266,Morehead State,0.4471
267,Loyola-Chicago,0.4468
268,Stetson,0.4454
269,Middle Tennessee,0.4451
270,Montana,0.4445
271,Arkansas-Little Rock,0.4437
272,Harvard,0.4422
273,North Carolina A&T;,0.4403
274,Boston University,0.4381
275,Tennessee State,0.4364
276,Tennessee Tech,0.4347
277,Portland,0.4346
278,Cal Poly,0.4292
279,Northwestern State,0.4289
280,St. Francis (Pa.),0.4281
281,North Texas,0.4271
282,Georgia Southern,0.4265
283,Sam Houston State,0.4249
284,Texas-Arlington,0.4247
285,Florida A&M;,0.4224
286,Columbia,0.4196
287,NC-Asheville,0.4177
288,Western Carolina,0.4172
289,IUPUI,0.4148
290,Idaho State,0.4118
291,Denver,0.4116
292,Buffalo,0.4096
293,Texas-Pan American,0.4086
294,Florida Atlantic,0.4066
295,Hampton,0.4061
296,Tennessee-Martin,0.4036
297,Texas Southern,0.4016
298,California Irvine,0.3975
299,The Citadel,0.3945
300,William &amp; Mary,0.3909
301,Holy Cross,0.3863
302,Sacramento State,0.3829
303,Grambling,0.3805
304,Brown,0.3708
305,Eastern Kentucky,0.3666
306,Prairie View A&M;,0.3653
307,Howard,0.3513
308,Arkansas-Pine Bluff,0.3434
