,Team,RPI
100,Niagara,0.4780
101,Georgia Southern,0.4763
102,Western Michigan,0.4749
103,Florida Atlantic,0.4744
104,Eastern Washington,0.4736
105,St. Francis (N.Y.),0.4713
106,NC-Wilmington,0.4702
107,Houston,0.4700
108,Siena,0.4694
109,Southern Methodist,0.4692
110,Western Carolina,0.4676
111,Marist,0.4666
112,Lipscomb,0.4661
113,Central Connecticut State,0.4635
114,Fresno State,0.4633
115,Southern Utah,0.4601
116,Texas Southern,0.4599
117,NC-Greensboro,0.4593
118,Sacred Heart,0.4587
119,Bethune-Cookman,0.4583
120,Texas Tech,0.4565
121,Eastern Michigan,0.4554
122,Presbyterian,0.4550
123,Miami (Ohio),0.4546
124,Delaware State,0.4535
125,Florida International,0.4519
126,California Riverside,0.4492
127,Southern Illinois,0.4472
128,Rhode Island,0.4459
129,VMI,0.4445
130,James Madison,0.4444
131,Hofstra,0.4429
132,Bradley,0.4426
133,Stetson,0.4404
134,Samford,0.4388
135,Pepperdine,0.4365
136,Sam Houston State,0.4363
137,Montana State,0.4337
138,Seattle,0.4329
139,San Jose State,0.4311
140,Southern,0.4304
141,Maine,0.4284
142,Howard,0.4274
143,Morgan State,0.4254
144,Pacific,0.4244
145,South Dakota,0.4205
146,Gardner-Webb,0.4167
147,Colgate,0.4159
148,Illinois-Chicago,0.4153
149,William &amp; Mary,0.4150
150,Army,0.4127
151,Santa Clara,0.4121
152,St. Peter's,0.4111
153,Hartford,0.4063
154,Loyola-Chicago,0.4043
155,Towson,0.4030
156,Brown,0.4016
157,Sacramento State,0.3999
158,Louisiana-Monroe,0.3981
159,Texas A&amp;M-Corpus; Christi,0.3957
160,Jackson State,0.3930
161,Cal State Northridge,0.3887
162,The Citadel,0.3855
163,Navy,0.3805
164,Radford,0.3791
165,Kennesaw State,0.3761
166,Canisius,0.3755
167,Alcorn State,0.3686
168,Chicago State,0.3667
169,Maryland-Baltimore County,0.3632
170,Grambling,0.3531
171,South Carolina State,0.3408
172,Kentucky,0.6652
173,North Carolina,0.6576
174,Kansas,0.6417
175,Baylor,0.6331
176,Missouri,0.6298
177,Wichita State,0.6220
178,Louisville,0.6207
179,Memphis,0.6196
180,UNLV,0.6158
181,Temple,0.6153
182,Murray State,0.6119
183,Creighton,0.6080
184,San Diego State,0.6063
185,St. Mary's,0.6058
186,Florida,0.6050
187,Connecticut,0.5937
188,Long Beach State,0.5901
189,Alabama,0.5883
190,Virginia Commonwealth,0.5842
191,Iona,0.5819
192,Cincinnati,0.5804
193,Marshall,0.5798
194,Ohio,0.5782
195,Kansas State,0.5775
196,Texas,0.5771
197,South Florida,0.5763
198,UCF,0.5757
199,Middle Tennessee,0.5738
200,Belmont,0.5730
201,Miami (Fla.),0.5724
202,Colorado,0.5717
203,Davidson,0.5705
204,Drexel,0.5701
205,Seton Hall,0.5693
206,Weber State,0.5658
207,St. Bonaventure,0.5614
208,Montana,0.5609
209,Arizona,0.5582
210,Loyola-Maryland,0.5571
211,LIU-Brooklyn,0.5553
212,George Mason,0.5543
213,LSU,0.5530
214,La Salle,0.5521
215,Princeton,0.5518
216,Minnesota,0.5486
217,Wagner,0.5465
218,Illinois,0.5449
219,Pittsburgh,0.5434
220,Pennsylvania,0.5427
221,Illinois State,0.5389
222,Yale,0.5385
223,NC-Asheville,0.5382
224,Kent State,0.5359
225,Lamar,0.5356
226,Texas-Arlington,0.5351
227,Butler,0.5338
228,Arkansas,0.5332
229,Virginia Tech,0.5318
230,Santa Barbara,0.5286
231,Villanova,0.5282
232,College of Charleston,0.5268
233,Wisconsin-Milwaukee,0.5251
234,Richmond,0.5237
235,Norfolk State,0.5225
236,Iowa,0.5208
237,Oregon State,0.5198
238,Drake,0.5185
239,San Francisco,0.5177
240,Oklahoma,0.5151
241,Georgia State,0.5137
242,Oakland,0.5130
243,Mississippi Valley State,0.5124
244,Idaho,0.5116
245,Green Bay,0.5103
246,Western Illinois,0.5091
247,Stony Brook,0.5086
248,Nebraska,0.5065
249,Providence,0.5045
250,Bowling Green,0.5040
251,Louisiana Tech,0.5031
252,Charleston Southern,0.5023
253,East Carolina,0.5011
254,Morehead State,0.4983
255,Air Force,0.4962
256,Youngstown State,0.4948
257,Northeastern,0.4928
258,McNeese State,0.4920
259,Holy Cross,0.4912
260,E. Tennessee State,0.4911
261,Cornell,0.4900
262,Wake Forest,0.4895
263,Washington State,0.4882
264,Columbia,0.4880
265,George Washington,0.4876
266,Boston University,0.4856
267,Austin Peay,0.4840
268,South Carolina,0.4817
269,Texas-San Antonio,0.4808
270,DePaul,0.4801
271,Rider,0.4782
272,Stephen F. Austin,0.4773
273,Hawaii,0.4762
274,Campbell,0.4746
275,Florida Gulf Coast,0.4744
276,IUPUI,0.4714
277,Cal State Bakersfield,0.4703
278,Albany,0.4701
279,Northwestern State,0.4697
280,Cal Poly,0.4694
281,Jacksonville State,0.4677
282,Arkansas State,0.4668
283,Wright State,0.4661
284,Eastern Kentucky,0.4655
285,Elon,0.4634
286,Utah Valley,0.4630
287,North Carolina Central,0.4600
288,Furman,0.4594
289,Monmouth,0.4593
290,Portland,0.4585
291,Fordham,0.4579
292,North Dakota,0.4562
293,Boston College,0.4553
294,Toledo,0.4547
295,Southeast Missouri State,0.4542
296,Tulane,0.4522
297,Arizona State,0.4515
298,California Irvine,0.4483
299,Ball State,0.4471
300,Appalachian State,0.4458
301,Troy,0.4445
302,Northern Colorado,0.4443
303,Jacksonville,0.4427
304,UMKC,0.4406
305,High Point,0.4401
306,Southern California,0.4382
307,Winthrop,0.4365
308,Utah,0.4361
309,Coppin State,0.4333
310,IPFW,0.4313
311,Central Michigan,0.4307
312,North Carolina A&T;,0.4293
313,Liberty,0.4281
314,Eastern Illinois,0.4261
315,Texas State-San Marcos,0.4246
316,Idaho State,0.4235
317,Mount St. Mary's,0.4204
318,Prairie View A&M;,0.4160
319,New Hampshire,0.4154
320,Nicholls State,0.4150
321,SIU-Edwardsville,0.4138
322,Arkansas-Pine Bluff,0.4124
323,New Jersey Tech,0.4121
324,Hampton,0.4092
325,Alabama State,0.4050
326,Chattanooga,0.4041
327,St. Francis (Pa.),0.4025
328,Texas-Pan American,0.4000
329,Florida A&M;,0.3993
330,Southeastern Louisiana,0.3970
331,Maryland-Eastern Shore,0.3942
332,Central Arkansas,0.3926
333,Houston Baptist,0.3880
334,Tennessee-Martin,0.3842
335,Dartmouth,0.3800
336,Fairleigh Dickinson,0.3779
337,Longwood,0.3755
338,Northern Illinois,0.3726
339,California Davis,0.3669
340,Northern Arizona,0.3666
341,Bryant University,0.3598
342,Alabama A&M;,0.3503
343,Binghamton,0.3362
