,Team,RPI
97,Iona,0.4795
98,Harvard,0.4782
99,Furman,0.4768
100,Indiana State,0.4767
101,Belmont,0.4747
102,South Carolina State,0.4744
103,Mercer,0.4732
104,Cornell,0.4722
105,Georgia,0.4704
106,La Salle,0.4688
107,Brigham Young,0.4680
108,Evansville,0.4640
109,Lipscomb,0.4631
110,Liberty,0.4620
111,Robert Morris,0.4614
112,Alabama A&M;,0.4591
113,Wofford,0.4580
114,Florida Atlantic,0.4577
115,Santa Barbara,0.4564
116,Stony Brook,0.4556
117,LIU-Brooklyn,0.4536
118,Colgate,0.4510
119,Lehigh,0.4502
120,Colorado State,0.4489
121,Grambling,0.4479
122,McNeese State,0.4476
123,South Alabama,0.4466
124,Alabama State,0.4447
125,NC-Asheville,0.4434
126,Southern Utah,0.4422
127,Stetson,0.4419
128,Baylor,0.4418
129,Marist,0.4416
130,Montana State,0.4401
131,New Hampshire,0.4398
132,Eastern Michigan,0.4381
133,Eastern Illinois,0.4370
134,Norfolk State,0.4349
135,Texas-Arlington,0.4328
136,Cleveland State,0.4326
137,Elon,0.4316
138,Radford,0.4308
139,Southern,0.4299
140,Columbia,0.4287
141,Bethune-Cookman,0.4265
142,Coastal Carolina,0.4262
143,Texas-Pan American,0.4235
144,Morehead State,0.4230
145,New Mexico State,0.4211
146,Northern Arizona,0.4188
147,The Citadel,0.4141
148,Northern Colorado,0.4129
149,Hartford,0.4105
150,Towson,0.4080
151,Navy,0.4067
152,Tennessee-Martin,0.3968
153,Cal Poly,0.3922
154,Idaho State,0.3885
155,North Carolina A&T;,0.3812
156,Mount St. Mary's,0.3806
157,VMI,0.3794
158,Jacksonville State,0.3750
159,Campbell,0.3697
160,Howard,0.3647
161,Sacred Heart,0.3606
162,Army,0.3493
163,Longwood,0.3386
164,Illinois,0.6672
165,Duke,0.6576
166,North Carolina,0.6535
167,Arizona,0.6387
168,Gonzaga,0.6370
169,Louisville,0.6273
170,Wisconsin,0.6260
171,Southern Illinois,0.6205
172,Oklahoma,0.6200
173,Syracuse,0.6173
174,Pacific,0.6053
175,Cincinnati,0.6034
176,Vermont,0.6011
177,Texas Tech,0.5913
178,St. Mary's,0.5862
179,Nevada,0.5851
180,West Virginia,0.5847
181,Pittsburgh,0.5807
182,UCLA,0.5803
183,Minnesota,0.5783
184,Texas,0.5779
185,Creighton,0.5758
186,Buffalo,0.5736
187,Ohio,0.5693
188,Utah State,0.5667
189,Missouri State,0.5657
190,Northeastern,0.5646
191,George Washington,0.5639
192,Wisconsin-Milwaukee,0.5631
193,Indepenedent,0.5617
194,Iowa State,0.5608
195,Bucknell,0.5596
196,Holy Cross,0.5574
197,Arizona State,0.5563
198,Akron,0.5545
199,Missouri,0.5542
200,Vanderbilt,0.5537
201,Hofstra,0.5530
202,Davidson,0.5517
203,Virginia,0.5514
204,Winthrop,0.5495
205,Boston University,0.5492
206,San Francisco,0.5485
207,Marquette,0.5456
208,South Carolina,0.5438
209,UNLV,0.5410
210,Washington State,0.5406
211,Temple,0.5387
212,Western Michigan,0.5386
213,Arkansas,0.5385
214,Oral Roberts,0.5378
215,Oregon State,0.5361
216,Tennessee,0.5318
217,UCF,0.5307
218,Cal State Northridge,0.5290
219,Virginia Tech,0.5270
220,Air Force,0.5259
221,Eastern Kentucky,0.5221
222,Princeton,0.5217
223,Illinois State,0.5213
224,San Diego,0.5211
225,Middle Tennessee,0.5209
226,Dayton,0.5205
227,California,0.5183
228,Northwestern State,0.5176
229,Santa Clara,0.5163
230,Florida State,0.5156
231,Massachusetts,0.5142
232,NC-Greensboro,0.5130
233,Mississippi,0.5112
234,Bradley,0.5093
235,Rutgers,0.5083
236,Green Bay,0.5075
237,Southern Methodist,0.5064
238,Richmond,0.5056
239,Portland,0.5045
240,George Mason,0.5011
241,Gardner-Webb,0.5003
242,Montana,0.4993
243,Georgia State,0.4963
244,Tennessee Tech,0.4958
245,St. Peter's,0.4948
246,Loyola Marymount,0.4931
247,IUPUI,0.4925
248,South Florida,0.4908
249,Texas A&amp;M-Corpus; Christi,0.4897
250,Maine,0.4883
251,Detroit,0.4876
252,Fairfield,0.4863
253,Appalachian State,0.4844
254,Hampton,0.4838
255,Northern Illinois,0.4836
256,San Diego State,0.4820
257,Binghamton,0.4814
258,Yale,0.4809
259,Oakland,0.4802
260,East Carolina,0.4796
261,Albany,0.4784
262,North Texas,0.4771
263,Boise State,0.4768
264,St. Francis (Pa.),0.4750
265,Southeast Missouri State,0.4746
266,New Orleans,0.4741
267,Loyola-Chicago,0.4726
268,Texas-San Antonio,0.4716
269,Florida A&M;,0.4689
270,Austin Peay,0.4688
271,Jacksonville,0.4665
272,Troy,0.4633
273,Wagner,0.4624
274,Weber State,0.4617
275,Samford,0.4597
276,Penn State,0.4588
277,Brown,0.4580
278,Delaware,0.4569
279,Charleston Southern,0.4557
280,Marshall,0.4547
281,Utah Valley,0.4534
282,Southern Miss,0.4502
283,Butler,0.4499
284,Tulsa,0.4482
285,Central Michigan,0.4479
286,Tulane,0.4474
287,Mississippi Valley State,0.4456
288,California Davis,0.4436
289,Central Connecticut State,0.4432
290,Chicago State,0.4421
291,Dartmouth,0.4418
292,Duquesne,0.4418
293,St. Francis (N.Y.),0.4403
294,Jackson State,0.4401
295,Long Beach State,0.4389
296,Lafayette,0.4379
297,Texas State-San Marcos,0.4367
298,Morgan State,0.4340
299,Eastern Washington,0.4326
300,Western Illinois,0.4322
301,Sacramento State,0.4311
302,High Point,0.4306
303,San Jose State,0.4297
304,Canisius,0.4281
305,William &amp; Mary,0.4265
306,Maryland-Baltimore County,0.4251
307,Idaho,0.4234
308,Stephen F. Austin,0.4222
309,E. Tennessee State,0.4195
310,California Riverside,0.4181
311,Siena,0.4140
312,Quinnipiac,0.4120
313,Rhode Island,0.4081
314,Texas Southern,0.4072
315,James Madison,0.4049
316,IPFW,0.3932
317,Western Carolina,0.3920
318,Arkansas-Pine Bluff,0.3846
319,St. Bonaventure,0.3811
320,Loyola-Maryland,0.3800
321,Louisiana-Monroe,0.3772
322,Prairie View A&M;,0.3734
323,Youngstown State,0.3669
324,Alcorn State,0.3638
325,Nicholls State,0.3585
326,Savannah State,0.3394
327,Maryland-Eastern Shore,0.3362
