,Team,RPI
246,Massachusetts,0.5044
247,Oregon State,0.5027
248,Long Beach State,0.5026
249,Wichita State,0.5025
250,Manhattan,0.5019
251,Maryland-Baltimore County,0.4998
252,TCU,0.4993
253,Illinois-Chicago,0.4986
254,Navy,0.4973
255,Middle Tennessee,0.4970
256,Wofford,0.4952
257,Chattanooga,0.4933
258,Louisiana Tech,0.4927
259,Albany,0.4923
260,Oregon,0.4911
261,Mercer,0.4901
262,Ohio,0.4882
263,Montana,0.4872
264,Tulane,0.4859
265,South Florida,0.4833
266,Georgia,0.4820
267,San Diego,0.4815
268,Rutgers,0.4813
269,Santa Clara,0.4805
270,NC-Asheville,0.4790
271,George Washington,0.4772
272,Indiana State,0.4771
273,DePaul,0.4766
274,Lamar,0.4757
275,Montana State,0.4724
276,Colorado State,0.4713
277,Loyola-Chicago,0.4697
278,Indepenedent,0.4691
279,Gardner-Webb,0.4664
280,Coppin State,0.4661
281,Fresno State,0.4626
282,Stetson,0.4621
283,Denver,0.4617
284,IPFW,0.4602
285,Yale,0.4594
286,Quinnipiac,0.4582
287,Chicago State,0.4578
288,Lipscomb,0.4571
289,Utah Valley,0.4562
290,LIU-Brooklyn,0.4549
291,Hawaii,0.4542
292,Hampton,0.4537
293,Harvard,0.4526
294,Wagner,0.4503
295,San Francisco,0.4495
296,St. Peter's,0.4491
297,Lehigh,0.4488
298,Campbell,0.4476
299,Savannah State,0.4467
300,Marist,0.4465
301,Ball State,0.4437
302,California Davis,0.4413
303,Southern Utah,0.4407
304,Louisiana-Lafayette,0.4396
305,Air Force,0.4389
306,Tennessee Tech,0.4381
307,Prairie View A&M;,0.4375
308,Pepperdine,0.4368
309,St. Francis (N.Y.),0.4358
310,Army,0.4345
311,New Orleans,0.4321
312,Princeton,0.4308
313,Maine,0.4284
314,Eastern Illinois,0.4274
315,Norfolk State,0.4236
316,Northern Arizona,0.4221
317,Bucknell,0.4203
318,Central Michigan,0.4197
319,Hartford,0.4195
320,Western Michigan,0.4176
321,Coastal Carolina,0.4158
322,Florida A&M;,0.4152
323,Brown,0.4135
324,UMKC,0.4101
325,Northwestern State,0.4077
326,Florida Atlantic,0.4062
327,Dartmouth,0.4031
328,Toledo,0.3996
329,Central Arkansas,0.3987
330,Monmouth,0.3968
331,Texas Southern,0.3943
332,High Point,0.3935
333,Western Illinois,0.3866
334,Howard,0.3837
335,Furman,0.3784
336,Alabama A&M;,0.3750
337,North Carolina Central,0.3648
338,Maryland-Eastern Shore,0.3601
339,Grambling,0.3526
340,Alcorn State,0.3399
