,Team,RPI
157,Illinois-Chicago,0.4068
158,Jacksonville State,0.4045
159,California Riverside,0.4027
160,Navy,0.4001
161,Howard,0.3927
162,Binghamton,0.3917
163,Maryland-Baltimore County,0.3884
164,Delaware State,0.3876
165,South Carolina State,0.3872
166,Stetson,0.3856
167,Appalachian State,0.3830
168,Longwood,0.3787
169,Furman,0.3776
170,Houston Baptist,0.3679
171,Bethune-Cookman,0.3605
172,The Citadel,0.3562
173,Maryland-Eastern Shore,0.3531
174,Presbyterian,0.3415
175,Arizona,0.6731
176,Wichita State,0.6522
177,Wisconsin,0.6418
178,Virginia,0.6371
179,Creighton,0.6332
180,New Mexico,0.6279
181,UCLA,0.6247
182,Syracuse,0.6219
183,Michigan State,0.6199
184,Gonzaga,0.6181
185,Connecticut,0.6145
186,Ohio State,0.6111
187,Oklahoma,0.6076
188,Oregon,0.6069
189,Baylor,0.6019
190,Saint Joseph's,0.5988
191,Colorado,0.5981
192,Texas,0.5958
193,Toledo,0.5922
194,Providence,0.5873
195,Tennessee,0.5846
196,Arizona State,0.5828
197,Harvard,0.5818
198,Nebraska,0.5789
199,Minnesota,0.5778
200,Stephen F. Austin,0.5745
201,Florida State,0.5720
202,Iowa,0.5714
203,Green Bay,0.5701
204,Manhattan,0.5687
205,Louisiana Tech,0.5683
206,Middle Tennessee,0.5661
207,Western Michigan,0.5637
208,San Francisco,0.5624
209,Illinois,0.5615
210,New Mexico State,0.5611
211,Georgia,0.5594
212,Georgia State,0.5585
213,Maryland,0.5581
214,Utah,0.5558
215,Boise State,0.5552
216,Boston University,0.5492
217,Eastern Michigan,0.5482
218,West Virginia,0.5462
219,Louisiana-Lafayette,0.5454
220,Marquette,0.5449
221,Ole Miss,0.5423
222,Canisius,0.5401
223,La Salle,0.5391
224,Oregon State,0.5366
225,Indiana,0.5365
226,Washington,0.5361
227,Buffalo,0.5339
228,UNLV,0.5316
229,Miami (Fla.),0.5279
230,Sam Houston State,0.5260
231,Penn State,0.5252
232,Utah State,0.5242
233,American,0.5239
234,Vanderbilt,0.5228
235,Princeton,0.5203
236,Alabama,0.5192
237,Davidson,0.5179
238,Seton Hall,0.5177
239,Columbia,0.5167
240,Drexel,0.5151
241,Illinois State,0.5144
242,Notre Dame,0.5128
243,South Dakota State,0.5117
244,South Carolina,0.5113
245,Murray State,0.5102
246,Utah Valley,0.5093
247,Florida Gulf Coast,0.5082
248,Texas A&M;,0.5079
249,Butler,0.5069
250,UAB,0.5059
251,DePaul,0.5048
252,San Diego,0.5031
253,Northwestern State,0.5013
254,Hawaii,0.4991
255,Elon,0.4986
256,George Mason,0.4977
257,Long Beach State,0.4967
258,Winthrop,0.4958
259,Old Dominion,0.4950
260,High Point,0.4939
261,Drake,0.4935
262,Southern California,0.4921
263,Portland,0.4917
264,Arkansas State,0.4899
265,Colorado State,0.4897
266,Valparaiso,0.4885
267,St. Francis (N.Y.),0.4877
268,Duquesne,0.4867
269,North Florida,0.4859
270,Rutgers,0.4839
271,Bowling Green,0.4832
272,Coastal Carolina,0.4812
273,Rider,0.4810
274,Southern Illinois,0.4806
275,Florida International,0.4805
276,Hampton,0.4802
277,E. Tennessee State,0.4800
278,Cal Poly,0.4793
279,Santa Clara,0.4787
280,TCU,0.4787
281,Evansville,0.4784
282,East Carolina,0.4772
283,Wagner,0.4758
284,UCF,0.4755
285,Northeastern,0.4748
286,Washington State,0.4743
287,Fordham,0.4719
288,Eastern Washington,0.4699
289,Detroit,0.4685
290,South Florida,0.4683
291,Hartford,0.4656
292,Lehigh,0.4642
293,Idaho,0.4640
294,Radford,0.4613
295,College of Charleston,0.4607
296,Louisiana-Monroe,0.4605
297,Virginia Tech,0.4600
298,Texas A&amp;M-Corpus; Christi,0.4597
299,Air Force,0.4562
300,Portland State,0.4557
301,Alabama State,0.4536
302,Colgate,0.4523
303,Lafayette,0.4522
304,New Orleans,0.4502
305,Nicholls State,0.4455
306,Arkansas-Pine Bluff,0.4444
307,Dartmouth,0.4438
308,Charleston Southern,0.4411
309,Florida Atlantic,0.4379
310,McNeese State,0.4366
311,Loyola-Maryland,0.4364
312,Marshall,0.4350
313,San Jose State,0.4325
314,South Alabama,0.4321
315,Jacksonville,0.4307
316,Pennsylvania,0.4282
317,Cal State Fullerton,0.4269
318,Loyola-Chicago,0.4252
319,Western Illinois,0.4244
320,Monmouth,0.4236
321,Central Michigan,0.4226
322,Jackson State,0.4216
323,LIU-Brooklyn,0.4191
324,Tennessee State,0.4187
325,Niagara,0.4175
326,Prairie View A&M;,0.4168
327,Texas-San Antonio,0.4143
328,New Jersey Tech,0.4139
329,Northern Kentucky,0.4118
330,Texas-Pan American,0.4109
331,Alcorn State,0.4071
332,Campbell,0.4051
333,Southeastern Louisiana,0.4033
334,SIU-Edwardsville,0.4018
335,IUPUI,0.3965
336,Kennesaw State,0.3920
337,California Davis,0.3916
338,Central Arkansas,0.3883
339,Maine,0.3875
340,UT Martin,0.3858
341,Cornell,0.3846
342,North Carolina A&T;,0.3801
343,Sacred Heart,0.3780
344,New Hampshire,0.3747
345,Mississippi Valley State,0.3611
346,Lamar,0.3580
347,Southern Utah,0.3551
348,Grambling,0.3504
